"features"	"coefs"	"category"
"1"	"EC.1.1.1.30"	-10.5932563659283	"left"
"2"	"EC.1.1.1.91"	-9.37877239308413	"left"
"3"	"EC.1.1.1.287"	-8.75334058542982	"left"
"4"	"EC.2.7.7.82"	-7.97940275460276	"left"
"5"	"EC.4.2.1.22"	-7.39816309997778	"left"
"6"	"EC.1.1.1.47"	-7.31526197737473	"left"
"7"	"EC.1.1.1.88"	-6.25791580240216	"left"
"8"	"EC.3.4.24.40"	-6.03437953717926	"left"
"9"	"EC.4.2.1.44"	-5.86155185384504	"left"
"10"	"EC.1.11.1.10"	-5.79705057593548	"left"
"11"	"EC.4.1.3.32"	5.38934038846173	"right"
"12"	"EC.1.1.1.2"	5.52270046905118	"right"
"13"	"EC.3.2.1.97"	5.75133885739661	"right"
"14"	"EC.1.8.7.1"	6.13895398241182	"right"
"15"	"EC.5.3.3.6"	6.51184952108972	"right"
"16"	"EC.1.9.3.1"	6.61673079997323	"right"
"17"	"EC.2.7.1.63"	7.82964387538821	"right"
"18"	"EC.4.1.1.52"	8.2953658392985	"right"
"19"	"EC.4.2.2.20"	12.154564637996	"right"
"20"	"EC.4.2.2.21"	12.154564637996	"right"
