	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	PWY-5345	Week_and_consortia	S2_w5w6	-0.740003919332683	0.0239418674759405	54	54	9.73766534292235e-35	2.89208660684794e-32	PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	Superpathways	Biosynthesis	Amino acid biosynthesis				
1	TEICHOICACID-PWY	Week_and_consortia	S2_w5w6	-1.54267704810153	0.0617990346087697	54	54	2.70644679845749e-30	4.01907349570938e-28	TEICHOICACID-PWY	poly(glycerol phosphate) wall teichoic acid biosynthesis // major teichoic acid biosynthesis // glycerol teichoic acid biosynthesis	Biosynthesis						
2	PWY-5177	Week_and_consortia	S2_w5w6	1.47752690545603	0.0642753326321744	54	42	1.27490622427074e-28	1.2621571620280299e-26	PWY-5177	glutaryl-CoA degradation	Degradation/utilization/assimilation						
3	SO4ASSIM-PWY	Week_and_consortia	S2_w5w6	-0.908046785855314	0.0425252711140283	54	54	4.13005581294114e-27	3.0665664411088e-25	SO4ASSIM-PWY	assimilatory sulfate reduction I	Degradation/utilization/assimilation	Superpathways					
4	PWY-7315	Week_and_consortia	S2_w5w6	-0.460967862516108	0.0242957501612777	54	54	5.00322629438907e-25	2.63211701153998e-23	PWY-7315	dTDP-<i>N</i>-acetylthomosamine biosynthesis // dTDP-4-acetamido-&alpha;-D-fucose biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose biosynthesis	Biosynthesis						
5	PWY0-1277	Week_and_consortia	S2_w5w6	-2.10697454488519	0.109787413625513	54	12	5.31740810412117e-25	2.63211701153998e-23	PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation	Degradation/utilization/assimilation	Superpathways					
6	MET-SAM-PWY	Week_and_consortia	S2_w5w6	-0.745628277337248	0.0400141278656988	54	54	1.93497775953068e-24	8.20983420829445e-23	MET-SAM-PWY	superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis from L-aspartate	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
7	PWY-4984	Week_and_consortia	S2_w5w6	1.21618821089308	0.067207085561513	54	54	4.26638559667114e-24	1.58389565276416e-22	PWY-4984	urea cycle // Krebs ornithine cycle // Krebs-Henseleit cycle	Degradation/utilization/assimilation						
8	PWY-6344	Week_and_consortia	S2_w5w6	1.50125243008226	0.0859401279691106	54	54	2.07291961004611e-23	6.84063471315215e-22	PWY-6344	L-arginine degradation XIV (oxidative Stickland reaction) // L-arginine fermentation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
9	HCAMHPDEG-PWY	Week_and_consortia	S2_w5w6	-2.22559862602288	0.130840057943981	54	12	1.10923657964515e-22	2.9949387650419e-21	HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation to 2-oxopent-4-enoate	Degradation/utilization/assimilation						
10	PWY-6690	Week_and_consortia	S2_w5w6	-2.22559862602288	0.130840057943981	54	12	1.10923657964515e-22	2.9949387650419e-21	PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	Degradation/utilization/assimilation						
11	PWY-6143	Week_and_consortia	S2_w5w6	1.52094930568714	0.0902168428457472	54	42	1.61382269636523e-22	3.99421117350394e-21	PWY-6143	CMP-pseudaminate biosynthesis // CMP-pseudaminic acid biosynthesis	Biosynthesis						
12	CRNFORCAT-PWY	Week_and_consortia	S2_w5w6	2.28739342984395	0.140613582362943	54	42	7.70747572721831e-22	1.7608617622952602e-20	CRNFORCAT-PWY	creatinine degradation I // creatinine catabolism	Degradation/utilization/assimilation						
13	HOMOSER-METSYN-PWY	Week_and_consortia	S2_w5w6	-0.836899938938129	0.0521759355697845	54	54	1.3633488950166501e-21	2.89224729871389e-20	HOMOSER-METSYN-PWY	L-methionine biosynthesis I // L-methionine biosynthesis from L-homoserine // L-methionine biosynthesis by transsulfuration	Biosynthesis						
14	PWY-7316	Week_and_consortia	S2_w5w6	1.55487284849562	0.0971442586434211	54	42	1.51562028667551e-21	3.0009281676175e-20	PWY-7316	dTDP-<i>N</i>-acetylviosamine biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-glucose biosynthesis	Biosynthesis						
15	PWY-6478	Week_and_consortia	S2_w5w6	-0.745355633502338	0.0467203815504528	54	54	1.7118842183121e-21	3.17768508024184e-20	PWY-6478	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	Biosynthesis						
16	PWY-6749	Week_and_consortia	S2_w5w6	-1.31768739263737	0.0842473451710728	54	54	2.63298400649355e-21	4.5999779407563804e-20	PWY-6749	CMP-legionaminate biosynthesis I // CMP-legionaminic acid biosynthesis I // 5,7-diacetamido-3,5,7,9-tetradeoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonic acid biosynthesis I // CMP-<i>N</i>, <i>N</i>-diacetyllegionaminate biosynthesis I	Biosynthesis						
17	PWY-5347	Week_and_consortia	S2_w5w6	-0.557856192741131	0.0358830671846501	54	54	5.16838190053646e-21	8.52783013588516e-20	PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	Superpathways	Biosynthesis	Amino acid biosynthesis				
18	PWY490-3	Week_and_consortia	S2_w5w6	2.06079370099466	0.139911818118803	54	54	3.39792136109587e-20	5.31148760129197e-19	PWY490-3	nitrate reduction VI (assimilatory) // nitrate assimilation	Degradation/utilization/assimilation						
19	PWY0-845	Week_and_consortia	S2_w5w6	0.227289911939613	0.01544128799686	54	54	5.2834610383693205e-20	7.845939641978431e-19	PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage // vitamin B<sub>6</sub> biosynthesis and salvage	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
20	PWY-7090	Week_and_consortia	S2_w5w6	1.83211106402684	0.129790495251383	54	42	2.00934577017414e-19	2.84178901781771e-18	PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis // UDP-ManNAc(3NAc)A biosynthesis // Wbp pathway	Biosynthesis						
21	REDCITCYC	Week_and_consortia	S2_w5w6	-1.53960692523204	0.109024911927739	54	54	2.8587328173297903e-19	3.85928930339522e-18	REDCITCYC	TCA cycle VI (Helicobacter) // Krebs cycle // tricarboxylic acid cycle // TCA cycle // citric acid cycle	Generation of precursor metabolites and energy						
22	PWY-6353	Week_and_consortia	S2_w5w6	0.861404079760025	0.0646798002067535	54	54	2.17550318102129e-18	2.80923671636227e-17	PWY-6353	purine nucleotides degradation II (aerobic) // purine nucleotides catabolism	Degradation/utilization/assimilation	Superpathways					
23	PWY-6545	Week_and_consortia	S2_w5w6	1.07497332625936	0.0822697355588597	54	54	4.68706648169548e-18	5.80024477109816e-17	PWY-6545	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
24	SALVADEHYPOX-PWY	Week_and_consortia	S2_w5w6	1.10383203607932	0.0865315592624961	54	54	1.22072172043584e-17	1.45021740387777e-16	SALVADEHYPOX-PWY	adenosine nucleotides degradation II // purine ribonucleotide/ribonucleoside metabolism	Degradation/utilization/assimilation						
25	PWY-6148	Week_and_consortia	S2_w5w6	1.84021660356353	0.14572821683333	54	42	1.82275857274945e-17	2.08215113887148e-16	PWY-6148	tetrahydromethanopterin biosynthesis // H<sub>4</sub>MPT biosynthesis	Biosynthesis						
26	PWY-2201	Week_and_consortia	S2_w5w6	1.90406105756594	0.151549102285129	54	42	2.22494668769116e-17	2.44744135646028e-16	PWY-2201	folate transformations I	Biosynthesis						
27	PWY-7210	Week_and_consortia	S2_w5w6	1.01493451321458	0.0825414747938704	54	54	5.17339225637729e-17	5.48749107194305e-16	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
28	PWY-7198	Week_and_consortia	S2_w5w6	1.11214285266378	0.0920704278538197	54	54	1.03092478439813e-16	1.05580917574567e-15	PWY-7198	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
29	FASYN-INITIAL-PWY	Week_and_consortia	S2_w5w6	0.602468675407398	0.0502599925454557	54	54	1.3848598176461099e-16	1.3710112194696501e-15	FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
30	PWY-6471	Week_and_consortia	S2_w5w6	1.02073950731834	0.0854127466005328	54	54	1.55629802914985e-16	1.4910339182500201e-15	PWY-6471	peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)	Detoxification	Superpathways		Biosynthesis	Cell structure biosynthesis		
31	KETOGLUCONMET-PWY	Week_and_consortia	S2_w5w6	1.97781570353477	0.170049079378603	54	42	4.3747031650213003e-16	4.0602713750354e-15	KETOGLUCONMET-PWY	ketogluconate metabolism	Degradation/utilization/assimilation	Superpathways					
