Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
016R_0_F_NS6_week5_S1_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.25)	(34.0, 0.25)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.25)	(38.0, 0.25)	(39.0, 0.0)	(40.0, 0.25)	(41.0, 1.25)	(42.0, 2.0)	(43.0, 4.0)	(44.0, 10.0)	(45.0, 63.75)	(46.0, 4614.0)	(47.0, 8929.25)	(48.0, 3521.0)	(49.0, 3557.25)	(50.0, 1418.0)	(51.0, 543.75)	(52.0, 208.0)	(53.0, 2023.25)	(54.0, 8383.25)	(55.0, 4436.0)	(56.0, 398.75)	(57.0, 146.5)	(58.0, 62.0)	(59.0, 64.25)	(60.0, 28.0)	(61.0, 17.5)	(62.0, 4.25)	(63.0, 1.25)	(64.0, 1.25)	(65.0, 1.75)	(66.0, 13.25)	(67.0, 44.5)	(68.0, 12.0)	(69.0, 4.5)	(70.0, 1.0)	(71.0, 0.5)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_0_F_NS6_week5_S1_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.25)	(34.0, 0.0)	(35.0, 0.25)	(36.0, 0.75)	(37.0, 0.75)	(38.0, 0.0)	(39.0, 1.0)	(40.0, 1.0)	(41.0, 1.25)	(42.0, 4.0)	(43.0, 5.5)	(44.0, 11.25)	(45.0, 22.0)	(46.0, 118.5)	(47.0, 643.0)	(48.0, 3604.25)	(49.0, 8986.25)	(50.0, 4746.25)	(51.0, 2202.5)	(52.0, 1466.0)	(53.0, 2353.25)	(54.0, 2347.0)	(55.0, 2063.75)	(56.0, 4412.0)	(57.0, 3269.25)	(58.0, 853.75)	(59.0, 328.75)	(60.0, 189.75)	(61.0, 143.5)	(62.0, 104.0)	(63.0, 87.75)	(64.0, 63.75)	(65.0, 51.25)	(66.0, 37.75)	(67.0, 42.5)	(68.0, 48.5)	(69.0, 30.5)	(70.0, 14.25)	(71.0, 4.75)	(72.0, 2.25)	(73.0, 1.75)	(74.0, 2.25)	(75.0, 2.5)	(76.0, 1.0)	(77.0, 0.5)	(78.0, 0.5)	(79.0, 0.25)	(80.0, 0.25)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.75)	(85.0, 0.0)	(86.0, 0.25)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.25)	(91.0, 0.25)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_R_F_NS6_Pellet_week9_S2_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.25)	(32.0, 0.25)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.25)	(39.0, 0.0)	(40.0, 0.25)	(41.0, 0.75)	(42.0, 0.5)	(43.0, 2.5)	(44.0, 7.5)	(45.0, 47.75)	(46.0, 3312.75)	(47.0, 7136.75)	(48.0, 7547.25)	(49.0, 7478.75)	(50.0, 1883.75)	(51.0, 796.5)	(52.0, 210.75)	(53.0, 1727.0)	(54.0, 5843.0)	(55.0, 3021.75)	(56.0, 305.75)	(57.0, 89.0)	(58.0, 44.25)	(59.0, 38.5)	(60.0, 20.75)	(61.0, 16.0)	(62.0, 7.5)	(63.0, 2.75)	(64.0, 0.75)	(65.0, 1.5)	(66.0, 14.25)	(67.0, 55.25)	(68.0, 15.5)	(69.0, 5.5)	(70.0, 1.0)	(71.0, 0.25)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_R_F_NS6_Pellet_week9_S2_L001_R2_001	(0.0, 0.0)	(1.0, 0.25)	(2.0, 0.25)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.25)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.25)	(39.0, 0.5)	(40.0, 0.75)	(41.0, 1.25)	(42.0, 5.0)	(43.0, 7.0)	(44.0, 11.0)	(45.0, 22.5)	(46.0, 103.5)	(47.0, 638.0)	(48.0, 3265.75)	(49.0, 9878.75)	(50.0, 8207.75)	(51.0, 3546.25)	(52.0, 1607.25)	(53.0, 2447.0)	(54.0, 2361.25)	(55.0, 1670.25)	(56.0, 2682.75)	(57.0, 1901.5)	(58.0, 554.0)	(59.0, 244.0)	(60.0, 148.5)	(61.0, 109.5)	(62.0, 86.0)	(63.0, 62.0)	(64.0, 48.0)	(65.0, 39.25)	(66.0, 24.75)	(67.0, 37.5)	(68.0, 43.5)	(69.0, 25.75)	(70.0, 11.5)	(71.0, 5.5)	(72.0, 1.75)	(73.0, 2.0)	(74.0, 1.0)	(75.0, 2.0)	(76.0, 1.75)	(77.0, 1.25)	(78.0, 0.25)	(79.0, 0.5)	(80.0, 0.5)	(81.0, 0.25)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.25)	(87.0, 0.25)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.5)	(100.0, 0.3333333333333333)
073R_R_M_S2_Pellet_week9_S61_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.25)	(36.0, 0.75)	(37.0, 0.5)	(38.0, 0.5)	(39.0, 0.75)	(40.0, 0.5)	(41.0, 1.25)	(42.0, 3.0)	(43.0, 5.0)	(44.0, 8.0)	(45.0, 32.0)	(46.0, 1413.5)	(47.0, 16263.5)	(48.0, 5629.75)	(49.0, 1862.0)	(50.0, 4822.0)	(51.0, 3651.5)	(52.0, 452.25)	(53.0, 2985.5)	(54.0, 14344.25)	(55.0, 5881.75)	(56.0, 563.25)	(57.0, 201.0)	(58.0, 96.75)	(59.0, 144.5)	(60.0, 84.75)	(61.0, 70.0)	(62.0, 20.25)	(63.0, 7.0)	(64.0, 3.0)	(65.0, 1.75)	(66.0, 5.75)	(67.0, 14.5)	(68.0, 4.75)	(69.0, 1.0)	(70.0, 0.5)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_Pellet_week9_S61_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.5)	(35.0, 0.75)	(36.0, 0.5)	(37.0, 1.25)	(38.0, 0.5)	(39.0, 1.25)	(40.0, 1.5)	(41.0, 2.75)	(42.0, 7.5)	(43.0, 10.5)	(44.0, 19.25)	(45.0, 37.75)	(46.0, 208.25)	(47.0, 1056.75)	(48.0, 5912.75)	(49.0, 13197.5)	(50.0, 3783.75)	(51.0, 1156.25)	(52.0, 2277.0)	(53.0, 5644.75)	(54.0, 5770.75)	(55.0, 3350.75)	(56.0, 7369.25)	(57.0, 5032.75)	(58.0, 1431.75)	(59.0, 627.75)	(60.0, 375.75)	(61.0, 272.5)	(62.0, 217.5)	(63.0, 156.5)	(64.0, 122.0)	(65.0, 89.5)	(66.0, 60.25)	(67.0, 59.5)	(68.0, 48.25)	(69.0, 24.0)	(70.0, 12.0)	(71.0, 6.25)	(72.0, 5.25)	(73.0, 3.25)	(74.0, 2.75)	(75.0, 1.5)	(76.0, 0.25)	(77.0, 1.5)	(78.0, 1.5)	(79.0, 0.5)	(80.0, 0.0)	(81.0, 0.75)	(82.0, 0.5)	(83.0, 0.5)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.25)	(87.0, 0.25)	(88.0, 0.5)	(89.0, 0.25)	(90.0, 0.25)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.25)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_diabetes_S7_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.25)	(29.0, 0.25)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.25)	(35.0, 0.25)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.5)	(40.0, 0.5)	(41.0, 1.25)	(42.0, 1.5)	(43.0, 3.0)	(44.0, 9.75)	(45.0, 27.75)	(46.0, 1399.25)	(47.0, 13501.5)	(48.0, 4045.25)	(49.0, 1266.5)	(50.0, 2796.5)	(51.0, 2043.75)	(52.0, 273.5)	(53.0, 3067.0)	(54.0, 8784.5)	(55.0, 3220.75)	(56.0, 451.25)	(57.0, 135.0)	(58.0, 61.0)	(59.0, 77.5)	(60.0, 39.25)	(61.0, 22.25)	(62.0, 9.25)	(63.0, 3.5)	(64.0, 1.75)	(65.0, 0.25)	(66.0, 4.5)	(67.0, 8.5)	(68.0, 2.0)	(69.0, 0.75)	(70.0, 0.5)	(71.0, 0.25)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.25)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_diabetes_S7_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.25)	(35.0, 0.25)	(36.0, 0.0)	(37.0, 0.25)	(38.0, 0.5)	(39.0, 0.75)	(40.0, 1.25)	(41.0, 1.0)	(42.0, 1.75)	(43.0, 5.5)	(44.0, 13.25)	(45.0, 31.0)	(46.0, 160.25)	(47.0, 880.75)	(48.0, 5064.5)	(49.0, 10576.0)	(50.0, 2593.25)	(51.0, 859.5)	(52.0, 2013.75)	(53.0, 4723.5)	(54.0, 4258.75)	(55.0, 2092.75)	(56.0, 3499.75)	(57.0, 2521.5)	(58.0, 767.5)	(59.0, 346.75)	(60.0, 186.0)	(61.0, 138.0)	(62.0, 107.5)	(63.0, 87.5)	(64.0, 66.75)	(65.0, 47.75)	(66.0, 35.25)	(67.0, 30.5)	(68.0, 22.5)	(69.0, 14.5)	(70.0, 7.75)	(71.0, 2.5)	(72.0, 2.5)	(73.0, 2.5)	(74.0, 1.25)	(75.0, 0.75)	(76.0, 0.5)	(77.0, 0.25)	(78.0, 0.5)	(79.0, 0.25)	(80.0, 0.0)	(81.0, 0.5)	(82.0, 0.25)	(83.0, 0.0)	(84.0, 0.25)	(85.0, 0.5)	(86.0, 0.75)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.5)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_week5_S33_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 1.0)	(37.0, 1.25)	(38.0, 0.25)	(39.0, 0.25)	(40.0, 0.5)	(41.0, 1.25)	(42.0, 1.0)	(43.0, 3.75)	(44.0, 7.75)	(45.0, 15.75)	(46.0, 764.0)	(47.0, 10240.25)	(48.0, 3424.75)	(49.0, 968.0)	(50.0, 2216.5)	(51.0, 1644.25)	(52.0, 271.75)	(53.0, 2897.0)	(54.0, 15827.75)	(55.0, 6313.5)	(56.0, 557.75)	(57.0, 194.5)	(58.0, 84.25)	(59.0, 118.25)	(60.0, 73.75)	(61.0, 72.75)	(62.0, 19.5)	(63.0, 8.75)	(64.0, 4.75)	(65.0, 2.0)	(66.0, 6.75)	(67.0, 19.0)	(68.0, 4.75)	(69.0, 1.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_week5_S33_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.25)	(38.0, 0.5)	(39.0, 0.75)	(40.0, 1.0)	(41.0, 2.5)	(42.0, 2.75)	(43.0, 6.5)	(44.0, 11.25)	(45.0, 21.75)	(46.0, 99.0)	(47.0, 581.75)	(48.0, 2990.0)	(49.0, 8363.5)	(50.0, 2554.75)	(51.0, 674.75)	(52.0, 1529.0)	(53.0, 3584.5)	(54.0, 4076.75)	(55.0, 3275.25)	(56.0, 8410.25)	(57.0, 6024.25)	(58.0, 1595.75)	(59.0, 604.0)	(60.0, 336.25)	(61.0, 255.25)	(62.0, 208.25)	(63.0, 155.0)	(64.0, 113.5)	(65.0, 84.5)	(66.0, 78.0)	(67.0, 57.75)	(68.0, 46.5)	(69.0, 29.5)	(70.0, 12.75)	(71.0, 9.25)	(72.0, 4.25)	(73.0, 2.0)	(74.0, 1.5)	(75.0, 0.75)	(76.0, 1.0)	(77.0, 1.0)	(78.0, 0.5)	(79.0, 0.25)	(80.0, 0.25)	(81.0, 0.75)	(82.0, 0.25)	(83.0, 0.5)	(84.0, 0.25)	(85.0, 0.25)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.25)	(90.0, 0.0)	(91.0, 0.5)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.25)	(96.0, 0.25)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.25)	(100.0, 0.0)
