"features"	"coefs"	"category"
"1"	"ko.K07487"	-7.23732114846396	"left"
"2"	"ko.K12551"	-6.61075740142218	"left"
"3"	"ko.K10851"	-6.61075740142218	"left"
"4"	"ko.K08693"	-6.61075740142218	"left"
"5"	"ko.K03693"	-6.61075740142218	"left"
"6"	"ko.K01263"	-6.61075740142218	"left"
"7"	"ko.K07457"	-6.25721354405437	"left"
"8"	"ko.K21463"	-6.01538026358861	"left"
"9"	"ko.K19084"	-6.01538026358861	"left"
"10"	"ko.K19083"	-6.01538026358861	"left"
"11"	"ko.K11688"	5.67015541442698	"right"
"12"	"ko.K06351"	5.67054329561556	"right"
"13"	"ko.K11616"	6.04379355114629	"right"
"14"	"ko.K06904"	6.90625292077146	"right"
"15"	"ko.K21681"	7.05767520392553	"right"
"16"	"ko.K09459"	7.1142868852711	"right"
"17"	"ko.K14680"	7.3348274152163	"right"
"18"	"ko.K22213"	7.84898514471338	"right"
"19"	"ko.K19429"	8.42511413669095	"right"
"20"	"ko.K08961"	11.5161539938484	"right"
