pathway	Plate1_1174R_0_M_S2_week9_S56_L001	Plate1_160R_0_F_S2_week10_S49_L001	Plate1_160R_L_F_S2_week10_S50_L001	Plate1_2446R_0_F_S2_week9_S55_L001	Plate1_3795R_R_F_S2_week10_S51_L001	Plate1_3896R_0_M_S2_week10_S52_L001	Plate1_3896R_L_M_S2_week10_S53_L001	Plate1_3909R_R_M_S2_week10_S54_L001	Plate2_073R_0_M_S2_week5_S52_L001	Plate2_073R_0_M_S2_week9_S55_L001	Plate2_1067R_R_M_S2_week5_S56_L001	Plate2_1067R_R_M_S2_week9_S59_L001	Plate2_1152R_0_M_S2_week9_S60_L001	Plate2_2404R_R_F_S2_week5_S35_L001	Plate2_2404R_R_F_S2_week9_S38_L001	Plate2_2446R_L_F_S2_week5_S39_L001	Plate2_2446R_L_F_S2_week9_S42_L001	Plate2_3795R_0_F_S2_week5_S43_L001	Plate2_3795R_0_F_S2_week9_S46_L001	Plate2_3909R_0_M_S2_week5_S61_L001	Plate2_3909R_0_M_S2_week9_S64_L001	Plate2_3918R_R_M_S2_week5_S65_L001	Plate2_3918R_R_M_S2_week9_S68_L001	Plate2_3969R_0_F_S2_week5_S47_L001	Plate2_3969R_0_F_S2_week9_S50_L001	Plate2_3980R_0_F_S2_week9_S51_L001	Plate3_073R_R_M_S2_Pellet_week9_S61_L001	Plate3_073R_R_M_S2_week5_S33_L001	Plate3_1067R_0_M_S2_week5_S34_L001	Plate3_1067R_0_M_S2_week9_S62_L001	Plate3_1067R_L_M_S2_week5_S35_L001	Plate3_1067R_L_M_S2_week9_S63_L001	Plate3_1152R_0_M_S2_week5_S36_L001	Plate3_1152R_L_M_S2_week5_S37_L001	Plate3_1152R_L_M_S2_week9_S64_L001	Plate3_1152R_R_M_S2_week5_S38_L001	Plate3_1152R_R_M_S2_week9_S65_L001	Plate3_1174R_0_M_S2_week5_S39_L001	Plate3_2404R_0_F_S2_week5_S40_L001	Plate3_2404R_0_F_S2_week9_S66_L001	Plate3_2404R_L_F_S2_week5_S41_L001	Plate3_2404R_L_F_S2_week9_S67_L001	Plate3_2446R_0_F_S2_week5_S42_L001	Plate3_2446R_RL_F_S2_Pellet_week9_S69_L001	Plate3_2446R_RL_F_S2_week5_S44_L001	Plate3_2446R_R_F_S2_Pellet_week9_S68_L001	Plate3_2446R_R_F_S2_week5_S43_L001	Plate3_2453R_0_F_S2_Pellet_week9_S70_L001	Plate3_2453R_0_F_S2_week5_S45_L001	Plate3_2453R_L_F_S2_Pellet_week9_S71_L001	Plate3_2453R_L_F_S2_week5_S46_L001	Plate3_2453R_R_F_S2_Pellet_week9_S72_L001	Plate3_2453R_R_F_S2_week5_S47_L001	Plate3_3795R_L_F_S2_week5_S48_L001	Plate3_3795R_L_F_S2_week9_S73_L001	Plate3_3880R_0_F_S2_week5_S49_L001	Plate3_3880R_0_F_S2_week9_S74_L001	Plate3_3880R_L_F_S2_week5_S50_L001	Plate3_3880R_L_F_S2_week9_S75_L001	Plate3_3880R_R_F_S2_week5_S51_L001	Plate3_3880R_R_F_S2_week9_S76_L001	Plate3_3909R_L_M_S2_week5_S52_L001	Plate3_3909R_L_M_S2_week9_S77_L001	Plate3_3918R_0_M_S2_week5_S53_L001	Plate3_3918R_0_M_S2_week9_S78_L001	Plate3_3918R_L_M_S2_week5_S54_L001	Plate3_3918R_L_M_S2_week9_S79_L001	Plate3_3918R_RL_M_S2_week5_S55_L001	Plate3_3918R_RL_M_S2_week9_S80_L001	Plate3_3918R_RR_M_S2_week5_S56_L001	Plate3_3918R_RR_M_S2_week9_S81_L001	Plate3_3969R_R_F_S2_Pellet_week9_S82_L001	Plate3_3969R_R_F_S2_week5_S57_L001	Plate3_3980R_0_F_S2_week5_S58_L001	Plate3_3980R_L_F_S2_Pellet_week9_S83_L001	Plate3_3980R_L_F_S2_week5_S59_L001	Plate3_3980R_R_F_S2_Pellet_week9_S84_L001	Plate3_3980R_R_F_S2_week5_S60_L001	Plate5_048R_S2_R_Female_week5_S61_L001	Plate5_048R_S2_R_Female_week9_S75_L001	Plate5_1050R_S2_L_Male_week5_S68_L001	Plate5_1050R_S2_L_Male_week9_S82_L001	Plate5_1050R_S2_RR_Male_week5_S70_L001	Plate5_1050R_S2_RR_Male_week9_S84_L001	Plate5_1050R_S2_R_Male_week5_S69_L001	Plate5_1050R_S2_R_Male_week9_S83_L001	Plate5_1127R_S2_0_Female_week5_S62_L001	Plate5_1127R_S2_0_Female_week9_S76_L001	Plate5_1127R_S2_R_Female_week5_S63_L001	Plate5_1127R_S2_R_Female_week9_S77_L001	Plate5_2514R_S2_L_Male_week5_S71_L001	Plate5_2514R_S2_L_Male_week9_S85_L001	Plate5_2514R_S2_R_Male_week5_S72_L001	Plate5_2514R_S2_R_Male_week9_S86_L001	Plate5_3995R_S2_0_Female_week5_S64_L001	Plate5_3995R_S2_0_Female_week9_S78_L001	Plate5_3995R_S2_L_Female_week5_S65_L001	Plate5_3995R_S2_L_Female_week9_S79_L001	Plate5_3995R_S2_RR_Female_week5_S67_L001	Plate5_3995R_S2_RR_Female_week9_S81_L001	Plate5_3995R_S2_R_Female_week5_S66_L001	Plate5_3995R_S2_R_Female_week9_S80_L001	Plate5_3997R_S2_L_Male_week5_S73_L001	Plate5_3997R_S2_L_Male_week9_S87_L001	Plate5_3997R_S2_R_Male_week5_S74_L001	Plate5_3997R_S2_R_Male_week9_S88_L001
1CMET2-PWY	0.006699325015422295	0.0008416316822763005	0.9999969481296194	0.1697130009236076	0.0	0.9822807372805387	0.5941149748735295	0.9913795376563468	0.9998088266767182	0.07739525100491002	0.8855189827662086	1.156882178240938e-07	0.007525332345055982	0.0021089563384660065	0.0	0.9840953327722073	0.5781833932241704	0.9901830367042145	0.6160144320977871	0.999611731162373	0.5328581827976914	4.3625223331082277e-07	0.003958550937326743	0.9738540630481382	1.2319999999983933e-12	0.9862502403808595	2.349514454348337e-08	0.993714753719848	0.8648252667078399	0.0	6.775383840940284e-05	0.9113693006932827	0.980440910360548	0.0013341801328248786	0.9798833628815709	0.843234594047505	0.6942999783012345	0.03475620777670449	0.7787779875102517	0.7292274778661424	0.011394350810557334	0.9999993995965663	0.010787898686182618	6.999999999999994e-16	0.7731615753916892	0.9953641545001909	0.05254724455948162	0.9998626365687966	0.6988656750379584	0.37017568067861734	0.009290253132070195	0.9853046089184158	0.00039908762304278323	0.9595442369002171	0.9996997244981355	0.9994799270058939	0.999999999985646	0.9975561203723277	0.9999998914709745	0.9966570925615069	0.8623382760683774	0.9950428842020027	0.9248655106970639	0.011731404405416772	0.009861410104403846	0.6618414797922317	0.010405695203515008	0.9123181105815609	0.9248388594259794	0.8923737564145136	1.399999999999998e-15	0.9889832886289944	0.9724778896169658	0.9971016702227883	0.9830087171709306	0.30765599793002163	0.9844415463071094	5.67572249576242e-10	0.9885760238606696	0.00011807328417582104	0.30171567902840574	0.7257883806085753	0.9609921288146528	2.6563775643998402e-06	0.8263431385779721	0.9702219244975646	0.9902165875960174	0.8648769615181809	0.02272451567031041	0.0001140529064383612	0.7188894396149187	0.5658681146560003	0.8731850130349273	0.0	0.8747445446580401	0.999630733896729	0.8318030548603601	1.6079396120529955e-07	0.9967950946595602	0.2003694304279547	0.9910078150437992	0.7813590256384464	0.361051479572257	0.0	0.9911920464933645	0.862948442417363
ANAGLYCOLYSIS-PWY	0.9871498110595807	0.9999999571653037	0.9999999999999771	0.9999960985661971	0.8561100456254263	0.9999999999142027	0.9999999581787627	0.9999999999996686	0.9999994382857146	0.9999999999854481	0.9993909365322277	0.9997559640667237	0.9999992986964241	0.8519570652011401	0.8297159833318908	0.9999086561266449	0.999990628767993	0.9999991626407891	0.9999999188730981	0.9999999943994692	0.9999998853895938	0.8392845952362243	0.9999811097422953	0.9998490728160053	0.8541752355411578	0.9999999995801893	0.8908052527725172	0.9999934282617873	0.9997122716331965	0.8387630854285189	0.8607033049377739	0.9999999998970045	0.9999783830565877	0.8739712618412807	0.9999999978118299	0.9990535718126423	0.9999993520404742	0.8394340044629304	0.9999927058681343	0.999999993313768	0.8637308119947134	1.0	0.8237773182287425	0.9684375577347502	0.9999997319441167	0.9999999976914287	0.8788046222217012	0.9999999999875775	0.9821397847744225	0.9998685517175528	0.8718829994380508	0.9999983019933488	0.8453887187034782	0.999803248776218	0.9999998632122146	0.9999999933541069	0.9999999999999988	0.9999969435591723	0.9999999999999881	0.999999930096837	0.9999955326127855	0.9999880414968711	0.9999999966582492	0.9122088160145536	0.9999922114369464	0.9920080411686985	0.9999999518862014	0.9998546506780338	0.9999999997565534	0.999976276323431	0.8573878623979886	0.9999999999598421	0.9999828191673884	0.999998455024925	0.9999999667494922	0.9980205147269402	0.9999999801577992	0.8417483956400599	0.9998624836672222	0.9999923136782283	0.9995299839636033	0.999999166896966	0.9999914414623728	0.9999109265631054	0.9999393010914537	0.9999998829001155	0.999999986690765	0.9999968384182049	0.9987616472731353	0.9999999997868712	0.9999216696165525	0.9999999997671787	0.999988619981981	0.9842539350665842	0.9999964482202465	0.9999999999999463	0.9995327845624501	0.8717511102091401	0.9999922459195669	0.9999999999702696	0.9999779020309925	0.9999999992483445	0.8363712637319544	0.8892491647599573	0.9998972456084638	0.9999999783534045
ARGSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0268559248783187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARGSYNBSUB-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03453840313559046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARO-PWY	0.0	0.0	0.01234774549163675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6661940938623313	0.003643171035116166	0.0	1.8634289502356725e-08	0.0	0.0	0.0	0.0	0.0	6.479402263986493e-09	0.0	0.0	0.0	0.0	0.0	0.0	1.0384046027567272e-05	0.0	0.0	0.0	1.8524799999705856e-11	0.0	0.8212875051600065	0.0	0.0	0.87563709300921	2.7999999999999934e-15	0.0	0.0	0.0	2.999330010643408e-07	0.0	0.0	0.0	0.0	0.983135729124433	0.9999977794514904	0.9999999999999957	0.9919504202970234	0.9663512062085842	2.326578137906833e-05	0.7890848653915494	0.0654592806091468	6.888814183236307e-08	0.0	0.0	0.0	2.3379999999995317e-13	0.0012269499647568434	0.0005228548697075581	0.9999303078746212	0.0	4.031999999986065e-12	1.8373699547201536e-06	0.0008974430483147145	0.6002575308244612	0.0	2.771999999999342e-13	0.0	2.0999999999999963e-15	0.0	0.0	0.7558846970365312	0.0	0.1744166468124071	0.0	0.962903123979748	0.18223621391118855	6.157715967054026e-06	0.0	0.9999999996086899	5.949695545399961e-05	0.00013941941223295424	0.0	5.259799999975461e-12	0.0005362076430824115	0.9914554949464314	0.993744855992907	6.999999999999948e-15	0.0	7.063646804356074e-05	0.010900442661238423	0.9999999962415798	0.0	0.0	0.0	4.407640998334803e-10
BIOTIN-BIOSYNTHESIS-PWY	0.0	0.013806219233952729	0.0	2.5804414427172095e-13	0.0	8.88519665636354e-08	1.9446797341820763e-06	3.75715829341011e-05	0.0	0.0	5.599966444444375e-15	0.0	0.0	0.0	0.0	0.0	0.0	1.570622317733595e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8666601621291204e-15	0.0	0.0	2.6549062733201025e-10	0.0	2.542598676984948e-06	0.0	2.5124380856113566e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4305202027189233e-13	0.0	2.7999995675944395e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019365354640368452	0.0	6.505739802826326e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5611350090667277e-07	0.0	0.0	0.0	0.0	7.96758288173624e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRANCHED-CHAIN-AA-SYN-PWY	0.9710426736259726	0.9999998698192384	0.9999999999998381	0.9999888383608367	0.7364580094670754	0.9999999996823142	0.9999998784515433	0.999999999998618	0.9999987074136087	0.9999999999623597	0.9985438711528073	0.9993895737331132	0.9999978765352605	0.6827997199812875	0.7092268252351683	0.9997809880632663	0.9999730989446386	0.999997517015761	0.9999997947605298	0.9999999730864296	0.9999996443191848	0.7196536676795093	0.9999562506005106	0.9996198854708928	0.7311120901089787	0.999999998495705	0.7886337565586924	0.9999849040077993	0.999155387047534	0.6847150127209575	0.710117453234818	0.9999999996777593	0.9999185518142543	0.7472536534158005	0.9999999930920134	0.9975348627478713	0.9999983875754052	0.6916330757712199	0.9999798458732855	0.9999999779252317	0.7224349586205911	1.0	0.7017966680044959	0.9271604382898138	0.9999990094744814	0.9999999928064618	0.7477379400460191	0.9999999999542031	0.9613027406795916	0.99950899028152	0.7522341450809936	0.9999946198647016	0.6975674502917163	0.9994614408689879	0.9999995901168354	0.9999999811908514	0.9999999999999958	0.9999914992858278	0.9999999999999428	0.9999998346945099	0.999986566903526	0.9999752969288981	0.9999999891389061	0.8414525500137519	0.9999838397413942	0.9819543467106338	0.9999998678784273	0.9996983692123922	0.9999999993041078	0.9999323907170823	0.729019126087886	0.9999999998784513	0.9999593976115881	0.9999953895640813	0.9999999156131892	0.9957979374611575	0.9999999252902433	0.6969006460462561	0.9996172058289667	0.9999813289350286	0.9988010142233017	0.9999977216934021	0.999970000664559	0.9998065574955668	0.9998506343819794	0.9999997184186076	0.9999999586225126	0.9999889278190259	0.9972130921396456	0.9999999995204683	0.9997854653434123	0.9999999986910314	0.9999597639581155	0.9571330391880671	0.9999869262025985	0.9999999999997916	0.998851672196002	0.7406966518383137	0.9999777752923706	0.9999999998937039	0.9999354094191244	0.9999999958258068	0.7060634385949859	0.7827337086579845	0.9996649243235713	0.9999999398166941
COA-PWY	0.018067675155627225	0.999934917034918	0.9999999999267466	0.8291901933445079	0.019507108764951174	0.9989701165614814	0.9964924142401121	0.9999999804478553	0.19009232589966296	0.9890726470191348	0.0004517068675139433	0.0825647954107102	0.6747210310032382	1.7493439354378484e-05	0.05644467983572063	0.7343047906385245	0.7940187746425094	0.9936323349273417	0.991111397653414	0.00014015730113022904	0.990261366505715	6.769230769230767e-16	0.9777085182237073	0.5604688432941914	0.00022539125451819962	0.9991916168498053	0.00047003926223052186	0.6126219161574051	0.01287822762840599	0.0019887035637607495	2.334096494942484e-07	0.9979506848678085	0.003669843083029698	1.4172458154033965e-08	0.9881938316964284	0.00828287928048853	0.9845402846533285	3.1634293135632155e-06	0.35118872985411975	0.9995333836958156	1.263165213545547e-07	0.9999999999955085	2.833218519556456e-05	0.00024031652818677624	0.011802640539301714	0.9987956071829346	3.129179977650065e-05	0.9996959824075279	0.19775545915768433	0.0699608429348205	7.811242225349506e-08	0.7805290787672302	2.599890073078633e-15	0.27441429051597377	0.9813895715639019	0.8795460818971892	0.9999999240685411	0.43200849933573465	0.9996968730212847	0.9605706981786977	0.22294552145467852	0.06933293677368702	0.9999241682917331	7.890910944328105e-07	0.9990937467414409	1.26103970860658e-06	0.998278950953604	3.83134244742948e-08	0.9999945824413268	5.740245383725049e-06	0.05669545079549488	0.9469854844356639	0.04862648653299315	0.5470512290178345	0.8245013130342924	0.0004546154499622184	0.6567542683838463	2.0680988727248888e-10	4.8144082024112124e-05	0.9483644616188186	0.004092159033158139	0.3659875515966203	0.514915708882269	0.10014417760490069	0.5381176772585561	0.8558929872844764	0.6284492181910682	0.647985311380412	0.03140738850312499	0.5150725386989017	0.06162973177575496	0.835296033945466	0.6859912644522218	0.14318204803615764	0.018997107088183463	0.9935522774500928	0.001870723869121553	1.0656531263373755e-05	0.07653314905846458	0.882464669000271	0.00022927741046078597	0.49385493486601884	5.4180508259925944e-14	4.15889980011964e-06	6.279182549572321e-05	0.934397259441204
COBALSYN-PWY	5.799999999999893e-15	0.0	0.0	2.0288571428570039e-13	0.0	0.0	0.0	0.0	0.0	0.0	5.142857142857143e-16	7.00559999983612e-11	0.0	0.0	3.645037949054429e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011246056323241212	0.0	6.379999999999564e-14	0.0	0.0	0.0	0.0	0.0	4.369800330210431e-10	0.0	5.3078799999060877e-11	5.999999999999999e-16	0.0	2.5714285714285713e-16	0.0	0.0	0.0	0.0	0.0	7.332225711258787e-09	0.0	0.0	1.1716664769492999e-13	0.0	0.0	0.0	0.0	5.999999999999998e-16	0.0	1.1327901072754138e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.831999999999511e-13	0.0	2.684201020139121e-10	1.2923625956179013e-12	0.09846154101005195	8.150999999977853e-12	0.005664774586801347	3.739999999999953e-14	0.0	0.0	2.25999999773969e-13	1.1977822249835447e-05	0.0	0.0	1.3982001298098518e-09	1.999999999999999e-15	1.0745124285463914e-07	0.0	0.0	0.0	0.0	2.0546265392604462e-08	0.0	9.118399999972128e-12	0.0	0.0	0.0	2.45544831447823e-09	1.1959999999999512e-13	0.0	1.873143269505556e-05	0.0	0.0	0.0	1.9399999999999878e-14	6.818142857127362e-12	4.959999999999918e-14	0.0	4.614417999290238e-10	3.1369999999967196e-12	1.016199999999656e-12	8.77954690763984e-09	0.0	0.0	1.214507992895155e-13	3.1300130324643235e-06
COMPLETE-ARO-PWY	0.0	0.0	0.014086860423686587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6952019066625993	0.004161458196709033	0.0	2.1296330803144544e-08	0.0	0.0	0.0	0.0	0.0	7.405031151987396e-09	0.0	0.0	0.0	0.0	0.0	0.0	1.1867463569750034e-05	0.0	0.0	0.0	2.117119999960781e-11	0.0	0.8400535125381046	0.0	0.0	0.8894641362146737	3.199999999999991e-15	0.0	0.0	0.0	3.4278055795764636e-07	0.0	0.0	0.0	0.0	0.9852125906242213	0.9999980570195148	0.9999999999999962	0.9929495235884179	0.9704329434589398	2.658937605856232e-05	0.8104519378368673	0.07411750943217182	7.872930417648417e-08	0.0	0.0	0.0	2.6719999999993756e-13	0.0014019827936165043	0.0005975037928418156	0.9999390188590555	0.0	4.6079999999814205e-12	2.0998508256512017e-06	0.0010255177203955176	0.6318286225328434	0.0	3.1679999999991223e-13	0.0	2.399999999999995e-15	0.0	0.0	0.7796760540551608	0.0	0.19448733509493113	0.0	0.9673890127634781	0.20298548639569094	7.037383486031935e-06	0.0	0.9999999996576037	6.799594258291857e-05	0.0001593332976727033	0.0	6.011199999967439e-12	0.0006127617967286424	0.9925155642282181	0.9945224661484129	7.999999999999933e-15	0.0	8.072657744402544e-05	0.01243827979060649	0.9999999967113822	0.0	0.0	0.0	5.037303997779738e-10
