Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
016R_0_F_NS6_week5_S1_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0006716345233578524)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0005037258925183894)	(39.0, 0.0006716345233578524)	(40.0, 0.007052162495257451)	(41.0, 0.024850477364240536)	(42.0, 0.09956981808780163)	(43.0, 0.15548339215734286)	(44.0, 0.25522111887598387)	(45.0, 1.520076834989694)	(46.0, 13.340340720192303)	(47.0, 14.243185428215252)	(48.0, 19.38807378577035)	(49.0, 3.829324234924509)	(50.0, 1.4952263576254443)	(51.0, 11.713138178728496)	(52.0, 18.532747220272583)	(53.0, 10.071831312274204)	(54.0, 3.9231851595637433)	(55.0, 0.7043767063715439)	(56.0, 0.26093001232452473)	(57.0, 0.11333832581663777)	(58.0, 0.08109986869546068)	(59.0, 0.057760569008775284)	(60.0, 0.01981321843905665)	(61.0, 0.02216393927080914)	(62.0, 0.10947642730733016)	(63.0, 0.015783411298909526)	(64.0, 0.006044710710220672)	(65.0, 0.0063805279718995985)	(66.0, 0.001679086308394631)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_0_F_NS6_week5_S1_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0006215059711186451)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0018645179133559354)	(36.0, 0.0018645179133559354)	(37.0, 0.002796776870033903)	(38.0, 0.009011836581220354)	(39.0, 0.009944095537898321)	(40.0, 0.011187107480135612)	(41.0, 0.020820450032474614)	(42.0, 0.03946562916603396)	(43.0, 0.049409724703932276)	(44.0, 0.1314485128915935)	(45.0, 3.392490343350882)	(46.0, 19.73840813675955)	(47.0, 14.65681994039339)	(48.0, 7.715530501960834)	(49.0, 5.788706614999509)	(50.0, 1.1772876857914993)	(51.0, 4.031398481660886)	(52.0, 4.155544299391881)	(53.0, 3.8014412723469206)	(54.0, 5.303310451555637)	(55.0, 2.2023064086589152)	(56.0, 11.701248294741614)	(57.0, 10.784526987342288)	(58.0, 1.5508127744338245)	(59.0, 0.6789952734471181)	(60.0, 0.6482307278767461)	(61.0, 0.5705424814869158)	(62.0, 0.3368562363463056)	(63.0, 0.2538851892019665)	(64.0, 0.2268496794583054)	(65.0, 0.17277865997098332)	(66.0, 0.14170336141505108)	(67.0, 0.14418938529952569)	(68.0, 0.11528935764250868)	(69.0, 0.07955276430318658)	(70.0, 0.0633936090541018)	(71.0, 0.06152909114074586)	(72.0, 0.12523345318040702)	(73.0, 0.05624629038623737)	(74.0, 0.02113120301803393)	(75.0, 0.007147318667864418)	(76.0, 0.0015537649277966126)	(77.0, 0.0018645179133559354)	(78.0, 0.005593553740067806)	(79.0, 0.0037290358267118707)	(80.0, 0.0)	(81.0, 0.0012430119422372902)	(82.0, 0.0021752708989152573)	(83.0, 0.0009322589566779677)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.00046612947833898384)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0006215059711186451)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_R_F_NS6_Pellet_week9_S2_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0005028983709444761)	(32.0, 0.0005028983709444761)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0006705311612593014)	(38.0, 0.0011734295322037773)	(39.0, 0.0010057967418889522)	(40.0, 0.007040577193222665)	(41.0, 0.014248787176760156)	(42.0, 0.07861977865765307)	(43.0, 0.1493608161705094)	(44.0, 0.2707269563584429)	(45.0, 1.2399797499587693)	(46.0, 10.594727613476977)	(47.0, 16.98153692446743)	(48.0, 31.084315940888768)	(49.0, 5.379000975622303)	(50.0, 1.925933127927099)	(51.0, 8.144103851866575)	(52.0, 14.15005146326091)	(53.0, 6.639096660419405)	(54.0, 2.0194722249227857)	(55.0, 0.7734576945125962)	(56.0, 0.165956462411677)	(57.0, 0.0645386242712077)	(58.0, 0.043081627110910105)	(59.0, 0.045596118965632475)	(60.0, 0.014081154386445327)	(61.0, 0.022462793902186598)	(62.0, 0.13310043550997164)	(63.0, 0.03218549574044649)	(64.0, 0.009052170677000568)	(65.0, 0.00871690509637092)	(66.0, 0.004693718128815109)	(67.0, 0.0010057967418889522)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_R_F_NS6_Pellet_week9_S2_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0017604549015465387)	(37.0, 0.004401137253866347)	(38.0, 0.006161592155412885)	(39.0, 0.007041819606186155)	(40.0, 0.006161592155412885)	(41.0, 0.0114429568600525)	(42.0, 0.03315523397912648)	(43.0, 0.05721478430026249)	(44.0, 0.12176479735696893)	(45.0, 2.1307372491718333)	(46.0, 16.89860659994446)	(47.0, 19.293705493502742)	(48.0, 15.744335002828535)	(49.0, 9.150844578238523)	(50.0, 1.4340372218848105)	(51.0, 3.9974062631115554)	(52.0, 4.103620375504878)	(53.0, 3.3987048920105267)	(54.0, 4.918857699496331)	(55.0, 1.6312081708580264)	(56.0, 6.578233148779711)	(57.0, 6.854624568322631)	(58.0, 1.0550993043268961)	(59.0, 0.5228551057593218)	(60.0, 0.3968358757236159)	(61.0, 0.3051455162680668)	(62.0, 0.22445799994718357)	(63.0, 0.1910093568177994)	(64.0, 0.15433321303557987)	(65.0, 0.1232318431082577)	(66.0, 0.1059207032430501)	(67.0, 0.10826797644511213)	(68.0, 0.0977052470358329)	(69.0, 0.06777751370954174)	(70.0, 0.05046637384433411)	(71.0, 0.04987955554381859)	(72.0, 0.10093274768866833)	(73.0, 0.03520909803093077)	(74.0, 0.012029775160568015)	(75.0, 0.004401137253866347)	(76.0, 0.002640682352319808)	(77.0, 0.002640682352319808)	(78.0, 0.002640682352319808)	(79.0, 0.0008802274507732693)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0010269320259021473)	(100.0, 0.0005868183005155128)
073R_R_M_S2_Pellet_week9_S61_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0003021044596659524)	(36.0, 0.0006042089193319048)	(37.0, 0.0006042089193319048)	(38.0, 0.0003021044596659524)	(39.0, 0.00040280594622126985)	(40.0, 0.0008056118924425397)	(41.0, 0.00473296986809992)	(42.0, 0.014299611090855079)	(43.0, 0.036151833673358974)	(44.0, 0.1506494238867549)	(45.0, 0.2586014174740554)	(46.0, 0.5495280121323598)	(47.0, 20.98800242489613)	(48.0, 23.2432122162944)	(49.0, 6.339057877170329)	(50.0, 6.106538144714303)	(51.0, 14.113615445191355)	(52.0, 18.739841737550915)	(53.0, 6.655361246440321)	(54.0, 1.7166582413084484)	(55.0, 0.5564764147046752)	(56.0, 0.17985285498779677)	(57.0, 0.0753247119433776)	(58.0, 0.10724708318141296)	(59.0, 0.0965727256065494)	(60.0, 0.020140297311063492)	(61.0, 0.010875760547974282)	(62.0, 0.02336274488083365)	(63.0, 0.004833671354655239)	(64.0, 0.002014029731106349)	(65.0, 0.0016112237848850794)	(66.0, 0.0018126267579957143)	(67.0, 0.0006042089193319048)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_Pellet_week9_S61_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0004163379331735411)	(28.0, 0.0012490137995206235)	(29.0, 0.0004163379331735411)	(30.0, 0.0004163379331735411)	(31.0, 0.0006245068997603118)	(32.0, 0.0022898586324544765)	(33.0, 0.0016653517326941645)	(34.0, 0.0006245068997603118)	(35.0, 0.0006245068997603118)	(36.0, 0.0012490137995206235)	(37.0, 0.0031225344988015592)	(38.0, 0.0058287310644295764)	(39.0, 0.009367603496404676)	(40.0, 0.01436365869448717)	(41.0, 0.0212332345918506)	(42.0, 0.03268252775412298)	(43.0, 0.039760272618073175)	(44.0, 0.08378800905117523)	(45.0, 2.593889408154242)	(46.0, 20.526084612369935)	(47.0, 12.060893586103937)	(48.0, 2.5863953253571443)	(49.0, 1.2606712616495175)	(50.0, 0.986304563688133)	(51.0, 3.87194277851422)	(52.0, 4.879584661277888)	(53.0, 8.908903178528544)	(54.0, 7.53113687317518)	(55.0, 2.1185355729535047)	(56.0, 12.757531032787359)	(57.0, 13.539413671288624)	(58.0, 2.011536724127902)	(59.0, 0.8549499457718709)	(60.0, 0.6690550586098793)	(61.0, 0.5656991666995475)	(62.0, 0.4039518796616283)	(63.0, 0.31350246367967666)	(64.0, 0.278946415226273)	(65.0, 0.21358135971802664)	(66.0, 0.19411756134216357)	(67.0, 0.16091461117157368)	(68.0, 0.11532560748907092)	(69.0, 0.08867997976596427)	(70.0, 0.07910420730297282)	(71.0, 0.07202646243902264)	(72.0, 0.05974449341040318)	(73.0, 0.024355769090652155)	(74.0, 0.01394732076131363)	(75.0, 0.014779996627660712)	(76.0, 0.007494082797123741)	(77.0, 0.0037470413985618706)	(78.0, 0.0018735206992809353)	(79.0, 0.0016653517326941645)	(80.0, 0.0012490137995206235)	(81.0, 0.0006245068997603118)	(82.0, 0.0006245068997603118)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0006245068997603118)	(86.0, 0.0012490137995206235)	(87.0, 0.001040844832933853)	(88.0, 0.0004163379331735411)	(89.0, 0.0006245068997603118)	(90.0, 0.0006245068997603118)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0006245068997603118)	(94.0, 0.0006245068997603118)	(95.0, 0.0)	(96.0, 0.0006245068997603118)	(97.0, 0.0006245068997603118)	(98.0, 0.0004163379331735411)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_diabetes_S7_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.00042822089917812154)	(29.0, 0.00042822089917812154)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.00042822089917812154)	(35.0, 0.00042822089917812154)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0008564417983562431)	(41.0, 0.0008564417983562431)	(42.0, 0.009563600081644714)	(43.0, 0.039110842124935104)	(44.0, 0.1665779297802893)	(45.0, 0.264069554493175)	(46.0, 0.6591747041348471)	(47.0, 24.592868980113185)	(48.0, 25.950043749910833)	(49.0, 5.089405386732355)	(50.0, 5.177618891963088)	(51.0, 9.646103974885278)	(52.0, 16.398291113126184)	(53.0, 9.184624585871406)	(54.0, 1.853768272542141)	(55.0, 0.5332777597764868)	(56.0, 0.17157384027070025)	(57.0, 0.07279755286028068)	(58.0, 0.06751616177041718)	(59.0, 0.057096119890416165)	(60.0, 0.0242658509534269)	(61.0, 0.010562782179726997)	(62.0, 0.02198200615781025)	(63.0, 0.003425767193424972)	(64.0, 0.0005709611989041621)	(65.0, 0.0017128835967124862)	(66.0, 0.0005709611989041621)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_diabetes_S7_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0006021493721839343)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0009032240582759015)	(34.0, 0.0024085974887357374)	(35.0, 0.0009032240582759015)	(36.0, 0.0)	(37.0, 0.001806448116551803)	(38.0, 0.0042150456052875394)	(39.0, 0.003913970919195572)	(40.0, 0.0042150456052875394)	(41.0, 0.009935464641034916)	(42.0, 0.021677377398621633)	(43.0, 0.04455905354161113)	(44.0, 0.11019333510966017)	(45.0, 4.088895311814856)	(46.0, 24.933801203405284)	(47.0, 11.338171603535216)	(48.0, 2.0668777200213833)	(49.0, 1.1466429419812614)	(50.0, 1.0183851257060772)	(51.0, 5.656290127610237)	(52.0, 7.2384376030241935)	(53.0, 9.307723920532883)	(54.0, 7.839533213806482)	(55.0, 2.1547915283602093)	(56.0, 8.949445044083799)	(57.0, 9.050756675953567)	(58.0, 1.4910723828704893)	(59.0, 0.7261921428538224)	(60.0, 0.5828805922740475)	(61.0, 0.4820205724332398)	(62.0, 0.338709021853463)	(63.0, 0.2643435743887473)	(64.0, 0.23423610577955042)	(65.0, 0.17853728885253647)	(66.0, 0.13578468342747718)	(67.0, 0.12855889096126993)	(68.0, 0.10658043887655638)	(69.0, 0.07526867152299178)	(70.0, 0.06834395374287654)	(71.0, 0.0587095637879336)	(72.0, 0.0484730244608067)	(73.0, 0.02830102049264491)	(74.0, 0.011440838071494751)	(75.0, 0.006924717780115244)	(76.0, 0.009032240582759013)	(77.0, 0.00632256840793131)	(78.0, 0.0024085974887357374)	(79.0, 0.001806448116551803)	(80.0, 0.002709672174827704)	(81.0, 0.002709672174827704)	(82.0, 0.0024085974887357374)	(83.0, 0.002709672174827704)	(84.0, 0.001806448116551803)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.001806448116551803)	(89.0, 0.0024085974887357374)	(90.0, 0.0006021493721839343)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0009032240582759015)	(98.0, 0.0009032240582759015)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_week5_S33_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0005029080658908334)	(35.0, 0.0005029080658908334)	(36.0, 0.0007543620988362501)	(37.0, 0.0015087241976725002)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0005029080658908334)	(41.0, 0.002137359280036042)	(42.0, 0.005909169774217294)	(43.0, 0.025396857327487084)	(44.0, 0.10749659908416567)	(45.0, 0.1674683859416474)	(46.0, 0.33531395293271554)	(47.0, 16.353187305591447)	(48.0, 18.148946281874352)	(49.0, 3.666325527360627)	(50.0, 4.353046491334857)	(51.0, 20.93593705602985)	(52.0, 25.11409726745619)	(53.0, 7.371249248778451)	(54.0, 2.17998073862022)	(55.0, 0.5701720197037272)	(56.0, 0.20870684734469536)	(57.0, 0.08524291716849638)	(58.0, 0.1393055342517606)	(59.0, 0.1369167209387791)	(60.0, 0.02891721378872292)	(61.0, 0.010561069383707499)	(62.0, 0.034323475497049366)	(63.0, 0.005280534691853751)	(64.0, 0.004777626625962919)	(65.0, 0.004023264527126667)	(66.0, 0.0015087241976725002)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
073R_R_M_S2_week5_S33_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0007616552291439135)	(30.0, 0.0007616552291439135)	(31.0, 0.0007616552291439135)	(32.0, 0.001523310458287827)	(33.0, 0.0007616552291439135)	(34.0, 0.0)	(35.0, 0.0010155403055252179)	(36.0, 0.001269425381906522)	(37.0, 0.003046620916575654)	(38.0, 0.006347126909532611)	(39.0, 0.010155403055252178)	(40.0, 0.01472533443011566)	(41.0, 0.012440368742683918)	(42.0, 0.01472533443011566)	(43.0, 0.02437296733260523)	(44.0, 0.059409107873225245)	(45.0, 1.3199485121064443)	(46.0, 15.358523810611322)	(47.0, 11.858464147614049)	(48.0, 1.5278803896627455)	(49.0, 0.7842510009418407)	(50.0, 0.6227800923633354)	(51.0, 3.4391272446610284)	(52.0, 4.085899476742645)	(53.0, 7.289294427983846)	(54.0, 6.781397332683377)	(55.0, 2.1893779561741393)	(56.0, 17.897882344580708)	(57.0, 19.205898258099356)	(58.0, 2.633803782379557)	(59.0, 0.9896440277343271)	(60.0, 0.7695256665117313)	(61.0, 0.6669560956536853)	(62.0, 0.4542004016461536)	(63.0, 0.36394425699260025)	(64.0, 0.35264637109363267)	(65.0, 0.26962595111694554)	(66.0, 0.20196557826132766)	(67.0, 0.15893205781469658)	(68.0, 0.14776111445391918)	(69.0, 0.12262649189217006)	(70.0, 0.09419136333746396)	(71.0, 0.07667329306715395)	(72.0, 0.07311890199781569)	(73.0, 0.043922118213965675)	(74.0, 0.028562071092896754)	(75.0, 0.017518070270310007)	(76.0, 0.010663173208014787)	(77.0, 0.003808276145719567)	(78.0, 0.001523310458287827)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0007616552291439135)	(82.0, 0.0007616552291439135)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0007616552291439135)	(89.0, 0.0007616552291439135)	(90.0, 0.0)	(91.0, 0.0005077701527626089)	(92.0, 0.0005077701527626089)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0007616552291439135)	(99.0, 0.0007616552291439135)	(100.0, 0.0)
