	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
0	PWY-6610	Yes	Yes	3	3	Nucleotide-Biosynthesis	adenine salvage	Schizosaccharomyces pombe,Saccharomyces cerevisiae,Cyberlindnera jadinii,Leishmania tropica species complex,Leishmania tarentolae,Leishmania mexicana species complex,Leishmania donovani species complex,Leishmania braziliensis,Crithidia fasciculata,Bacillus subtilis,Azotobacter vinelandii
1	PWY-6543	Yes	Yes	2	2	AROMATIC-COMPOUNDS-BIOSYN	4-aminobenzoate biosynthesis I // pABA biosynthesis I // plastidial PABA biosynthesis // PABA biosynthesis in plastids // <i>p</i>-aminobenzoate biosynthesis I	Escherichia coli,Glycine max,Oryza sativa,Solanum lycopersicum,Streptomyces griseus,Arabidopsis thaliana
2	PWY-8062	Yes	No	3	1	Noncarbon-Nutrients	sulfoacetaldehyde degradation IV	Bacteroidales bacterium Barb6XT,Bifidobacterium tissieri,Bilophila wadsworthia,Desulfitobacterium dehalogenans,Desulfotomaculum nigrificans,Oleidesulfovibrio alaskensis,Desulfovibrio desulfuricans,Desulfovibrio fairfieldensis,Desulfovibrio piger,Nitratidesulfovibrio termitidis,Nitratidesulfovibrio vulgaris,Paenibacillus borealis,Propionispora vibrioides,Sporomusa silvacetica
3	PWY-5436	Yes	Yes	2	1	Amino-Acid-Degradation	L-threonine degradation IV	Escherichia coli,Saccharomyces cerevisiae,Pseudomonas sp. NCIMB 10558,Clostridium pasteurianum,Vanrija humicola,Bacillus subtilis,Arthrobacter sp.,Aeromonas jandaei,Pseudomonas putida,Achromobacter xylosoxidans
4	ARG-PRO-PWY	Yes	No	3	1	Amino-Acid-Degradation	L-arginine degradation VI (arginase 2 pathway)	Saccharomyces cerevisiae,Synechocystis sp. PCC 6803
5	RIBOSYN2-PWY	Yes	Yes	9	3	Cofactor-Biosynthesis	flavin biosynthesis I (bacteria and plants) // riboflavin, FMN and FAD biosynthesis // vitamin B<sub>2</sub> biosynthesis	Bacillus subtilis,Escherichia coli,Arabidopsis thaliana
6	PWY-8324	Yes	No	3	1	Carbohydrates-Degradation	D-tagatose degradation	Bacillus licheniformis,Klebsiella oxytoca,Klebsiella pneumoniae,Salmonella enterica
7	PWY-5951	Yes	Yes	1	1	Other-biosynthesis	(<i>R,R</i>)-butanediol biosynthesis // (<i>R,R</i>)-butylene glycol fermentation // (<i>R,R</i>)-butanediol fermentation // (R,R)-2,3-butanediol biosynthesis	Saccharomyces cerevisiae,Pectobacterium carotovorum,Paenibacillus polymyxa,Gluconobacter oxydans
8	PWY-7227	Yes	Yes	2	2	Nucleotide-Biosynthesis	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I	Escherichia coli,Homo sapiens,Salmonella enterica,Arabidopsis thaliana
9	PWY-7174	Yes	Yes	4	1	NUCLEO-DEG // Amino-Acid-Biosynthesis	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II // MTA-isoprenoid shunt	Rhodospirillum rubrum
10	COA-PWY	Yes	Yes	4	4	Cofactor-Biosynthesis	coenzyme A biosynthesis I (bacteria) // CoA biosynthesis	Escherichia coli
11	FASYN-ELONG-PWY	Yes	Yes	5	3	Lipid-Biosynthesis	fatty acid elongation -- saturated	Bacillus subtilis,Brassica napus,Escherichia coli,Spinacia oleracea,Streptococcus pneumoniae,Vibrio cholerae,Arabidopsis thaliana
12	GLYCOGENSYNTH-PWY	Yes	Yes	4	4	Glycan-Pathways // Carbohydrates-Biosynthesis	glycogen biosynthesis I (from ADP-D-Glucose)	Escherichia coli
13	PWY-5344	Yes	Yes	2	1	Amino-Acid-Biosynthesis	L-homocysteine biosynthesis	Corynebacterium glutamicum,Agrobacterium fabrum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum
14	PWY-7165	Yes	Yes	6	1	Cofactor-Biosynthesis // Carboxylate-Biosynthesis	L-ascorbate biosynthesis VIII (engineered pathway)	Gluconobacter oxydans,Pantoea agglomerans,Pseudomonas fluorescens,Corynebacterium sp. SHS 0007
15	PWY-6637	Yes	No	4	1	Noncarbon-Nutrients	sulfolactate degradation II // 3-sulfolactate degradation II	Roseovarius nubinhibens
16	CYANCAT-PWY	Yes	Yes	1	1	Noncarbon-Nutrients	cyanate degradation // cyanate catabolism	Escherichia coli,Pseudomonas fluorescens,Arabidopsis thaliana
17	ANAPHENOXI-PWY	Yes	Yes	3	1	Amino-Acid-Degradation	L-phenylalanine degradation II (anaerobic) // anaerobic L-phenylalanine oxidation	Aromatoleum aromaticum,Aromatoleum evansii,Saccharomyces cerevisiae,Thauera aromatica
18	P3-PWY	Yes	No	11	2	AROMATIC-COMPOUNDS-DEGRADATION	gallate degradation III (anaerobic)	Eubacterium oxidoreducens
19	PWY-6121	Yes	Yes	5	5	Nucleotide-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis I	Bacillus subtilis,Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Salmonella enterica,Arabidopsis thaliana
20	PWY-922	Yes	Yes	7	5	SECONDARY-METABOLITE-BIOSYNTHESIS	mevalonate pathway I (eukaryotes and bacteria) // isoprenoid pathway // MVA pathway // isopentenyl diphosphate biosynthesis // dimethylallyl diphosphate biosynthesis	Catharanthus roseus,Homo sapiens,Nicotiana tabacum,Saccharolobus shibatae,Saccharolobus solfataricus,Saccharomyces cerevisiae,Arabidopsis thaliana
21	PWY-2301	Yes	Yes	2	1	Cyclitols-Biosynthesis	<i>myo</i>-inositol biosynthesis	Archaeoglobus fulgidus,Bacteroides thetaiotaomicron,Homo sapiens,Methanocaldococcus jannaschii,Mycobacterium tuberculosis,Mycolicibacterium smegmatis,Novosphingobium aromaticivorans,Pantoea agglomerans,Pseudomonas syringae,Saccharolobus solfataricus,Thermotoga maritima,Thermotoga neapolitana,Arabidopsis thaliana
22	PWY-6823	Yes	No	6	1	Cofactor-Biosynthesis	molybdopterin biosynthesis	Escherichia coli,Homo sapiens,Staphylococcus aureus,Thermus thermophilus,Arabidopsis thaliana
23	PWY-7290	Yes	No	8	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:86 <i>O</i> antigen biosynthesis // &alpha;-D-galactosyl-(1&rarr;3)-&alpha;-L-fucosyl-(1&rarr;2)-&beta;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol biosynthesis // &alpha;-D-Gal-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;3)-&alpha;-D-GalNAc-diphospho-ditrans,octacis-undecaprenol biosynthesis	Escherichia coli
24	PWY-5686	Yes	Yes	6	6	Nucleotide-Biosynthesis	UMP biosynthesis I // uridine-5'-phosphate biosynthesis I // <i>de novo</i> biosynthesis of uridine-5'-phosphate I // <i>de novo</i> biosynthesis of uridine-5'-monophosphate I	Escherichia coli,Homo sapiens,Arabidopsis thaliana
25	PWY-8139	Yes	No	5	1	Carbohydrates-Biosynthesis	CDP-6-deoxy-D-gulose biosynthesis	Yersinia enterocolitica (type O:8)
26	PWY0-1296	Yes	Yes	4	3	NUCLEO-DEG	purine ribonucleosides degradation	Escherichia coli,Homo sapiens,Mycoplasmoides pneumoniae
27	PWY0-1312	Yes	Yes	2	1	Energy-Metabolism	acetate and ATP formation from acetyl-CoA I // acetic acid formation from acetyl-CoA I // phosphotransacetylase (Pta)-acetate kinase (AckA) // Pta-AckA	Anaerotignum propionicum,Chlamydomonas reinhardtii,Clostridium acetobutylicum,Clostridium kluyveri,Escherichia coli,Methanosarcina thermophila,Mycoplasmoides pneumoniae,Syntrophotalea acetylenica,Thermotoga maritima
