	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
0	PWY-6610	Yes	Yes	3	3	Nucleotide-Biosynthesis	adenine salvage	Schizosaccharomyces pombe,Saccharomyces cerevisiae,Cyberlindnera jadinii,Leishmania tropica species complex,Leishmania tarentolae,Leishmania mexicana species complex,Leishmania donovani species complex,Leishmania braziliensis,Crithidia fasciculata,Bacillus subtilis,Azotobacter vinelandii
1	PWY-6543	Yes	Yes	2	2	AROMATIC-COMPOUNDS-BIOSYN	4-aminobenzoate biosynthesis I // pABA biosynthesis I // plastidial PABA biosynthesis // PABA biosynthesis in plastids // <i>p</i>-aminobenzoate biosynthesis I	Escherichia coli,Glycine max,Oryza sativa,Solanum lycopersicum,Streptomyces griseus,Arabidopsis thaliana
2	PWY-2661	Yes	No	3	1	Carbohydrates-Biosynthesis // Metabolic-Regulators	trehalose biosynthesis V	Mycobacterium tuberculosis,Arthrobacter sp. Q36,Azorhizobium caulinodans,Bradyrhizobium elkanii,Bradyrhizobium japonicum,Brevibacterium helvolum,Rhizobiaceae,Rhizobium leguminosarum,Rhizobium tropici,Sinorhizobium fredii,Sulfolobus acidocaldarius,Sinorhizobium meliloti Rm2011
3	PWY-6708	Yes	Yes	8	5	Cofactor-Biosynthesis	ubiquinol-8 biosynthesis (early decarboxylation) // ubiquinone-8 biosynthesis (prokaryotic) // ubiquinol-8 biosynthesis (prokaryotic)	Acinetobacter calcoaceticus,Acinetobacter lwoffii,Aeromonas caviae,Aeromonas hydrophila,Allochromatium vinosum,Azotobacter chroococcum,Azotobacter vinelandii,Bordetella pertussis,Citrobacter freundii,Cupriavidus necator,Escherichia coli,Halorhodospira halophila,Klebsiella aerogenes,Neisseria meningitidis,Proteus mirabilis,Proteus vulgaris,Rubrivivax gelatinosus,Salinivibrio costicola,Serratia marcescens,Stenotrophomonas maltophilia,Xanthomonas citri,Xanthomonas oryzae
4	PWY-8062	Yes	No	3	1	Noncarbon-Nutrients	sulfoacetaldehyde degradation IV	Bacteroidales bacterium Barb6XT,Bifidobacterium tissieri,Bilophila wadsworthia,Desulfitobacterium dehalogenans,Desulfotomaculum nigrificans,Oleidesulfovibrio alaskensis,Desulfovibrio desulfuricans,Desulfovibrio fairfieldensis,Desulfovibrio piger,Nitratidesulfovibrio termitidis,Nitratidesulfovibrio vulgaris,Paenibacillus borealis,Propionispora vibrioides,Sporomusa silvacetica
5	THREONINE-DEG2-PWY	Yes	Yes	2	2	Amino-Acid-Degradation	L-threonine degradation II // threonine dehydrogenase pathway // TDG pathway	Acetoanaerobium sticklandii,Aves,Escherichia coli,Mammalia,Pseudomonas sp. cruciviae,Pyrococcus furiosus,Pyrococcus horikoshii,Xanthomonas campestris,Arthrobacter sp.,Corynebacterium sp.
6	PWY-5436	Yes	Yes	2	2	Amino-Acid-Degradation	L-threonine degradation IV	Escherichia coli,Saccharomyces cerevisiae,Pseudomonas sp. NCIMB 10558,Clostridium pasteurianum,Vanrija humicola,Bacillus subtilis,Arthrobacter sp.,Aeromonas jandaei,Pseudomonas putida,Achromobacter xylosoxidans
7	ARG-PRO-PWY	Yes	No	3	1	Amino-Acid-Degradation	L-arginine degradation VI (arginase 2 pathway)	Saccharomyces cerevisiae,Synechocystis sp. PCC 6803
8	RIBOSYN2-PWY	Yes	Yes	9	9	Cofactor-Biosynthesis	flavin biosynthesis I (bacteria and plants) // riboflavin, FMN and FAD biosynthesis // vitamin B<sub>2</sub> biosynthesis	Bacillus subtilis,Escherichia coli,Arabidopsis thaliana
9	PWY-8324	Yes	No	3	1	Carbohydrates-Degradation	D-tagatose degradation	Bacillus licheniformis,Klebsiella oxytoca,Klebsiella pneumoniae,Salmonella enterica
10	PWY-7227	Yes	Yes	2	2	Nucleotide-Biosynthesis	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I	Escherichia coli,Homo sapiens,Salmonella enterica,Arabidopsis thaliana
11	PWY-6944	Yes	No	20	2	Fatty-Acid-and-Lipid-Degradation	androstenedione degradation I (aerobic)	Comamonas testosteroni,Mycobacterium tuberculosis,Prescottella equi,Rhodococcus jostii,Rhodococcus rhodochrous,Rhodococcus sp. SQ1
12	PWY-6890	Yes	Yes	2	2	Cofactor-Biosynthesis	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I // HMP-PP biosynthesis	Bacillus subtilis,Escherichia coli,Pyrobaculum calidifontis,Salmonella enterica,Arabidopsis thaliana
13	PWY-7174	Yes	No	4	1	NUCLEO-DEG // Amino-Acid-Biosynthesis	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II // MTA-isoprenoid shunt	Rhodospirillum rubrum
14	COA-PWY	Yes	Yes	4	4	Cofactor-Biosynthesis	coenzyme A biosynthesis I (bacteria) // CoA biosynthesis	Escherichia coli
15	FASYN-ELONG-PWY	Yes	Yes	5	5	Lipid-Biosynthesis	fatty acid elongation -- saturated	Bacillus subtilis,Brassica napus,Escherichia coli,Spinacia oleracea,Streptococcus pneumoniae,Vibrio cholerae,Arabidopsis thaliana
16	MANNIDEG-PWY	Yes	Yes	1	1	Alcohol-Degradation // Carbohydrates-Degradation	mannitol degradation I	Escherichia coli
17	PWY0-1321	Yes	Yes	2	2	Noncarbon-Nutrients // Energy-Metabolism	nitrate reduction III (dissimilatory) // formate to nitrate electron transfer	Escherichia coli
18	PWY0-1221	Yes	Yes	4	3	AMINE-DEG	putrescine degradation II	Escherichia coli
19	GLYCOGENSYNTH-PWY	Yes	Yes	4	4	Glycan-Pathways // Carbohydrates-Biosynthesis	glycogen biosynthesis I (from ADP-D-Glucose)	Escherichia coli
20	PWY-7165	Yes	No	6	2	Cofactor-Biosynthesis // Carboxylate-Biosynthesis	L-ascorbate biosynthesis VIII (engineered pathway)	Gluconobacter oxydans,Pantoea agglomerans,Pseudomonas fluorescens,Corynebacterium sp. SHS 0007
21	PWY-6637	Yes	No	4	1	Noncarbon-Nutrients	sulfolactate degradation II // 3-sulfolactate degradation II	Roseovarius nubinhibens
22	CYANCAT-PWY	Yes	Yes	1	1	Noncarbon-Nutrients	cyanate degradation // cyanate catabolism	Escherichia coli,Pseudomonas fluorescens,Arabidopsis thaliana
23	PWY-5705	Yes	Yes	1	1	AMINE-DEG // Super-Pathways	allantoin degradation to glyoxylate III	Metabacillus fastidiosus,Escherichia coli,Glycine max,Phaseolus vulgaris
24	PWY0-42	Yes	Yes	5	5	CARBOXYLATES-DEG	2-methylcitrate cycle I	Escherichia coli,Salmonella enterica,Yarrowia lipolytica
25	ANAPHENOXI-PWY	Yes	Yes	3	2	Amino-Acid-Degradation	L-phenylalanine degradation II (anaerobic) // anaerobic L-phenylalanine oxidation	Aromatoleum aromaticum,Aromatoleum evansii,Saccharomyces cerevisiae,Thauera aromatica
26	P662-PWY	Yes	No	3	1	AROMATIC-COMPOUNDS-DEGRADATION	dibenzofuran degradation	Rhizorhabdus wittichii
27	P3-PWY	Yes	No	11	5	AROMATIC-COMPOUNDS-DEGRADATION	gallate degradation III (anaerobic)	Eubacterium oxidoreducens
28	PWY-6121	Yes	Yes	5	5	Nucleotide-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis I	Bacillus subtilis,Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Salmonella enterica,Arabidopsis thaliana
29	PWY-5137	Yes	Yes	1	1	Fatty-Acid-and-Lipid-Degradation	fatty acid &beta;-oxidation III (unsaturated, odd number)	Cucumis sativus,Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Arabidopsis thaliana
