	Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
0	0	PWY-6610	Yes	Yes	3	3	Nucleotide-Biosynthesis	adenine salvage	Schizosaccharomyces pombe,Saccharomyces cerevisiae,Cyberlindnera jadinii,Leishmania tropica species complex,Leishmania tarentolae,Leishmania mexicana species complex,Leishmania donovani species complex,Leishmania braziliensis,Crithidia fasciculata,Bacillus subtilis,Azotobacter vinelandii	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
1	1	PWY-6543	Yes	Yes	2	1	AROMATIC-COMPOUNDS-BIOSYN	4-aminobenzoate biosynthesis I // pABA biosynthesis I // plastidial PABA biosynthesis // PABA biosynthesis in plastids // <i>p</i>-aminobenzoate biosynthesis I	Escherichia coli,Glycine max,Oryza sativa,Solanum lycopersicum,Streptomyces griseus,Arabidopsis thaliana	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
2	2	PWY-2661	Yes	No	3	1	Carbohydrates-Biosynthesis // Metabolic-Regulators	trehalose biosynthesis V	Mycobacterium tuberculosis,Arthrobacter sp. Q36,Azorhizobium caulinodans,Bradyrhizobium elkanii,Bradyrhizobium japonicum,Brevibacterium helvolum,Rhizobiaceae,Rhizobium leguminosarum,Rhizobium tropici,Sinorhizobium fredii,Sulfolobus acidocaldarius,Sinorhizobium meliloti Rm2011	Bacteria	Biosynthesis	Biosynthesis			Carbohydrate biosynthesis	Metabolic regulator biosynthesis		
3	3	PWY-6708	Yes	Yes	8	1	Cofactor-Biosynthesis	ubiquinol-8 biosynthesis (early decarboxylation) // ubiquinone-8 biosynthesis (prokaryotic) // ubiquinol-8 biosynthesis (prokaryotic)	Acinetobacter calcoaceticus,Acinetobacter lwoffii,Aeromonas caviae,Aeromonas hydrophila,Allochromatium vinosum,Azotobacter chroococcum,Azotobacter vinelandii,Bordetella pertussis,Citrobacter freundii,Cupriavidus necator,Escherichia coli,Halorhodospira halophila,Klebsiella aerogenes,Neisseria meningitidis,Proteus mirabilis,Proteus vulgaris,Rubrivivax gelatinosus,Salinivibrio costicola,Serratia marcescens,Stenotrophomonas maltophilia,Xanthomonas citri,Xanthomonas oryzae	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
4	4	PWY-8062	Yes	No	3	1	Noncarbon-Nutrients	sulfoacetaldehyde degradation IV	Bacteroidales bacterium Barb6XT,Bifidobacterium tissieri,Bilophila wadsworthia,Desulfitobacterium dehalogenans,Desulfotomaculum nigrificans,Oleidesulfovibrio alaskensis,Desulfovibrio desulfuricans,Desulfovibrio fairfieldensis,Desulfovibrio piger,Nitratidesulfovibrio termitidis,Nitratidesulfovibrio vulgaris,Paenibacillus borealis,Propionispora vibrioides,Sporomusa silvacetica	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
5	5	THREONINE-DEG2-PWY	Yes	Yes	2	1	Amino-Acid-Degradation	L-threonine degradation II // threonine dehydrogenase pathway // TDG pathway	Acetoanaerobium sticklandii,Aves,Escherichia coli,Mammalia,Pseudomonas sp. cruciviae,Pyrococcus furiosus,Pyrococcus horikoshii,Xanthomonas campestris,Arthrobacter sp.,Corynebacterium sp.	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
6	6	PWY-5436	Yes	Yes	2	2	Amino-Acid-Degradation	L-threonine degradation IV	Escherichia coli,Saccharomyces cerevisiae,Pseudomonas sp. NCIMB 10558,Clostridium pasteurianum,Vanrija humicola,Bacillus subtilis,Arthrobacter sp.,Aeromonas jandaei,Pseudomonas putida,Achromobacter xylosoxidans	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
7	7	ARG-PRO-PWY	Yes	No	3	1	Amino-Acid-Degradation	L-arginine degradation VI (arginase 2 pathway)	Saccharomyces cerevisiae,Synechocystis sp. PCC 6803	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
8	8	RIBOSYN2-PWY	Yes	Yes	9	8	Cofactor-Biosynthesis	flavin biosynthesis I (bacteria and plants) // riboflavin, FMN and FAD biosynthesis // vitamin B<sub>2</sub> biosynthesis	Bacillus subtilis,Escherichia coli,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
9	9	PWY-5951	Yes	Yes	1	1	Other-biosynthesis	(<i>R,R</i>)-butanediol biosynthesis // (<i>R,R</i>)-butylene glycol fermentation // (<i>R,R</i>)-butanediol fermentation // (R,R)-2,3-butanediol biosynthesis	Saccharomyces cerevisiae,Pectobacterium carotovorum,Paenibacillus polymyxa,Gluconobacter oxydans	Bacteria	Biosynthesis				Other biosynthesis			
