sample	weighted_NSTI
plate1_1136R_R_F_S5_week10_S57_L	0.000870535713177488
plate1_1136R_RL_F_S5_week10_S58_	0.0009522958700042169
plate1_2518R_L_M_S5_week10_S61_L	0.0010344024953307036
plate1_2518R_R_M_S5_week10_S62_L	0.0010531353560852717
plate1_3752R_0_F_S5_week10_S59_L	0.0010383865677272347
plate1_3752R_L_F_S5_week10_S60_L	0.0011941203752276407
plate1_3893R_R_M_S5_week10_S63_L	0.0009993326667968332
plate1_3893R_RL_M_S5_week10_S64_	0.0010623654706441931
plate1_T1D_S5_defined_mouse_inoc	0.0016028906853623051
plate2_096R_0_M_S5_week9_S74_L00	0.0011370583434705851
plate2_1060R_L_M_S5_week9_S75_L0	0.0007130507879979657
plate2_1076R_0_M_S5_week9_S76_L0	0.0008269527227062045
plate2_1136R_0_F_S5_week9_S69_L0	0.0013508184923060182
plate2_2402R_0_F_S5_week9_S70_L0	0.0007216739304073762
plate2_2433R_0_F_S5_week9_S71_L0	0.0010422173646108049
plate2_2475R_0_M_S5_week9_S77_L0	0.0010468602636608112
plate2_2518R_0_M_S5_week9_S78_L0	0.0010940698502461608
plate2_3924R_L_F_S5_week9_S72_L0	0.0010513074290033474
plate2_3929R_0_F_S5_week9_S73_L0	0.0011125866064514585
plate3_096R_0_M_S5_week5_S4_L001	0.0009617416596757071
plate3_2402R_R_F_S5_Pellet_week9	0.0010491407495090259
plate3_2475R_RL_M_S5_Pellet_week	0.0008674757124824459
plate3_S5_defined_inocula_S87_L0	0.0014804623695465827
plate4_1060R_L_M_S5_week5_S12_L0	0.0005593994072168988
plate4_1076R_0_M_S5_week5_S13_L0	0.0010466076481013842
plate4_1136R_0_F_S5_week5_S14_L0	0.000913803324183832
plate4_2402R_0_F_S5_week5_S15_L0	0.0005705028046305362
plate4_2402R_R_F_S5_week5_S16_L0	0.000578988365803822
plate4_2475R_RL_M_S5_week5_S19_L	0.0009364154518784586
plate4_2518R_0_M_S5_week5_S20_L0	0.0008074716540821507
plate4_3924R_L_F_S5_week5_S21_L0	0.0008518987725090299
plate4_3929R_0_F_S5_week5_S22_L0	0.0007870613339190822
plate4_S5_defined_inocula_S87_L0	0.0014440097363217666
