sample	weighted_NSTI
1002R_0_M_NS6_week10	0.000551692623799073
1002R_L_M_NS6_week10	0.0005438546291222198
1075R_0_M_NS6_week9	0.0004974850705113054
184R_0_F_NS6_week10	0.000495194229986344
184R_L_F_NS6_week10	0.0005026660504112259
2403R_L_F_NS6_week10	0.0005269543509394075
2506R_0_F_NS6_week10	0.0005113100896608332
3894R_0_M_NS6_week10	0.0006328572199708883
NS6_inocula	0.0005801856747335697
016R_0_F_NS6_week9	0.0005560754406504241
1075R_L_M_NS6_week9	0.0005953184936154217
1184R_0_M_NS6_week9	0.0006084011132727671
1186R_0_M_NS6_week9	0.0006570736979869146
1186R_RR_M_NS6_week9	0.0006737442100492088
184R_0_M_NS6_week9	0.0005776030835099041
2403R_0_F_NS6_week9	0.00044477836442610263
2476R_R_F_NS6_week9	0.0005943712265533216
2562R_0_F_NS6_week9	0.0004905270340096003
2562R_RL_F_NS6_week9	0.0005038412860497686
016R_0_F_NS6_week5	0.00044863906368174827
016R_R_F_NS6_Pellet_week9	0.0004769302101991828
1075R_RL_M_NS6_Pellet_week9	0.0005810244318952934
NS6_defined_inocula	0.0007186304852214263
016R_R_F_NS6_week5	0.00048131831541232213
1075R_0_M_NS6_week5	0.0005605059268096845
1075R_RL_M_NS6_week5	0.0005433447093017371
1184R_0_M_NS6_week5	0.0005110297213615535
1186R_0_M_NS6_week5	0.000408122656352571
1186R_RR_M_NS6_week5	0.0004186774074622375
184R_0_M_NS6_week5	0.00046730845857585474
2403R_0_F_NS6_week5	0.0005209439105992844
2476R_R_F_NS6_week5	0.0005572987194209197
2562R_0_F_NS6_week5	0.0005245196706014782
2562R_RL_F_NS6_week5	0.0005624053888698821
NS6_defined_inocula.1	0.000697877456247616
