	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	GLUCARDEG-PWY	Week_and_consortia	NS1_w9w10	-1.92141050880118	0.0649431467145243	72	72	2.6731024066338997e-41	8.206424388366081e-39	GLUCARDEG-PWY	<i>D</i>-glucarate degradation I // <i>D</i>-glucarate catabolism	Degradation/utilization/assimilation						
1	PWY-5420	Week_and_consortia	NS1_w9w10	5.29905005047664	0.181134768613147	72	70	1.24711228692278e-40	1.91431736042646e-38	PWY-5420	catechol degradation II (<I>meta</I>-cleavage pathway) // 4-oxalocrotonate pathway	Degradation/utilization/assimilation	Superpathways					
2	PWY-5419	Week_and_consortia	NS1_w9w10	5.58187798123202	0.192779939178394	72	70	2.4081213812795298e-40	2.46431088017605e-38	PWY-5419	catechol degradation to 2-hydroxypentadienoate II // catechol degradation, <I>meta</I>-cleavage	Degradation/utilization/assimilation						
3	PWY-5304	Week_and_consortia	NS1_w9w10	-2.07125627154079	0.0780016056420336	72	72	2.80797052816918e-38	2.1551173803698398e-36	PWY-5304	superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)	Degradation/utilization/assimilation	Superpathways					
4	PWY-6344	Week_and_consortia	NS1_w9w10	1.96213773261584	0.0781623724475999	72	52	9.91223744923777e-37	6.08611379383199e-35	PWY-6344	L-arginine degradation XIV (oxidative Stickland reaction) // L-arginine fermentation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
5	PWY-5177	Week_and_consortia	NS1_w9w10	1.83805372086591	0.0766940140050419	72	52	1.82272658800402e-35	9.32628437528724e-34	PWY-5177	glutaryl-CoA degradation	Degradation/utilization/assimilation						
6	PWY-6588	Week_and_consortia	NS1_w9w10	3.07337387951879	0.128543782701141	72	72	4.0745287584778105e-35	1.78697189836098e-33	PWY-6588	pyruvate fermentation to acetone // acetone fermentation // pyruvic acid fermentation to acetone	Generation of precursor metabolites and energy						
7	P281-PWY	Week_and_consortia	NS1_w9w10	-2.66387465981051	0.115141585233161	72	20	3.06167898539201e-34	1.17491931064418e-32	P281-PWY	3-phenylpropanoate degradation // 3-phenylpropionate degradation // 3-phenylpropionic acid degradation	Degradation/utilization/assimilation	Superpathways					
8	P163-PWY	Week_and_consortia	NS1_w9w10	1.64916130281101	0.0753496822871701	72	52	5.0018040783466e-33	1.70617094672489e-31	P163-PWY	L-lysine fermentation to acetate and butanoate // 3-keto-5-aminohexanoate pathway // L-lysine fermentation to acetate and butyrate // L-lysine fermentation to acetic acid and butanoic acid	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
9	P221-PWY	Week_and_consortia	NS1_w9w10	-4.21138563932137	0.196005858098534	72	70	2.7648133175719997e-32	8.48797688494603e-31	P221-PWY	octane oxidation	Degradation/utilization/assimilation						
