"features"	"coefs"	"category"
"1"	"EC.1.1.1.339"	-8.08040507074945	"left"
"2"	"EC.2.4.1.332"	-7.70279170424253	"left"
"3"	"EC.3.2.1.136"	-7.45370712982805	"left"
"4"	"EC.4.2.2.1"	-7.43855874102127	"left"
"5"	"EC.1.8.99.2"	-7.42527006857835	"left"
"6"	"EC.2.4.1.230"	-7.42321251019706	"left"
"7"	"EC.4.3.1.29"	-7.42321251019702	"left"
"8"	"EC.3.2.2.24"	-7.42321251019702	"left"
"9"	"EC.3.2.1.82"	-7.42321251019702	"left"
"10"	"EC.1.1.1.396"	-7.42321251019702	"left"
"11"	"EC.1.1.1.202"	5.28050805501568	"right"
"12"	"EC.1.14.15.20"	5.28050805501568	"right"
"13"	"EC.1.3.1.44"	5.28050805501568	"right"
"14"	"EC.2.3.2.10"	5.28050805501568	"right"
"15"	"EC.2.3.2.16"	5.28050805501568	"right"
"16"	"EC.2.7.1.74"	5.28050805501568	"right"
"17"	"EC.2.7.1.76"	5.28050805501568	"right"
"18"	"EC.2.4.1.52"	6.05845061375696	"right"
"19"	"EC.2.3.1.209"	7.18585632685391	"right"
"20"	"EC.4.1.1.7"	8.32694739895542	"right"
