sample	weighted_NSTI
plate1_1030R_0_M_NS1_week10_S77_	0.0007205625930853419
plate1_1030R_R_M_NS1_week10_S78_	0.000748514519365166
plate1_2472R_0_F_NS1_week10_S73_	0.0007228496464549127
plate1_2472R_R_F_NS1_week10_S74_	0.0007412753565905786
plate1_3874R_0_F_NS1_week10_S75_	0.0006767094553555787
plate1_3874R_L_F_NS1_week10_S76_	0.0007083386098885307
plate1_3974R_0_M_NS1_week10_S79_	0.0007265290860341737
plate1_3974R_L_M_NS1_week10_S80_	0.0007296775539002662
plate1_T1D_NS1_defined_mouse_ino	0.0006750700047075388
plate2_036R_R_M_NS1_week5_S18_L0	0.0009190412713376839
plate2_036R_R_M_NS1_week6_S19_L0	0.0010045789674998167
plate2_036R_R_M_NS1_week7_S20_L0	0.0006783510723559772
plate2_036R_R_M_NS1_week9_S21_L0	0.0008152907633558511
plate2_1030R_L_M_NS1_week5_S22_L	0.0012575900837021603
plate2_1030R_L_M_NS1_week6_S23_L	0.0010898806992190805
plate2_1030R_L_M_NS1_week7_S24_L	0.0005855354241059104
plate2_1030R_L_M_NS1_week9_S25_L	0.000727868983787462
plate2_1121R_0_M_NS1_week5_S26_L	0.0007735186176349912
plate2_1121R_0_M_NS1_week6_S27_L	0.0007441814330278511
plate2_1121R_0_M_NS1_week7_S28_L	0.0006405013915831956
plate2_1121R_0_M_NS1_week9_S29_L	0.0008128978201431057
plate2_1151R_R_M_NS1_week5_S30_L	0.0012761537414678799
plate2_1151R_R_M_NS1_week6_S31_L	0.00097923710270888
plate2_1151R_R_M_NS1_week7_S32_L	0.0007753901403805095
plate2_1151R_R_M_NS1_week9_S33_L	0.0008184383548846707
plate2_1193R_R_F_NS1_week5_S1_L0	0.0015246768978948051
plate2_1193R_R_F_NS1_week6_S2_L0	0.0010924566158095233
plate2_1193R_R_F_NS1_week7_S3_L0	0.0008076187444262519
plate2_1193R_R_F_NS1_week9_S4_L0	0.0007269673509221371
plate2_2529R_R_F_NS1_week5_S5_L0	0.001372963338581039
plate2_2529R_R_F_NS1_week6_S6_L0	0.0012090959893240013
plate2_2529R_R_F_NS1_week7_S7_L0	0.0008363682984607548
plate2_2529R_R_F_NS1_week9_S8_L0	0.0006969568726181872
plate2_3861R_R_M_NS1_week9_S34_L	0.000598396696991297
plate2_3971R_L_F_NS1_week5_S9_L0	0.0010930008254973196
plate2_3971R_L_F_NS1_week6_S10_L	0.0008850375793138298
plate2_3971R_L_F_NS1_week7_S11_L	0.0008754675691266859
