"features"	"coefs"	"category"
"1"	"EC.2.4.1.80"	-2.98479037315739	"left"
"2"	"EC.1.8.98.6"	-2.43347207433089	"left"
"3"	"EC.1.8.98.5"	-2.43347207433089	"left"
"4"	"EC.1.8.98.4"	-2.43347207433089	"left"
"5"	"EC.1.8.7.3"	-2.43347207433089	"left"
"6"	"EC.4.2.1.151"	-2.43347207433088	"left"
"7"	"EC.3.4.21.26"	-2.43347207433088	"left"
"8"	"EC.3.2.2.26"	-2.43347207433088	"left"
"9"	"EC.2.5.1.76"	-2.43347207433088	"left"
"10"	"EC.2.5.1.120"	-2.43347207433088	"left"
"11"	"EC.1.1.1.35"	1.6280196361655	"right"
"12"	"EC.1.1.1.361"	1.6280196361655	"right"
"13"	"EC.1.1.1.411"	1.6280196361655	"right"
"14"	"EC.1.10.3.10"	1.6280196361655	"right"
"15"	"EC.1.14.12.19"	1.6280196361655	"right"
"16"	"EC.1.14.13.149"	1.6280196361655	"right"
"17"	"EC.1.14.13.239"	1.6280196361655	"right"
"18"	"EC.1.3.1.74"	1.6280196361655	"right"
"19"	"EC.2.1.1.265"	1.62983242829	"right"
"20"	"EC.3.2.1.170"	1.62983242829	"right"
