Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
016R_R_F_NS6_week5_S1_L001_R1_001	016R_R_F_NS6_week5_S1_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90546.0	0.0	301.0	49.0	5.44585072780686	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
016R_R_F_NS6_week5_S1_L001_R2_001	016R_R_F_NS6_week5_S1_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90546.0	0.0	301.0	51.0	13.572106995339386	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_0_M_NS1_S62_L001_R1_001	036R_0_M_NS1_S62_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98654.0	0.0	301.0	50.0	5.8608875463741965	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_0_M_NS1_S62_L001_R2_001	036R_0_M_NS1_S62_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98654.0	0.0	301.0	51.0	15.087071988971557	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_0_M_NS1_week5_S41_L001_R1_001	036R_0_M_NS1_week5_S41_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102309.0	0.0	301.0	50.0	5.432562140183171	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
036R_0_M_NS1_week5_S41_L001_R2_001	036R_0_M_NS1_week5_S41_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102309.0	0.0	301.0	51.0	12.657732946270611	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_L_M_NS1_S63_L001_R1_001	036R_L_M_NS1_S63_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90474.0	0.0	301.0	50.0	5.801666777195658	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
036R_L_M_NS1_S63_L001_R2_001	036R_L_M_NS1_S63_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90474.0	0.0	301.0	52.0	15.274001370559498	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_L_M_NS1_week5_S42_L001_R1_001	036R_L_M_NS1_week5_S42_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106646.0	0.0	301.0	50.0	5.426363857997487	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_L_M_NS1_week5_S42_L001_R2_001	036R_L_M_NS1_week5_S42_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106646.0	0.0	301.0	51.0	12.502109783770607	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_NS1_week18_S34_L001_R1_001	036R_NS1_week18_S34_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118413.0	0.0	301.0	49.0	4.972427013925835	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_NS1_week18_S34_L001_R2_001	036R_NS1_week18_S34_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118413.0	0.0	301.0	51.0	11.33152609933031	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_RL_M_NS1_S64_L001_R1_001	036R_RL_M_NS1_S64_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77044.0	0.0	301.0	50.0	6.566377654327398	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_RL_M_NS1_S64_L001_R2_001	036R_RL_M_NS1_S64_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77044.0	0.0	301.0	52.0	15.994756243185712	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_RL_M_NS1_week5_S43_L001_R1_001	036R_RL_M_NS1_week5_S43_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119526.0	0.0	301.0	50.0	5.538543915131436	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_RL_M_NS1_week5_S43_L001_R2_001	036R_RL_M_NS1_week5_S43_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119526.0	0.0	301.0	51.0	13.200475210414469	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_RR_M_NS1_S65_L001_R1_001	036R_RR_M_NS1_S65_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	113982.0	0.0	301.0	50.0	5.499991226684915	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
