Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
016R_R_F_NS6_week5_S1_L001_R1_001	4.06754577783668	77.68868862235769
016R_R_F_NS6_week5_S1_L001_R2_001	4.424270536522872	62.54058710489696
036R_0_M_NS1_S62_L001_R1_001	2.917266405822369	81.14521458835931
036R_0_M_NS1_S62_L001_R2_001	3.0530946540434245	60.4050519999189
036R_0_M_NS1_week5_S41_L001_R1_001	3.350633864078429	79.7495821481981
036R_0_M_NS1_week5_S41_L001_R2_001	2.6722966698921895	62.73543871995621
036R_L_M_NS1_S63_L001_R1_001	2.478059995136724	80.20536286667993
036R_L_M_NS1_S63_L001_R2_001	2.932334151247872	60.384198775338774
036R_L_M_NS1_week5_S42_L001_R1_001	2.861804474616957	79.55947714869755
036R_L_M_NS1_week5_S42_L001_R2_001	2.5429927048365624	63.45760741143596
036R_NS1_week18_S34_L001_R1_001	2.623022809995524	80.8179845118357
036R_NS1_week18_S34_L001_R2_001	3.530017818989469	63.555521775480734
036R_RL_M_NS1_S64_L001_R1_001	2.0183271896578576	79.75702196147657
036R_RL_M_NS1_S64_L001_R2_001	2.371372202897046	60.71855043871035
036R_RL_M_NS1_week5_S43_L001_R1_001	2.8855646470224054	79.2505396315446
036R_RL_M_NS1_week5_S43_L001_R2_001	2.347606378528521	60.85454210799325
036R_RR_M_NS1_S65_L001_R1_001	2.3258058289905423	81.21106841431103
036R_RR_M_NS1_S65_L001_R2_001	4.040988928076363	65.75424189784353
036R_RR_M_NS1_week5_S44_L001_R1_001	2.737584476038249	77.98575474608116
036R_RR_M_NS1_week5_S44_L001_R2_001	2.638035949636858	62.17997251899834
1030R_RR_M_NS1_week5_S45_L001_R1_001	3.671795643504759	79.04367781498061
1030R_RR_M_NS1_week5_S45_L001_R2_001	3.0156878973703023	62.008953763966744
1030R_RR_M_NS1_week9_S66_L001_R1_001	1.4877541706809998	82.84062674306577
1030R_RR_M_NS1_week9_S66_L001_R2_001	3.1276304447036156	66.70452816794281
1060R_L_M_S5_week5_S12_L001_R1_001	2.599832982865652	79.76677968830177
1060R_L_M_S5_week5_S12_L001_R2_001	2.7014518417160507	65.95567003048566
1075R_0_M_NS6_week5_S2_L001_R1_001	1.9812343463795745	81.04245324162336
1075R_0_M_NS6_week5_S2_L001_R2_001	2.323900664149627	63.720982393181565
1075R_RL_M_NS6_week5_S3_L001_R1_001	2.990341021092056	79.795978710822
1075R_RL_M_NS6_week5_S3_L001_R2_001	3.3560023654642226	62.479794993100725
1076R_0_M_S5_week5_S13_L001_R1_001	2.284358773207815	82.08842317606187
1076R_0_M_S5_week5_S13_L001_R2_001	2.1900332474130524	64.78015615077142
1121R_L_M_NS1_week5_S46_L001_R1_001	3.168804894105557	78.73761621092181
1121R_L_M_NS1_week5_S46_L001_R2_001	2.354726312240081	61.16026268886784
1121R_L_M_NS1_week9_S67_L001_R1_001	2.6311944122431883	79.85640945710306
1121R_L_M_NS1_week9_S67_L001_R2_001	3.484554762159898	65.30349819294126
1121R_NS1_week19_S35_L001_R1_001	2.258413853287212	81.07894985858628
1121R_NS1_week19_S35_L001_R2_001	2.789372417491142	63.00007359821682
1121R_RL_M_NS1_diabetes_S23_L001_R1_001	2.2377814387699067	82.2747767276511
1121R_RL_M_NS1_diabetes_S23_L001_R2_001	2.196595277320154	63.63478713257608
1121R_RL_M_NS1_week5_S48_L001_R1_001	2.609066149810356	79.46832862704473
1121R_RL_M_NS1_week5_S48_L001_R2_001	2.1896773546759345	63.490618055439526
1121R_RL_M_NS1_week9_S69_L001_R1_001	2.2545056362640907	80.11670029175073
1121R_RL_M_NS1_week9_S69_L001_R2_001	3.762009405023513	64.74691186727966
1121R_RR_M_NS1_week5_S49_L001_R1_001	2.941176470588235	79.81427865263753
1121R_RR_M_NS1_week5_S49_L001_R2_001	2.4692229833109716	62.851022762046
1121R_RR_M_NS1_week9_S70_L001_R1_001	2.576801720484122	79.08418755788581
1121R_RR_M_NS1_week9_S70_L001_R2_001	3.4103574399949768	64.23402351537604
1121R_R_M_NS1_week5_S47_L001_R1_001	2.67434988179669	79.08645727794665
1121R_R_M_NS1_week5_S47_L001_R2_001	2.2638044579533942	63.67464539007093
1121R_R_M_NS1_week9_S68_L001_R1_001	2.0152535260094515	80.61743937818163
1121R_R_M_NS1_week9_S68_L001_R2_001	3.8909263415257174	64.7088875508603
1136R_0_F_S5_week5_S14_L001_R1_001	2.880465270701913	79.9706916093283
1136R_0_F_S5_week5_S14_L001_R2_001	2.4499982827114843	65.48593540705461
1151R_0_M_NS1_week5_S50_L001_R1_001	3.833399251574432	80.16570831685377
1151R_0_M_NS1_week5_S50_L001_R2_001	3.433833297838896	62.78763170971636
1151R_0_M_NS1_week9_S71_L001_R1_001	2.351503384674057	79.53247293560885
1151R_0_M_NS1_week9_S71_L001_R2_001	3.3231345288759067	64.80025655916029
1151R_NS1_week21_S36_L001_R1_001	2.0158056604508117	79.28368435395336
1151R_NS1_week21_S36_L001_R2_001	2.8084244948806787	62.711877603457005
1151R_R_M_NS1_diabetes_S24_L001_R1_001	2.0973042293408852	79.95671805284672
1151R_R_M_NS1_diabetes_S24_L001_R2_001	1.9436800341980816	62.797563386678775
1184R_0_M_NS6_week5_S4_L001_R1_001	1.9307841298071653	80.58374243217892
1184R_0_M_NS6_week5_S4_L001_R2_001	2.5617911829555005	63.3601734660316
1186R_0_M_NS6_week5_S5_L001_R1_001	3.1871766812574616	79.26905093513729
1186R_0_M_NS6_week5_S5_L001_R2_001	3.6547453243135695	62.4191703143653
1186R_RR_M_NS6_week5_S6_L001_R1_001	3.5293862831522977	78.76411916958166
1186R_RR_M_NS6_week5_S6_L001_R2_001	3.846695329167524	61.82219863762874
1193R_0_F_NS1_week5_S51_L001_R1_001	3.136322150620903	79.5272469139217
1193R_0_F_NS1_week5_S51_L001_R2_001	2.663384683463783	61.74830138931143
1193R_0_F_NS1_week9_S72_L001_R1_001	2.43257692764643	80.57799691101343
1193R_0_F_NS1_week9_S72_L001_R2_001	3.850342560690666	65.7706625480179
1193R_L_F_NS1_diabetes_S25_L001_R1_001	2.6302923633519115	79.34878263420357
1193R_L_F_NS1_diabetes_S25_L001_R2_001	2.2843942505133468	58.739121932140414
1193R_L_F_NS1_week5_S52_L001_R1_001	3.1271986669135345	79.2408813182744
1193R_L_F_NS1_week5_S52_L001_R2_001	3.008702092205147	63.266987594889834
1193R_L_F_NS1_week9_S73_L001_R1_001	2.1305485334540277	81.88592182101183
1193R_L_F_NS1_week9_S73_L001_R2_001	2.621788998421407	64.37126740039962
1193R_NS1_week24_S38_L001_R1_001	2.42700611614186	79.16837760152147
1193R_NS1_week24_S38_L001_R2_001	2.760908560437423	62.01076268072875
184R_0_M_NS6_week5_S7_L001_R1_001	2.6553151726733546	79.30385578757479
184R_0_M_NS6_week5_S7_L001_R2_001	3.112143589477373	63.44593980766486
2402R_0_F_S5_week5_S15_L001_R1_001	4.117062465061388	79.56065342967763
2402R_0_F_S5_week5_S15_L001_R2_001	4.10567506573635	65.17422720967308
2402R_R_F_S5_week5_S16_L001_R1_001	2.957622454595487	80.76279581728124
2402R_R_F_S5_week5_S16_L001_R2_001	2.1287837094111173	67.38690148596586
2403R_0_F_NS6_week5_S8_L001_R1_001	3.009487536980991	79.13421974359846
2403R_0_F_NS6_week5_S8_L001_R2_001	3.4390904659888233	63.41574001654935
2433R_0_F_S5_week5_S17_L001_R1_001	2.4992268155108173	80.9251704687707
2433R_0_F_S5_week5_S17_L001_R2_001	1.6730239613555027	64.99536089306491
2475R_0_M_S5_week5_S18_L001_R1_001	2.1763497709617017	81.23052202590368
2475R_0_M_S5_week5_S18_L001_R2_001	1.700131526943586	64.51817728276998
2475R_RL_M_S5_week5_S19_L001_R1_001	2.2594279307369125	82.2697581838911
2475R_RL_M_S5_week5_S19_L001_R2_001	1.6018191323847137	66.45691213615777
2476R_R_F_NS6_week5_S9_L001_R1_001	3.1549196255078606	79.5536713183772
2476R_R_F_NS6_week5_S9_L001_R2_001	2.9994700582935874	65.84937879055526
2518R_0_M_S5_week5_S20_L001_R1_001	2.328210398467791	80.2653337693278
2518R_0_M_S5_week5_S20_L001_R2_001	1.8610734806371747	64.79375905077778
2529R_0_F_NS1_week5_S53_L001_R1_001	3.69972458837473	78.90415163840073
2529R_0_F_NS1_week5_S53_L001_R2_001	3.089214607900818	62.298450703024415
2529R_0_F_NS1_week9_S74_L001_R1_001	2.2732322793187065	80.10994213063599
2529R_0_F_NS1_week9_S74_L001_R2_001	2.3814354307354915	62.77038711609619
2529R_L_F_NS1_diabetes_S26_L001_R1_001	2.044169692512755	79.84671599944845
2529R_L_F_NS1_diabetes_S26_L001_R2_001	2.016592361079193	59.29700785953946
2529R_L_F_NS1_week5_S54_L001_R1_001	3.370853670684331	78.54467576451839
2529R_L_F_NS1_week5_S54_L001_R2_001	2.539097519673274	62.4374937742803
2529R_L_F_NS1_week9_S75_L001_R1_001	2.339820910168868	80.03843480394161
2529R_L_F_NS1_week9_S75_L001_R2_001	2.282577585149446	63.62288915238991
2529R_NS1_week22_S37_L001_R1_001	1.8924673687828817	79.46262329205297
2529R_NS1_week22_S37_L001_R2_001	2.6429614918219055	61.64077493769753
2529R_RL_F_NS1_week5_S55_L001_R1_001	3.101994074127933	80.5191500190864
2529R_RL_F_NS1_week5_S55_L001_R2_001	2.8356933815643575	63.87399341973716
2529R_RL_F_NS1_week9_S76_L001_R1_001	2.0533943245759625	78.54106788649152
2529R_RL_F_NS1_week9_S76_L001_R2_001	2.256810913654212	63.184633445330526
2562R_0_F_NS6_week5_S10_L001_R1_001	2.1989468864468864	80.36286630036629
2562R_0_F_NS6_week5_S10_L001_R2_001	2.2470238095238093	66.10462454212454
2562R_RL_F_NS6_week5_S11_L001_R1_001	3.152328131046047	79.7781503933961
2562R_RL_F_NS6_week5_S11_L001_R2_001	2.8788855926738037	65.19669805236683
3861R_0_M_NS1_week5_S56_L001_R1_001	3.2337309780530705	78.71071346639137
3861R_0_M_NS1_week5_S56_L001_R2_001	2.7481455991435344	61.75728378068364
3861R_0_M_NS1_week9_S77_L001_R1_001	2.2246502511883577	80.73959764806597
3861R_0_M_NS1_week9_S77_L001_R2_001	2.7484286647592873	63.957286715177176
3861R_L_M_NS1_diabetes_S27_L001_R1_001	2.7971311475409837	79.73246812386157
3861R_L_M_NS1_diabetes_S27_L001_R2_001	2.466985428051002	60.352914389799636
3861R_L_M_NS1_week5_S57_L001_R1_001	2.607049228080396	80.43190424489579
3861R_L_M_NS1_week5_S57_L001_R2_001	2.4534597357201493	60.082620554511024
3861R_L_M_NS1_week9_S78_L001_R1_001	1.830694824746378	81.49686841028547
3861R_L_M_NS1_week9_S78_L001_R2_001	2.204177551170281	63.1573977905769
3861R_NS1_week28_S39_L001_R1_001	2.134579821390404	79.18296796736333
3861R_NS1_week28_S39_L001_R2_001	2.418942653495525	60.96794877751861
3861R_R_M_NS1_week5_S58_L001_R1_001	2.221536860163652	79.99267519299903
3861R_R_M_NS1_week5_S58_L001_R2_001	2.392127760054743	59.51887583488343
3924R_L_F_S5_week5_S21_L001_R1_001	2.5845067390087415	82.63101235843776
3924R_L_F_S5_week5_S21_L001_R2_001	1.9721827498600526	66.19127589028119
3929R_0_F_S5_week5_S22_L001_R1_001	3.547974118542611	80.41659458150237
3929R_0_F_S5_week5_S22_L001_R2_001	2.3023424794989795	63.72028649527697
3971R_0_F_NS1_week5_S59_L001_R1_001	2.4897592167049654	79.50844240183834
3971R_0_F_NS1_week5_S59_L001_R2_001	2.4118293535817763	58.51933260065941
3971R_0_F_NS1_week9_S79_L001_R1_001	2.386331665146258	79.61429923354335
3971R_0_F_NS1_week9_S79_L001_R2_001	2.5022806135063473	64.1888262726676
3971R_NS1_week30_S40_L001_R1_001	2.503972248334151	77.51749037093728
3971R_NS1_week30_S40_L001_R2_001	2.468201216215092	61.67508256453344
3971R_RL_F_NS1_diabetes_S29_L001_R1_001	2.749553609386957	80.47466201853585
3971R_RL_F_NS1_diabetes_S29_L001_R2_001	2.3903154493665504	59.057478105603266
3971R_RL_F_NS1_week9_S81_L001_R1_001	2.2795733941219574	80.40381014410161
3971R_RL_F_NS1_week9_S81_L001_R2_001	2.425099731335993	63.58076202882032
3971R_R_F_NS1_diabetes_S28_L001_R1_001	1.8177550900663026	78.84175321246259
3971R_R_F_NS1_diabetes_S28_L001_R2_001	1.775509006630288	58.90042832834595
3971R_R_F_NS1_week9_S80_L001_R1_001	2.5833909666436132	82.21099111560355
3971R_R_F_NS1_week9_S80_L001_R2_001	2.8876948449220623	65.43703782518486
3975R_0_F_NS1_week5_S60_L001_R1_001	1.7405137874145653	79.44025453688427
3975R_0_F_NS1_week5_S60_L001_R2_001	2.2884751355173227	60.45133160499646
3975R_L_F_NS1_diabetes_S30_L001_R1_001	2.5239763924751015	78.84360014754702
3975R_L_F_NS1_diabetes_S30_L001_R2_001	2.1578753227591294	58.16949465142014
3975R_L_F_NS1_week5_S61_L001_R1_001	2.129973894470374	80.01740368641723
3975R_L_F_NS1_week5_S61_L001_R2_001	2.2970888379083934	59.418756427497826
3975R_L_F_NS1_week9_S82_L001_R1_001	1.845444059976932	80.79224336793541
3975R_L_F_NS1_week9_S82_L001_R2_001	2.466299019607843	64.06790657439446
3975R_NS1_week14_S33_L001_R1_001	2.6688831452742323	80.78722943969395
3975R_NS1_week14_S33_L001_R2_001	2.2624022225511515	65.3318455600214
3975R_RL_F_NS1_diabetes_S32_L001_R1_001	2.037316968616745	78.35886560025268
3975R_RL_F_NS1_diabetes_S32_L001_R2_001	1.8737450082350022	58.51589468221916
3975R_RL_F_NS1_week9_S83_L001_R1_001	2.421452061725272	80.97950923349354
3975R_RL_F_NS1_week9_S83_L001_R2_001	2.8444219580065773	64.6233240576777
3975R_R_F_NS1_diabetes_S31_L001_R1_001	1.8904537701837345	81.94111098628373
3975R_R_F_NS1_diabetes_S31_L001_R2_001	1.9282424192905947	59.56410282597816
NS1_defined_inocula_S88_L001_R1_001	1.5094575973944633	78.40619650089775
NS1_defined_inocula_S88_L001_R2_001	1.5282475259927346	62.99114785586037
NS6_defined_inocula_S86_L001_R1_001	1.8769874540194724	74.81513373063531
NS6_defined_inocula_S86_L001_R2_001	1.941945571140468	60.771339874464665
Negative_extraction_S85_L001_R1_001	3.634442198125345	66.0586289285058
Negative_extraction_S85_L001_R2_001	3.956074251056791	56.103788694305145
Negtive_Control_S90_L001_R1_001	0.5328892589508744	26.2714404662781
Negtive_Control_S90_L001_R2_001	0.5295587010824313	28.38301415487094
Pooled_GF_pellet_S84_L001_R1_001	2.7983354219374363	55.73853829238881
Pooled_GF_pellet_S84_L001_R2_001	3.3114226940628475	43.62187596056085
Positive_Control_S89_L001_R1_001	2.3653077473680826	85.81137052734863
Positive_Control_S89_L001_R2_001	1.303693933520456	67.06503993115597
S5_defined_inocula_S87_L001_R1_001	2.0012346547264617	77.54334966515852
S5_defined_inocula_S87_L001_R2_001	2.0762516507646263	60.83409522469935
