"features"	"coefs"	"category"
"1"	"PWY.5419"	-5.5902671872783	"left"
"2"	"PWY.5420"	-5.26443025747968	"left"
"3"	"PWY.922"	-4.87326945430872	"left"
"4"	"PWY.5910"	-4.86559006371412	"left"
"5"	"PWY.5415"	-4.73823101257629	"left"
"6"	"PWY.6676"	-4.73392191418653	"left"
"7"	"REDCITCYC"	-4.45862890364564	"left"
"8"	"P562.PWY"	-4.23719439347783	"left"
"9"	"PWY.7237"	-3.3808315029229	"left"
"10"	"PWY.7399"	-3.14728454918801	"left"
"11"	"PWY.5920"	2.54478252634673	"right"
"12"	"PWY.181"	2.65840959350532	"right"
"13"	"P281.PWY"	2.66445411557954	"right"
"14"	"ORNDEG.PWY"	2.67116409888253	"right"
"15"	"ARGDEG.PWY"	2.76364109632345	"right"
"16"	"ORNARGDEG.PWY"	2.76364109632345	"right"
"17"	"PWY.7316"	3.73266659299666	"right"
"18"	"PWY.3781"	6.70867103942832	"right"
"19"	"PWY.7090"	8.13967975233276	"right"
"20"	"PWY.6572"	12.3956535859937	"right"
