	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	PWY-6471	Week_and_consortia	NS1_w5w6	2.6222307063691	0.0672747677321599	45	45	1.1452278487780999e-34	3.504397217261e-32	PWY-6471	peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)	Detoxification	Superpathways		Biosynthesis	Cell structure biosynthesis		
1	PWY-6572	Week_and_consortia	NS1_w5w6	10.7025600167593	0.291576106953597	45	42	1.10066288167319e-33	1.68401420895998e-31	PWY-6572	chondroitin sulfate degradation I (bacterial)	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
2	PWY-6151	Week_and_consortia	NS1_w5w6	0.988022951093341	0.0318557437554503	45	45	4.62474383754119e-31	4.71723871429201e-29	PWY-6151	<i>S</i>-adenosyl-L-methionine salvage I // SAM cycle // activated methyl cycle // AMC // <i>S</i>-adenosyl-L-methionine cycle I	Biosynthesis						
3	PWY-7316	Week_and_consortia	NS1_w5w6	1.34544727302467	0.0463851404923621	45	33	1.83037548089325e-29	1.40023724288333e-27	PWY-7316	dTDP-<i>N</i>-acetylviosamine biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-glucose biosynthesis	Biosynthesis						
4	PWY-6478	Week_and_consortia	NS1_w5w6	-2.45336556649568	0.0934800107655085	45	45	4.2706030848812e-28	2.61360908794729e-26	PWY-6478	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	Biosynthesis						
5	PWY-6470	Week_and_consortia	NS1_w5w6	2.00593244097943	0.0756880404772469	45	45	6.62380742987624e-28	3.37814178923688e-26	PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance) // penicillin resistance // &beta;-lactam resistance	Detoxification	Superpathways		Biosynthesis	Cell structure biosynthesis		
6	DTDPRHAMSYN-PWY	Week_and_consortia	NS1_w5w6	-0.359475211289822	0.0162880902868439	45	45	4.43087072727625e-25	1.93692348935219e-23	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	Biosynthesis						
7	PWY-5920	Week_and_consortia	NS1_w5w6	1.57245848344305	0.0726369325538847	45	33	9.49769263451568e-25	3.63286743270225e-23	PWY-5920	superpathway of heme <i>b</i> biosynthesis from glycine	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
8	PWY0-1415	Week_and_consortia	NS1_w5w6	1.59189021010011	0.0784045580617538	45	33	1.1769426657550401e-23	4.0016050635671397e-22	PWY0-1415	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
9	PWY-7315	Week_and_consortia	NS1_w5w6	-1.00831384532193	0.0492037856785025	45	45	1.50716391164051e-23	4.61192156961997e-22	PWY-7315	dTDP-<i>N</i>-acetylthomosamine biosynthesis // dTDP-4-acetamido-&alpha;-D-fucose biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose biosynthesis	Biosynthesis						
