"features"	"coefs"	"category"
"1"	"P221.PWY"	-4.46915166231826	"left"
"2"	"PWY.2201"	-2.51957842343672	"left"
"3"	"PWY.6148"	-2.4576285030543	"left"
"4"	"PWY.7198"	-2.44807435876345	"left"
"5"	"PWY.6545"	-2.30594497658327	"left"
"6"	"PWY.7210"	-2.27694627676535	"left"
"7"	"PWY.6676"	-2.1296358992602	"left"
"8"	"CRNFORCAT.PWY"	-2.03887667745265	"left"
"9"	"PWY.4984"	-1.8790080577063	"left"
"10"	"PWY490.3"	-1.85857910629775	"left"
"11"	"ARGDEG.PWY"	2.30031508225902	"right"
"12"	"PWY.6071"	2.3085884320548	"right"
"13"	"PWY0.321"	2.31844219390144	"right"
"14"	"HCAMHPDEG.PWY"	2.34567400224036	"right"
"15"	"PWY.6690"	2.34567400224036	"right"
"16"	"ORNDEG.PWY"	2.42913357211848	"right"
"17"	"PWY.5265"	4.15646000313391	"right"
"18"	"PWY0.1415"	5.79908552753479	"right"
"19"	"PWY.5920"	6.02529078048723	"right"
"20"	"PWY.7316"	7.20482633706836	"right"
