	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	PWY0-1415	Week_and_consortia	NS6_w9w10	5.4650449612611	0.104032377856818	76	22	2.4908234079480204e-60	7.64682786240043e-58	PWY0-1415	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
1	PWY-5920	Week_and_consortia	NS6_w9w10	5.47414329572654	0.105836921136849	76	22	2.40775675706495e-59	3.6959066220947e-57	PWY-5920	superpathway of heme <i>b</i> biosynthesis from glycine	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
2	PWY-6572	Week_and_consortia	NS6_w9w10	1.30461411509074	0.0288564589105057	76	20	3.4136096277540694e-55	3.49326051906833e-53	PWY-6572	chondroitin sulfate degradation I (bacterial)	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
3	PWY-5419	Week_and_consortia	NS6_w9w10	-6.2366407503561	0.179910583487748	76	74	1.6890372556458e-47	1.29633609370815e-45	PWY-5419	catechol degradation to 2-hydroxypentadienoate II // catechol degradation, <I>meta</I>-cleavage	Degradation/utilization/assimilation						
4	PWY-5420	Week_and_consortia	NS6_w9w10	-5.44949257827998	0.164605328463417	76	74	4.1483729869244405e-46	2.5471010139716e-44	PWY-5420	catechol degradation II (<I>meta</I>-cleavage pathway) // 4-oxalocrotonate pathway	Degradation/utilization/assimilation	Superpathways					
5	PWY-5177	Week_and_consortia	NS6_w9w10	-2.09470007254127	0.0659547324587442	76	56	1.7245457911808e-44	7.673830771205219e-43	PWY-5177	glutaryl-CoA degradation	Degradation/utilization/assimilation						
6	PWY-7090	Week_and_consortia	NS6_w9w10	3.45043892282503	0.108639610503614	76	76	1.7497334006005402e-44	7.673830771205219e-43	PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis // UDP-ManNAc(3NAc)A biosynthesis // Wbp pathway	Biosynthesis						
7	PWY-6148	Week_and_consortia	NS6_w9w10	-2.45820429003461	0.0878819343254201	76	56	9.31360028570101e-41	3.5740941096377603e-39	PWY-6148	tetrahydromethanopterin biosynthesis // H<sub>4</sub>MPT biosynthesis	Biosynthesis						
8	PWY-2201	Week_and_consortia	NS6_w9w10	-2.52017883310093	0.0905272174408992	76	56	1.28058048696048e-40	4.36820232774297e-39	PWY-2201	folate transformations I	Biosynthesis						
9	KETOGLUCONMET-PWY	Week_and_consortia	NS6_w9w10	-2.52707816397698	0.0927666813535073	76	56	5.442657623508929e-40	1.67089589041724e-38	KETOGLUCONMET-PWY	ketogluconate metabolism	Degradation/utilization/assimilation	Superpathways					
10	GLUCARDEG-PWY	Week_and_consortia	NS6_w9w10	1.70981354829678	0.0629394636677067	76	76	6.46819915874933e-40	1.8052155833964e-38	GLUCARDEG-PWY	<i>D</i>-glucarate degradation I // <i>D</i>-glucarate catabolism	Degradation/utilization/assimilation						
11	PWY-6344	Week_and_consortia	NS6_w9w10	-1.74408358307119	0.06511243085175	76	56	8.05345199123168e-40	2.06034146775677e-38	PWY-6344	L-arginine degradation XIV (oxidative Stickland reaction) // L-arginine fermentation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
12	PWY0-1277	Week_and_consortia	NS6_w9w10	2.38090347122536	0.0925289170152356	76	20	2.23335707048037e-38	5.27415862028827e-37	PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation	Degradation/utilization/assimilation	Superpathways					
13	TEICHOICACID-PWY	Week_and_consortia	NS6_w9w10	1.39609083546828	0.0568264371546053	76	76	4.88905973701449e-37	1.0721009566167501e-35	TEICHOICACID-PWY	poly(glycerol phosphate) wall teichoic acid biosynthesis // major teichoic acid biosynthesis // glycerol teichoic acid biosynthesis	Biosynthesis						
14	ARGDEG-PWY	Week_and_consortia	NS6_w9w10	2.76413307393266	0.113427748850513	76	20	7.81444134643978e-37	1.49939593334813e-35	ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation // L-arginine utilization // ADC pathway	Degradation/utilization/assimilation	Superpathways					
15	ORNARGDEG-PWY	Week_and_consortia	NS6_w9w10	2.76413307393266	0.113427748850513	76	20	7.81444134643978e-37	1.49939593334813e-35	ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	Degradation/utilization/assimilation	Superpathways					
16	PWY-4984	Week_and_consortia	NS6_w9w10	-0.881960946458955	0.0367493960275665	76	76	1.1910913451389299e-36	2.15097084092737e-35	PWY-4984	urea cycle // Krebs ornithine cycle // Krebs-Henseleit cycle	Degradation/utilization/assimilation						
17	P281-PWY	Week_and_consortia	NS6_w9w10	2.66534873553579	0.110892401934667	76	20	1.93419823774487e-36	3.2988825499315304e-35	P281-PWY	3-phenylpropanoate degradation // 3-phenylpropionate degradation // 3-phenylpropionic acid degradation	Degradation/utilization/assimilation	Superpathways					
18	HCAMHPDEG-PWY	Week_and_consortia	NS6_w9w10	2.80032118502553	0.117818018652286	76	20	3.97680813315465e-36	6.04072137841935e-35	HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation to 2-oxopent-4-enoate	Degradation/utilization/assimilation						
19	PWY-6588	Week_and_consortia	NS6_w9w10	-2.97590751391794	0.125169662756735	76	76	4.1320895422412495e-36	6.04072137841935e-35	PWY-6588	pyruvate fermentation to acetone // acetone fermentation // pyruvic acid fermentation to acetone	Generation of precursor metabolites and energy						
20	PWY-6690	Week_and_consortia	NS6_w9w10	2.80032118502553	0.117818018652286	76	20	3.97680813315465e-36	6.04072137841935e-35	PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	Degradation/utilization/assimilation						
21	PWY-5415	Week_and_consortia	NS6_w9w10	-4.22693169233263	0.179682507449444	76	74	7.811544500962659e-36	1.09006552808888e-34	PWY-5415	catechol degradation I (<I>meta</I>-cleavage pathway)	Degradation/utilization/assimilation	Superpathways					
22	ORNDEG-PWY	Week_and_consortia	NS6_w9w10	2.67287872691645	0.114101336066367	76	20	1.03652604316102e-35	1.3835369358714498e-34	ORNDEG-PWY	superpathway of ornithine degradation	Degradation/utilization/assimilation	Superpathways					
23	P163-PWY	Week_and_consortia	NS6_w9w10	-1.67898062981175	0.0730332727181372	76	56	3.5219683836347704e-35	4.5051845573994694e-34	P163-PWY	L-lysine fermentation to acetate and butanoate // 3-keto-5-aminohexanoate pathway // L-lysine fermentation to acetate and butyrate // L-lysine fermentation to acetic acid and butanoic acid	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
24	PWY-7332	Week_and_consortia	NS6_w9w10	1.96120674863334	0.0855819806544538	76	20	4.42439200689472e-35	5.43315338446672e-34	PWY-7332	superpathway of UDP-<I>N</i>-acetylglucosamine-derived O-antigen building blocks biosynthesis	Superpathways	Biosynthesis	Carbohydrate biosynthesis				
25	PWY-7373	Week_and_consortia	NS6_w9w10	-2.5295486341427	0.114718228350675	76	56	5.1093857970682395e-34	6.0330055373075e-33	PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II // superpathway of demethylmenaquinone-6 biosynthesis II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
26	PWY-5910	Week_and_consortia	NS6_w9w10	-4.8808374542781	0.232452063605699	76	74	1.1230580824428901e-32	1.27695863448136e-31	PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // GGPP biosynthesis	Superpathways	Biosynthesis	Polyprenyl biosynthesis	Biosynthesis	Secondary metabolite biosynthesis		
27	PWY-922	Week_and_consortia	NS6_w9w10	-4.88929581057103	0.233277190763907	76	74	1.25842002508133e-32	1.3797676703570302e-31	PWY-922	mevalonate pathway I (eukaryotes and bacteria) // isoprenoid pathway // MVA pathway // isopentenyl diphosphate biosynthesis // dimethylallyl diphosphate biosynthesis	Biosynthesis						
28	REDCITCYC	Week_and_consortia	NS6_w9w10	-2.50702537551272	0.125355687078096	76	76	2.3958213841238703e-31	2.5362660859518198e-30	REDCITCYC	TCA cycle VI (Helicobacter) // Krebs cycle // tricarboxylic acid cycle // TCA cycle // citric acid cycle	Generation of precursor metabolites and energy						
29	NAD-BIOSYNTHESIS-II	Week_and_consortia	NS6_w9w10	2.21827579347037	0.112662353864602	76	76	6.118136250620321e-31	6.2608927631347894e-30	NAD-BIOSYNTHESIS-II	NAD salvage pathway III (to nicotinamide riboside) // nicotinamide adenine dinucleotide salvage	Biosynthesis						
30	CRNFORCAT-PWY	Week_and_consortia	NS6_w9w10	-2.0389276451652	0.104469980996801	76	56	6.63271236095129e-31	6.56852482197434e-30	CRNFORCAT-PWY	creatinine degradation I // creatinine catabolism	Degradation/utilization/assimilation						
31	PWY-7003	Week_and_consortia	NS6_w9w10	-2.21753754361673	0.1129625159382	76	76	7.21972437918201e-31	6.926423076277739e-30	PWY-7003	glycerol degradation to butanol	Superpathways	Generation of precursor metabolites and energy					
32	PWY-3781	Week_and_consortia	NS6_w9w10	3.04492672718811	0.159116642459225	76	20	3.50006784719688e-30	3.25612372451346e-29	PWY-3781	aerobic respiration I (cytochrome c)	Generation of precursor metabolites and energy						
33	PWY-7328	Week_and_consortia	NS6_w9w10	-1.11540346208164	0.0583685134633336	76	76	3.92470721581698e-30	3.54377975075239e-29	PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Superpathways	Biosynthesis	Carbohydrate biosynthesis				
34	PWY-7220	Week_and_consortia	NS6_w9w10	-0.710933391669796	0.0392657972700515	76	76	1.02082763570252e-28	8.705391226685339e-28	PWY-7220	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Biosynthesis						
35	PWY-7222	Week_and_consortia	NS6_w9w10	-0.710933391669796	0.0392657972700515	76	76	1.02082763570252e-28	8.705391226685339e-28	PWY-7222	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Biosynthesis						
36	PWY-6147	Week_and_consortia	NS6_w9w10	0.770705079782867	0.0434347697219606	76	76	3.33048614469354e-28	2.76340336870518e-27	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Biosynthesis						
37	PWY-7229	Week_and_consortia	NS6_w9w10	-0.338547155323491	0.0193047425632252	76	76	6.83836584751376e-28	5.52467977680717e-27	PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I (from IMP and L-aspartate)	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
38	PEPTIDOGLYCANSYN-PWY	Week_and_consortia	NS6_w9w10	0.316582524729946	0.0181986162862861	76	76	1.10250611717629e-27	8.67870199931078e-27	PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	Superpathways	Biosynthesis	Cell structure biosynthesis				
39	PWY-6126	Week_and_consortia	NS6_w9w10	-0.448489236278567	0.025981097125992	76	76	1.73770837675265e-27	1.33369117915766e-26	PWY-6126	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II (from IMP and L-aspartate)	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
40	PWY-6385	Week_and_consortia	NS6_w9w10	0.336120464485284	0.0200711700810585	76	76	1.0249869149451e-26	7.67490202166207e-26	PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	Superpathways	Biosynthesis	Cell structure biosynthesis				
41	PWY-7228	Week_and_consortia	NS6_w9w10	-0.447681767041332	0.0267916064183889	76	76	1.16191574730115e-26	8.49305081955841e-26	PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
42	PWY-6125	Week_and_consortia	NS6_w9w10	-0.519471186660039	0.0311763166390166	76	76	1.37093176087544e-26	9.78781512997114e-26	PWY-6125	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
43	PWY-7197	Week_and_consortia	NS6_w9w10	-0.67135196756148	0.0403105105476502	76	76	1.41027203279374e-26	9.839852592447249e-26	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
44	PWY-5189	Week_and_consortia	NS6_w9w10	-0.967344776716471	0.0582780505052512	76	76	1.71868972171481e-26	1.1725283212587701e-25	PWY-5189	uroporphyrinogen-III II (from glycine) // tetrapyrrole biosynthesis II (from glycine) // Shemin pathway	Biosynthesis						
45	HEXITOLDEGSUPER-PWY	Week_and_consortia	NS6_w9w10	-1.86973586012056	0.113786949094122	76	76	2.11576635612547e-26	1.3938390975872801e-25	HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Superpathways			
46	PWY-5188	Week_and_consortia	NS6_w9w10	-0.933692444217054	0.0564610574886158	76	76	2.13389047513362e-26	1.3938390975872801e-25	PWY-5188	uroporphyrinogen-III I (from glutamate) // tetrapyrrole biosynthesis I (from glutamate)	Biosynthesis						
47	PWY-5304	Week_and_consortia	NS6_w9w10	1.78836444830802	0.11062948065842	76	76	7.803458013524289e-26	4.99096168781657e-25	PWY-5304	superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)	Degradation/utilization/assimilation	Superpathways					
48	PWY-6387	Week_and_consortia	NS6_w9w10	0.38786961364236	0.0240656900743531	76	76	9.33862306834855e-26	5.850933228536741e-25	PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	Biosynthesis						
49	PWY-7234	Week_and_consortia	NS6_w9w10	-1.14236477425648	0.0714942061362034	76	76	1.0707141906099e-25	6.57418513034481e-25	PWY-7234	inosine-5'-phosphate biosynthesis III // IMP biosynthesis I	Biosynthesis						
50	PWY-7539	Week_and_consortia	NS6_w9w10	0.754958965253798	0.0470652152131269	76	76	1.1977622396090802e-25	7.210058971764491e-25	PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	Biosynthesis						
51	PWY-6731	Week_and_consortia	NS6_w9w10	-1.03986744332663	0.0652622431477795	76	76	1.7991482140984e-25	1.0621894264004e-24	PWY-6731	starch degradation III	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
52	PWY-6676	Week_and_consortia	NS6_w9w10	-5.64674816055475	0.357745788007344	76	62	2.16093854069856e-25	1.25171345659332e-24	PWY-6676	superpathway of sulfide oxidation (phototrophic sulfur bacteria)	Degradation/utilization/assimilation	Superpathways					
53	PWY0-1586	Week_and_consortia	NS6_w9w10	0.175452082242682	0.011287104166025	76	76	7.283162270279011e-25	4.1406126240289904e-24	PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	Biosynthesis						
54	GALACT-GLUCUROCAT-PWY	Week_and_consortia	NS6_w9w10	0.82360019989345	0.0530397860430115	76	76	7.7380695360652e-25	4.31924972285821e-24	GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation // galacturonate and glucuronate catabolism // superpathway of galacturonate and glucuronate degradation	Superpathways						
55	GLUCOSE1PMETAB-PWY	Week_and_consortia	NS6_w9w10	0.664263130141169	0.043073757996148	76	76	1.12824378590754e-24	6.18519361202883e-24	GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	Degradation/utilization/assimilation						
56	PWY-7196	Week_and_consortia	NS6_w9w10	-0.275980877048891	0.0179077161965317	76	76	1.14960584875805e-24	6.19173676436353e-24	PWY-7196	superpathway of pyrimidine ribonucleosides salvage	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
57	PYRIDNUCSAL-PWY	Week_and_consortia	NS6_w9w10	0.346533475407261	0.0229774150578665	76	76	3.94351008790766e-24	2.08734068446147e-23	PYRIDNUCSAL-PWY	NAD salvage pathway I (PNC VI cycle) // pyridine nucleotide cycling // nicotinamide adenine dinucleotide salvage	Biosynthesis						
58	PWY-5855	Week_and_consortia	NS6_w9w10	-0.645889228845122	0.0432955853344188	76	76	5.2508201362876104e-24	2.60000287393596e-23	PWY-5855	ubiquinol-7 biosynthesis (early decarboxylation) // ubiquinone-7 biosynthesis (prokaryotic) // ubiquinol-7 biosynthesis (prokaryotic)	Biosynthesis						
