Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
016R_R_F_NS6_week5_S1_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.25)	(29.0, 0.25)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.3333333333333333)	(36.0, 0.3333333333333333)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 1.0)	(40.0, 4.5)	(41.0, 14.166666666666668)	(42.0, 28.666666666666668)	(43.0, 39.83333333333333)	(44.0, 79.0)	(45.0, 346.41666666666464)	(46.0, 4159.333333334013)	(47.0, 4712.416666666851)	(48.0, 9837.333333333338)	(49.0, 1563.4999999999252)	(50.0, 524.2499999999906)	(51.0, 2939.6666666668825)	(52.0, 4888.583333333366)	(53.0, 2701.083333333436)	(54.0, 1068.833333333369)	(55.0, 254.9166666666693)	(56.0, 52.58333333333342)	(57.0, 22.583333333333325)	(58.0, 17.666666666666664)	(59.0, 10.166666666666668)	(60.0, 4.0)	(61.0, 6.666666666666664)	(62.0, 34.666666666666636)	(63.0, 4.999999999999999)	(64.0, 1.8333333333333333)	(65.0, 2.833333333333333)	(66.0, 1.6666666666666665)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.3333333333333333)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_R_F_NS6_week5_S1_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.5)	(30.0, 1.0)	(31.0, 0.5)	(32.0, 0.5)	(33.0, 1.0)	(34.0, 1.0)	(35.0, 1.8333333333333333)	(36.0, 1.3333333333333333)	(37.0, 1.25)	(38.0, 5.75)	(39.0, 8.5)	(40.0, 13.0)	(41.0, 21.0)	(42.0, 33.666666666666664)	(43.0, 42.833333333333336)	(44.0, 72.66666666666669)	(45.0, 935.9166666667021)	(46.0, 6456.833333331947)	(47.0, 6779.166666665)	(48.0, 6334.4166666654)	(49.0, 3981.250000000672)	(50.0, 375.58333333333013)	(51.0, 1388.8333333332982)	(52.0, 1384.5833333333)	(53.0, 1254.8333333333283)	(54.0, 2078.5833333331652)	(55.0, 550.0833333333267)	(56.0, 3089.583333333605)	(57.0, 2783.08333333347)	(58.0, 253.16666666666853)	(59.0, 98.91666666666657)	(60.0, 98.83333333333317)	(61.0, 81.5833333333333)	(62.0, 29.49999999999999)	(63.0, 29.166666666666657)	(64.0, 30.499999999999993)	(65.0, 14.833333333333336)	(66.0, 7.833333333333333)	(67.0, 13.5)	(68.0, 10.833333333333332)	(69.0, 5.0)	(70.0, 5.166666666666666)	(71.0, 7.166666666666664)	(72.0, 31.166666666666625)	(73.0, 4.999999999999999)	(74.0, 0.6666666666666666)	(75.0, 0.5)	(76.0, 1.0)	(77.0, 0.5)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.3333333333333333)	(82.0, 0.3333333333333333)	(83.0, 0.0)	(84.0, 0.5)	(85.0, 0.5)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.3333333333333333)	(91.0, 0.3333333333333333)	(92.0, 0.0)	(93.0, 0.6666666666666666)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_0_M_NS1_S62_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.8333333333333333)	(37.0, 1.3333333333333333)	(38.0, 0.5)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.8333333333333333)	(42.0, 8.333333333333334)	(43.0, 20.75)	(44.0, 64.75)	(45.0, 129.83333333333314)	(46.0, 350.58333333333167)	(47.0, 7125.249999998011)	(48.0, 12453.250000004735)	(49.0, 2094.7499999998386)	(50.0, 868.9166666666939)	(51.0, 2979.0833333335654)	(52.0, 5433.916666666202)	(53.0, 3136.166666666968)	(54.0, 811.9166666666872)	(55.0, 467.2499999999918)	(56.0, 73.9166666666667)	(57.0, 27.416666666666654)	(58.0, 19.916666666666668)	(59.0, 19.333333333333332)	(60.0, 4.5)	(61.0, 5.999999999999998)	(62.0, 48.666666666666735)	(63.0, 9.833333333333334)	(64.0, 2.3333333333333335)	(65.0, 1.3333333333333333)	(66.0, 0.8333333333333333)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_0_M_NS1_S62_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.5)	(32.0, 1.0)	(33.0, 1.0)	(34.0, 1.5)	(35.0, 2.0)	(36.0, 3.5)	(37.0, 8.0)	(38.0, 10.0)	(39.0, 11.0)	(40.0, 18.666666666666664)	(41.0, 24.666666666666664)	(42.0, 30.83333333333333)	(43.0, 39.5)	(44.0, 69.33333333333339)	(45.0, 384.4166666666627)	(46.0, 4274.833333333913)	(47.0, 3775.5833333339206)	(48.0, 5026.749999999904)	(49.0, 6672.416666665122)	(50.0, 892.4166666666924)	(51.0, 1592.749999999924)	(52.0, 1905.4999999998543)	(53.0, 2868.9166666668402)	(54.0, 3082.5000000002597)	(55.0, 522.4166666666597)	(56.0, 2670.25000000008)	(57.0, 2726.8333333334376)	(58.0, 303.3333333333337)	(59.0, 123.74999999999976)	(60.0, 93.49999999999997)	(61.0, 77.75000000000006)	(62.0, 46.499999999999986)	(63.0, 30.083333333333325)	(64.0, 26.666666666666657)	(65.0, 21.333333333333336)	(66.0, 15.333333333333334)	(67.0, 14.250000000000002)	(68.0, 12.25)	(69.0, 5.5)	(70.0, 4.833333333333334)	(71.0, 12.166666666666668)	(72.0, 42.66666666666668)	(73.0, 8.833333333333332)	(74.0, 1.5)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.5)	(78.0, 1.0)	(79.0, 0.5)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.3333333333333333)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 1.0833333333333333)	(97.0, 1.0833333333333333)	(98.0, 0.3333333333333333)	(99.0, 0.0)	(100.0, 0.0)
036R_0_M_NS1_week5_S41_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.3333333333333333)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 1.0)	(42.0, 6.916666666666666)	(43.0, 25.749999999999996)	(44.0, 74.41666666666669)	(45.0, 158.49999999999994)	(46.0, 394.49999999999574)	(47.0, 6181.249999998855)	(48.0, 14410.166666674957)	(49.0, 2147.249999999861)	(50.0, 1057.5833333333705)	(51.0, 3291.583333333703)	(52.0, 4536.083333333676)	(53.0, 2784.8333333334785)	(54.0, 1570.4999999999266)	(55.0, 492.7499999999905)	(56.0, 101.8333333333331)	(57.0, 35.41666666666666)	(58.0, 19.66666666666667)	(59.0, 23.833333333333318)	(60.0, 3.7500000000000004)	(61.0, 6.166666666666665)	(62.0, 50.333333333333414)	(63.0, 9.166666666666666)	(64.0, 1.0)	(65.0, 1.6666666666666665)	(66.0, 0.3333333333333333)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_0_M_NS1_week5_S41_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 1.0)	(33.0, 2.0)	(34.0, 1.0)	(35.0, 0.5)	(36.0, 1.5)	(37.0, 2.5)	(38.0, 1.5)	(39.0, 3.0)	(40.0, 6.833333333333333)	(41.0, 12.666666666666666)	(42.0, 19.999999999999996)	(43.0, 28.166666666666657)	(44.0, 47.33333333333337)	(45.0, 306.08333333333354)	(46.0, 4007.5000000006953)	(47.0, 2969.9166666668943)	(48.0, 4640.666666666918)	(49.0, 9330.749999999058)	(50.0, 1065.2500000000334)	(51.0, 1682.1666666665708)	(52.0, 1859.9999999998645)	(53.0, 2024.3333333331611)	(54.0, 2329.9166666666065)	(55.0, 512.916666666658)	(56.0, 3470.9166666671)	(57.0, 3007.666666666896)	(58.0, 319.66666666666697)	(59.0, 124.66666666666639)	(60.0, 133.83333333333306)	(61.0, 124.66666666666634)	(62.0, 43.333333333333336)	(63.0, 29.499999999999996)	(64.0, 40.66666666666666)	(65.0, 22.5)	(66.0, 14.0)	(67.0, 22.0)	(68.0, 19.083333333333336)	(69.0, 8.333333333333334)	(70.0, 7.166666666666667)	(71.0, 11.166666666666666)	(72.0, 40.83333333333334)	(73.0, 10.833333333333336)	(74.0, 0.5)	(75.0, 0.8333333333333333)	(76.0, 0.5)	(77.0, 0.5)	(78.0, 0.5)	(79.0, 0.25)	(80.0, 0.5)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.25)	(88.0, 0.25)	(89.0, 0.0)	(90.0, 0.5)	(91.0, 1.0)	(92.0, 0.5)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.3333333333333333)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 1.3333333333333333)
036R_L_M_NS1_S63_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.3333333333333333)	(36.0, 0.3333333333333333)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.3333333333333333)	(41.0, 2.333333333333333)	(42.0, 6.833333333333333)	(43.0, 14.833333333333334)	(44.0, 58.333333333333336)	(45.0, 144.3333333333332)	(46.0, 373.2499999999971)	(47.0, 5829.999999999178)	(48.0, 10868.250000001868)	(49.0, 1800.2499999998738)	(50.0, 766.1666666666828)	(51.0, 4344.000000000516)	(52.0, 5892.833333332461)	(53.0, 2321.6666666666056)	(54.0, 820.3333333333554)	(55.0, 349.66666666666436)	(56.0, 55.00000000000009)	(57.0, 20.333333333333332)	(58.0, 11.5)	(59.0, 16.16666666666667)	(60.0, 4.0)	(61.0, 4.666666666666667)	(62.0, 26.166666666666643)	(63.0, 5.999999999999998)	(64.0, 1.0)	(65.0, 0.5)	(66.0, 0.5)	(67.0, 0.0)	(68.0, 0.5)	(69.0, 1.0)	(70.0, 0.5)	(71.0, 0.5)	(72.0, 0.5)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_L_M_NS1_S63_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.5)	(33.0, 1.5)	(34.0, 3.333333333333333)	(35.0, 4.5)	(36.0, 4.0)	(37.0, 4.5)	(38.0, 7.5)	(39.0, 12.75)	(40.0, 17.5)	(41.0, 23.333333333333332)	(42.0, 31.166666666666664)	(43.0, 43.0)	(44.0, 62.41666666666671)	(45.0, 294.0000000000005)	(46.0, 3317.583333333716)	(47.0, 3380.9166666670776)	(48.0, 4614.000000000272)	(49.0, 6260.999999998813)	(50.0, 759.2500000000126)	(51.0, 1264.4999999999961)	(52.0, 1446.0833333332882)	(53.0, 2152.8333333331916)	(54.0, 2273.666666666579)	(55.0, 431.9999999999953)	(56.0, 3858.6666666672595)	(57.0, 4064.1666666673473)	(58.0, 392.41666666666305)	(59.0, 148.24999999999986)	(60.0, 104.0833333333332)	(61.0, 73.08333333333337)	(62.0, 45.5)	(63.0, 35.74999999999999)	(64.0, 32.49999999999998)	(65.0, 18.250000000000004)	(66.0, 13.916666666666668)	(67.0, 14.666666666666668)	(68.0, 11.666666666666666)	(69.0, 5.833333333333334)	(70.0, 5.333333333333334)	(71.0, 7.333333333333331)	(72.0, 21.999999999999993)	(73.0, 5.833333333333332)	(74.0, 1.1666666666666665)	(75.0, 0.5)	(76.0, 0.75)	(77.0, 1.5833333333333333)	(78.0, 1.6666666666666665)	(79.0, 0.3333333333333333)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.5)	(84.0, 0.5)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.25)	(88.0, 0.5833333333333333)	(89.0, 0.3333333333333333)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.3333333333333333)	(93.0, 0.0)	(94.0, 0.5)	(95.0, 0.5)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_L_M_NS1_week5_S42_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.3333333333333333)	(35.0, 0.3333333333333333)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.3333333333333333)	(39.0, 0.3333333333333333)	(40.0, 0.3333333333333333)	(41.0, 0.8333333333333333)	(42.0, 6.5)	(43.0, 19.0)	(44.0, 63.50000000000001)	(45.0, 118.83333333333312)	(46.0, 285.2500000000014)	(47.0, 6337.4999999987185)	(48.0, 14820.833333342365)	(49.0, 2098.9166666665074)	(50.0, 860.0000000000263)	(51.0, 3618.8333333338524)	(52.0, 5550.333333332766)	(53.0, 3439.1666666671063)	(54.0, 1530.8333333332662)	(55.0, 438.4166666666598)	(56.0, 84.49999999999994)	(57.0, 28.16666666666665)	(58.0, 15.16666666666667)	(59.0, 13.666666666666671)	(60.0, 3.0)	(61.0, 7.583333333333331)	(62.0, 41.83333333333335)	(63.0, 10.333333333333332)	(64.0, 3.8333333333333335)	(65.0, 1.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_L_M_NS1_week5_S42_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 1.5)	(35.0, 2.5)	(36.0, 1.0)	(37.0, 0.0)	(38.0, 1.75)	(39.0, 6.25)	(40.0, 9.833333333333332)	(41.0, 10.833333333333334)	(42.0, 13.416666666666666)	(43.0, 27.083333333333336)	(44.0, 48.333333333333364)	(45.0, 307.1666666666665)	(46.0, 4132.000000000705)	(47.0, 2954.5000000002215)	(48.0, 4609.833333333613)	(49.0, 9376.99999999915)	(50.0, 1076.0000000000305)	(51.0, 1761.166666666556)	(52.0, 1943.666666666514)	(53.0, 2527.6666666666874)	(54.0, 2712.0000000001023)	(55.0, 499.99999999999227)	(56.0, 3860.5000000006003)	(57.0, 3447.58333333375)	(58.0, 334.08333333333286)	(59.0, 118.2499999999998)	(60.0, 131.9999999999997)	(61.0, 112.08333333333309)	(62.0, 48.50000000000001)	(63.0, 34.99999999999999)	(64.0, 32.16666666666664)	(65.0, 18.833333333333336)	(66.0, 13.666666666666666)	(67.0, 15.583333333333332)	(68.0, 12.0)	(69.0, 4.666666666666666)	(70.0, 4.333333333333333)	(71.0, 9.666666666666666)	(72.0, 37.16666666666665)	(73.0, 8.33333333333333)	(74.0, 0.6666666666666666)	(75.0, 0.5)	(76.0, 0.5)	(77.0, 0.0)	(78.0, 0.3333333333333333)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.3333333333333333)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.5)	(96.0, 0.5)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
