Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
016R_R_F_NS6_week5_S1_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0007501950507131591)	(29.0, 0.0007501950507131591)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0010002600676175455)	(36.0, 0.0010002600676175455)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0030007802028526364)	(40.0, 0.013503510912836865)	(41.0, 0.04251105287374568)	(42.0, 0.08602236581510891)	(43.0, 0.11953107808029667)	(44.0, 0.2370616360253583)	(45.0, 1.039520275271528)	(46.0, 12.481245123733773)	(47.0, 14.140926640926695)	(48.0, 29.519675115529015)	(49.0, 4.691719847159873)	(50.0, 1.5731590213454665)	(51.0, 8.82129353631978)	(52.0, 14.669564086662115)	(53.0, 8.105357392922183)	(54.0, 3.2073339068157667)	(55.0, 0.7649488867105257)	(56.0, 0.15779102566666806)	(57.0, 0.06776761958108868)	(58.0, 0.053013783583729907)	(59.0, 0.030507932062335142)	(60.0, 0.012003120811410545)	(61.0, 0.020005201352350902)	(62.0, 0.10402704703222465)	(63.0, 0.015003901014263181)	(64.0, 0.0055014303718965004)	(65.0, 0.008502210574749135)	(66.0, 0.005001300338087726)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0010002600676175455)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_R_F_NS6_week5_S1_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0013045661991247536)	(30.0, 0.0026091323982495073)	(31.0, 0.0013045661991247536)	(32.0, 0.0013045661991247536)	(33.0, 0.0026091323982495073)	(34.0, 0.0026091323982495073)	(35.0, 0.004783409396790763)	(36.0, 0.003478843197666009)	(37.0, 0.0032614154978118834)	(38.0, 0.015002511289934666)	(39.0, 0.02217762538512081)	(40.0, 0.033918721177243594)	(41.0, 0.05479178036323965)	(42.0, 0.08784079074106674)	(43.0, 0.11175783772502056)	(44.0, 0.18959695427279755)	(45.0, 2.441930497061777)	(46.0, 16.846733040093742)	(47.0, 17.68774338312877)	(48.0, 16.527331749008344)	(49.0, 10.387608360532603)	(50.0, 0.9799466432425358)	(51.0, 3.6236500457687657)	(52.0, 3.61256123307621)	(53.0, 3.27402630440341)	(54.0, 5.423299117461016)	(55.0, 1.4352402467370657)	(56.0, 8.061131972092415)	(57.0, 7.261432892028588)	(58.0, 0.6605453521568384)	(59.0, 0.25808667972684685)	(60.0, 0.2578692520269925)	(61.0, 0.21286171815718888)	(62.0, 0.07696940574836042)	(63.0, 0.07609969494894393)	(64.0, 0.07957853814660995)	(65.0, 0.03870213057403436)	(66.0, 0.020438203786287804)	(67.0, 0.035223287376368345)	(68.0, 0.028265600981036323)	(69.0, 0.013045661991247534)	(70.0, 0.013480517390955786)	(71.0, 0.018698782187454795)	(72.0, 0.08131795974544287)	(73.0, 0.013045661991247534)	(74.0, 0.0017394215988330046)	(75.0, 0.0013045661991247536)	(76.0, 0.0026091323982495073)	(77.0, 0.0013045661991247536)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0008697107994165023)	(82.0, 0.0008697107994165023)	(83.0, 0.0)	(84.0, 0.0013045661991247536)	(85.0, 0.0013045661991247536)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0008697107994165023)	(91.0, 0.0008697107994165023)	(92.0, 0.0)	(93.0, 0.0017394215988330046)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_0_M_NS1_S62_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.002304423571487656)	(37.0, 0.0036870777143802502)	(38.0, 0.001382654142892594)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.002304423571487656)	(42.0, 0.023044235714876564)	(43.0, 0.05738014693004264)	(44.0, 0.1790537115045909)	(45.0, 0.3590291924377763)	(46.0, 0.9694709965248525)	(47.0, 19.703512863285408)	(48.0, 34.437075409967484)	(49.0, 5.792629531648076)	(50.0, 2.4028224579902546)	(51.0, 8.238083825711865)	(52.0, 15.026454782598275)	(53.0, 8.672467668937479)	(54.0, 2.2451998857004805)	(55.0, 1.2920902965331063)	(56.0, 0.2044023707909552)	(57.0, 0.07581553550194386)	(58.0, 0.05507572335855499)	(59.0, 0.05346262685851362)	(60.0, 0.012443887286033345)	(61.0, 0.016591849714711122)	(62.0, 0.1345783365748793)	(63.0, 0.027192198143554346)	(64.0, 0.006452386000165438)	(65.0, 0.0036870777143802502)	(66.0, 0.002304423571487656)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_0_M_NS1_S62_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0013346798770314961)	(32.0, 0.0026693597540629922)	(33.0, 0.0026693597540629922)	(34.0, 0.004004039631094488)	(35.0, 0.0053387195081259844)	(36.0, 0.009342759139220475)	(37.0, 0.021354878032503938)	(38.0, 0.026693597540629922)	(39.0, 0.029362957294692918)	(40.0, 0.049828048742509186)	(41.0, 0.06584420726688714)	(42.0, 0.08230525908360892)	(43.0, 0.10543971028548821)	(44.0, 0.18507560961503428)	(45.0, 1.026146378791038)	(46.0, 11.411068055328496)	(47.0, 10.078390198112567)	(48.0, 13.41820414373589)	(49.0, 17.81108051233502)	(50.0, 2.3821811338551173)	(51.0, 4.251622748283628)	(52.0, 5.086465011366643)	(53.0, 7.658170687761016)	(54.0, 8.228301441899868)	(55.0, 1.3945180248517228)	(56.0, 7.127857883286919)	(57.0, 7.278899156037714)	(58.0, 0.8097057920657753)	(59.0, 0.3303332695652947)	(60.0, 0.2495851370048897)	(61.0, 0.20754272087839779)	(62.0, 0.1241252285639291)	(63.0, 0.08030323926806165)	(64.0, 0.0711829267750131)	(65.0, 0.05694634142001051)	(66.0, 0.04093018289563255)	(67.0, 0.038038376495397645)	(68.0, 0.032699656987271654)	(69.0, 0.014681478647346459)	(70.0, 0.01290190547797113)	(71.0, 0.03247721034109974)	(72.0, 0.11389268284002103)	(73.0, 0.023579344494223095)	(74.0, 0.004004039631094488)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0013346798770314961)	(78.0, 0.0026693597540629922)	(79.0, 0.0013346798770314961)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.000889786584687664)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.002891806400234908)	(97.0, 0.002891806400234908)	(98.0, 0.000889786584687664)	(99.0, 0.0)	(100.0, 0.0)
036R_0_M_NS1_week5_S41_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0008915854395180007)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0026747563185540025)	(42.0, 0.018500397869998512)	(43.0, 0.06887497520276556)	(44.0, 0.1990464493723937)	(45.0, 0.4239488764908092)	(46.0, 1.0551913676695426)	(47.0, 16.533337494058863)	(48.0, 38.54368434310511)	(49.0, 5.74337050501471)	(50.0, 2.8287777032308368)	(51.0, 8.804183318881368)	(52.0, 12.13291755732175)	(53.0, 7.448750554453526)	(54.0, 4.200704798288864)	(55.0, 1.3179861759674594)	(56.0, 0.27237935177274863)	(57.0, 0.09473095294878757)	(58.0, 0.052603540931562054)	(59.0, 0.06374835892553701)	(60.0, 0.01003033619457751)	(61.0, 0.01649433063108301)	(62.0, 0.13462940136721835)	(63.0, 0.024518599586745023)	(64.0, 0.0026747563185540025)	(65.0, 0.004457927197590004)	(66.0, 0.0008915854395180007)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_0_M_NS1_week5_S41_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0026098700937160543)	(33.0, 0.0052197401874321085)	(34.0, 0.0026098700937160543)	(35.0, 0.0013049350468580271)	(36.0, 0.003914805140574081)	(37.0, 0.0065246752342901365)	(38.0, 0.003914805140574081)	(39.0, 0.007829610281148163)	(40.0, 0.017834112307059707)	(41.0, 0.03305835452040335)	(42.0, 0.05219740187432108)	(43.0, 0.07351134097300217)	(44.0, 0.12353385110256)	(45.0, 0.7988377378515895)	(46.0, 10.459054400568903)	(47.0, 7.751096689162799)	(48.0, 12.111537148238959)	(49.0, 24.352045376938616)	(50.0, 2.7801641173311142)	(51.0, 4.390236475979107)	(52.0, 4.8543583743115075)	(53.0, 5.28324702637875)	(54.0, 6.080779829183773)	(55.0, 1.3386458689018368)	(56.0, 9.05864160611508)	(57.0, 7.849619285200585)	(58.0, 0.8342884732912328)	(59.0, 0.3253638050166007)	(60.0, 0.3492876142089979)	(61.0, 0.3253638050166006)	(62.0, 0.1130943707276957)	(63.0, 0.0769911677646236)	(64.0, 0.10613471714445286)	(65.0, 0.05872207710861122)	(66.0, 0.03653818131202476)	(67.0, 0.0574171420617532)	(68.0, 0.049805020955081374)	(69.0, 0.021748917447633787)	(70.0, 0.01870406900496506)	(71.0, 0.029143549379829273)	(72.0, 0.10656969549340557)	(73.0, 0.02827359268192393)	(74.0, 0.0013049350468580271)	(75.0, 0.0021748917447633785)	(76.0, 0.0013049350468580271)	(77.0, 0.0013049350468580271)	(78.0, 0.0013049350468580271)	(79.0, 0.0006524675234290136)	(80.0, 0.0013049350468580271)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0006524675234290136)	(88.0, 0.0006524675234290136)	(89.0, 0.0)	(90.0, 0.0013049350468580271)	(91.0, 0.0026098700937160543)	(92.0, 0.0013049350468580271)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0008699566979053514)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0034798267916214057)
036R_L_M_NS1_S63_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0009878616499759052)	(36.0, 0.0009878616499759052)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0009878616499759052)	(41.0, 0.006915031549831334)	(42.0, 0.020251163824506056)	(43.0, 0.04395984342392778)	(44.0, 0.1728757887457834)	(45.0, 0.4277440944395665)	(46.0, 1.106158082560511)	(47.0, 17.277700258076145)	(48.0, 32.20898213205743)	(49.0, 5.335193806106996)	(50.0, 2.2706000024696658)	(51.0, 12.873813022487523)	(52.0, 17.463912179096454)	(53.0, 6.8804563920819986)	(54.0, 2.431127520590768)	(55.0, 1.0362668708247176)	(56.0, 0.16299717224602464)	(57.0, 0.06025956064853021)	(58.0, 0.03408122692416873)	(59.0, 0.04791129002383141)	(60.0, 0.011854339799710862)	(61.0, 0.013830063099662672)	(62.0, 0.07754713952310849)	(63.0, 0.017781509699566288)	(64.0, 0.0029635849499277155)	(65.0, 0.0014817924749638577)	(66.0, 0.0014817924749638577)	(67.0, 0.0)	(68.0, 0.0014817924749638577)	(69.0, 0.0029635849499277155)	(70.0, 0.0014817924749638577)	(71.0, 0.0014817924749638577)	(72.0, 0.0014817924749638577)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_L_M_NS1_S63_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.001417210127383535)	(33.0, 0.004251630382150605)	(34.0, 0.009448067515890233)	(35.0, 0.012754891146451815)	(36.0, 0.01133768101906828)	(37.0, 0.012754891146451815)	(38.0, 0.021258151910753028)	(39.0, 0.03613885824828014)	(40.0, 0.049602354458423724)	(41.0, 0.06613647261123164)	(42.0, 0.08833943127357369)	(43.0, 0.12188007095498403)	(44.0, 0.17691506423504474)	(45.0, 0.8333195549015201)	(46.0, 9.403425396878736)	(47.0, 9.582938679680732)	(48.0, 13.078015055496033)	(49.0, 17.746305215093265)	(50.0, 2.1520335784319338)	(51.0, 3.5841244121529496)	(52.0, 4.098807890080953)	(53.0, 6.1020344051373065)	(54.0, 6.4445268525884805)	(55.0, 1.224469550059361)	(56.0, 10.937082956396216)	(57.0, 11.519556318751096)	(58.0, 1.1122737483081675)	(59.0, 0.42020280276921773)	(60.0, 0.2950159081836722)	(61.0, 0.20714888028589348)	(62.0, 0.12896612159190168)	(63.0, 0.10133052410792275)	(64.0, 0.09211865827992972)	(65.0, 0.05172816964949904)	(66.0, 0.039445681878841725)	(67.0, 0.04157149706991703)	(68.0, 0.03306823630561582)	(69.0, 0.016534118152807913)	(70.0, 0.015116908025424374)	(71.0, 0.020785748534958508)	(72.0, 0.06235724560487552)	(73.0, 0.016534118152807906)	(74.0, 0.0033068236305615816)	(75.0, 0.001417210127383535)	(76.0, 0.0021258151910753024)	(77.0, 0.004487832070047861)	(78.0, 0.004724033757945116)	(79.0, 0.0009448067515890234)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.001417210127383535)	(84.0, 0.001417210127383535)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0007086050636917675)	(88.0, 0.0016534118152807908)	(89.0, 0.0009448067515890234)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0009448067515890234)	(93.0, 0.0)	(94.0, 0.001417210127383535)	(95.0, 0.001417210127383535)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_L_M_NS1_week5_S42_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0008460344251405885)	(35.0, 0.0008460344251405885)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0008460344251405885)	(39.0, 0.0008460344251405885)	(40.0, 0.0008460344251405885)	(41.0, 0.002115086062851471)	(42.0, 0.016497671290241475)	(43.0, 0.04822396223301355)	(44.0, 0.16116955798928212)	(45.0, 0.3016112725626192)	(46.0, 0.7239939593140623)	(47.0, 16.085229507982188)	(48.0, 37.61680562783634)	(49.0, 5.327267266503596)	(50.0, 2.182768816862785)	(51.0, 9.184972736540116)	(52.0, 14.087319213014501)	(53.0, 8.728960181389137)	(54.0, 3.885413097457982)	(55.0, 1.1127467776661415)	(56.0, 0.21446972677313905)	(57.0, 0.07148990892437969)	(58.0, 0.03849456634389679)	(59.0, 0.03468741143076414)	(60.0, 0.007614309826265297)	(61.0, 0.019247283171948387)	(62.0, 0.10617732035514389)	(63.0, 0.02622706717935824)	(64.0, 0.009729395889116768)	(65.0, 0.0025381032754217656)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_L_M_NS1_week5_S42_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0037247415960516583)	(35.0, 0.006207902660086097)	(36.0, 0.0024831610640344386)	(37.0, 0.0)	(38.0, 0.0043455318620602675)	(39.0, 0.015519756650215242)	(40.0, 0.024417750463005313)	(41.0, 0.02690091152703976)	(42.0, 0.03331574427579538)	(43.0, 0.06725227881759939)	(44.0, 0.12001945142833129)	(45.0, 0.7627443068359113)	(46.0, 10.260421516592052)	(47.0, 7.336499363690299)	(48.0, 11.44695864502212)	(49.0, 23.284601297448823)	(50.0, 2.671881304901132)	(51.0, 4.373260493941711)	(52.0, 4.826437388127892)	(53.0, 6.276603449524434)	(54.0, 6.734332805661652)	(55.0, 1.2415805320172002)	(56.0, 9.586243287706441)	(57.0, 8.560904698348432)	(58.0, 0.8295827254761708)	(59.0, 0.2936337958220719)	(60.0, 0.3277772604525451)	(61.0, 0.2783209692605261)	(62.0, 0.1204333116056703)	(63.0, 0.08691063724120533)	(64.0, 0.07987501422644105)	(65.0, 0.04676620003931527)	(66.0, 0.033936534541803995)	(67.0, 0.038695926581203334)	(68.0, 0.029797932768413266)	(69.0, 0.011588084965494046)	(70.0, 0.010760364610815901)	(71.0, 0.02400389028566624)	(72.0, 0.09229081954661326)	(73.0, 0.02069300886695365)	(74.0, 0.0016554407093562924)	(75.0, 0.0012415805320172193)	(76.0, 0.0012415805320172193)	(77.0, 0.0)	(78.0, 0.0008277203546781462)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0008277203546781462)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0012415805320172193)	(96.0, 0.0012415805320172193)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
