	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	ARGSYN-PWY	Sex_and_consortia	Female_S2	0.0482565540621378	0.0208884714434776	98	98	0.0230187165855076	0.202820612901485	ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	Superpathways	Biosynthesis	Amino acid biosynthesis				
1	ARGSYNBSUB-PWY	Sex_and_consortia	Female_S2	0.0482924534074325	0.0247733712245322	98	98	0.0541696888844924	0.202820612901485	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis						
2	ASPASN-PWY	Sex_and_consortia	Female_S2	-0.0956700240837624	0.0401653488484038	98	98	0.0191951291481924	0.202820612901485	ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis // Interconversion of L-aspartate and L-asparagine	Superpathways	Biosynthesis	Amino acid biosynthesis				
3	BIOTIN-BIOSYNTHESIS-PWY	Sex_and_consortia	Female_S2	-0.0393717793483694	0.0184877821171069	98	98	0.0357614761373302	0.202820612901485	BIOTIN-BIOSYNTHESIS-PWY	superpathway of biotin biosynthesis I // vitamin H biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
4	BRANCHED-CHAIN-AA-SYN-PWY	Sex_and_consortia	Female_S2	0.0232574350910807	0.0118810592934524	98	98	0.0531900565522734	0.202820612901485	BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis // superpathway of L-leucine, L-valine, and L-isoleucine biosynthesis	Superpathways	Metabolic clusters		Biosynthesis	Amino acid biosynthesis		
5	FASYN-INITIAL-PWY	Sex_and_consortia	Female_S2	-0.081517122365286	0.0283451343622943	98	98	0.0049634839962789	0.202820612901485	FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
6	FUC-RHAMCAT-PWY	Sex_and_consortia	Female_S2	-0.0716627325637796	0.0297956279752386	98	98	0.0180830276538905	0.202820612901485	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation // fucose and rhamnose catabolism	Superpathways						
7	GALACT-GLUCUROCAT-PWY	Sex_and_consortia	Female_S2	-0.0939207683689897	0.0394027611454558	98	98	0.01911154838367	0.202820612901485	GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation // galacturonate and glucuronate catabolism // superpathway of galacturonate and glucuronate degradation	Superpathways						
8	GALACTUROCAT-PWY	Sex_and_consortia	Female_S2	-0.0751884572456081	0.0361858298655017	98	98	0.0403929093710708	0.202820612901485	GALACTUROCAT-PWY	D-galacturonate degradation I // D-galacturonate catabolism // D-galacturonate degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
9	GLUCUROCAT-PWY	Sex_and_consortia	Female_S2	-0.103361918538579	0.0458521286413222	98	98	0.0264542792799623	0.202820612901485	GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronides degradation (to pyruvate) // D-glucuronate catabolism // D-glucuronate degradation // glucuronic acid degradation // glucuronate degradation // &beta;-D-glucuronide degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Superpathways			
10	GLYCOLYSIS-E-D	Sex_and_consortia	Female_S2	-0.0863070263626487	0.0354660213828336	98	98	0.0168032478267468	0.202820612901485	GLYCOLYSIS-E-D	superpathway of glycolysis and the Entner-Doudoroff pathway	Superpathways	Generation of precursor metabolites and energy					
11	HISDEG-PWY	Sex_and_consortia	Female_S2	-0.114099469444109	0.0534028271987874	98	98	0.0351744346954604	0.202820612901485	HISDEG-PWY	L-histidine degradation I	Degradation/utilization/assimilation						
12	ILEUSYN-PWY	Sex_and_consortia	Female_S2	0.0187501101442263	0.0097576265806262	98	98	0.0576239435069828	0.202820612901485	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	Biosynthesis						
13	P122-PWY	Sex_and_consortia	Female_S2	0.175286880003108	0.089085800835053	98	98	0.0519976948947231	0.202820612901485	P122-PWY	heterolactic fermentation // lactate heterofermentation // glucose fermentation to lactate // phosphoketolase pathway // lactic acid heterofermentation // glucose fermentation to lactic acid	Generation of precursor metabolites and energy						
14	P124-PWY	Sex_and_consortia	Female_S2	0.179963938106391	0.0899503369066724	98	98	0.0482484550354115	0.202820612901485	P124-PWY	Bifidobacterium shunt // Bifidum fermentation // Bifidum pathway // fructose 6-phosphate pathway // Bifidum shunt // glucose fermentation to lactate (Bifidobacteria) // glucose fermentation to lactic acid (Bifidobacteria)	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
15	P221-PWY	Sex_and_consortia	Female_S2	-0.19547506606915	0.0827065599836616	98	98	0.0201197395538651	0.202820612901485	P221-PWY	octane oxidation	Degradation/utilization/assimilation						
16	P461-PWY	Sex_and_consortia	Female_S2	-0.103781031366314	0.0364462631253967	98	98	0.005389553656738	0.202820612901485	P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate // sorbitol metabolism // sorbitol fermentation // mannitol fermentation // sugar alcohol fermentation // hexitol fermentation to lactic acid, formic acid, ethanol and acetic acid	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Superpathways		Generation of precursor metabolites and energy	
