"features"	"coefs"	"category"
"1"	"EC.1.1.1.339"	-7.34492798022472	"left"
"2"	"EC.3.1.31.1"	-6.414710010987	"left"
"3"	"EC.3.4.11.14"	-6.29379544613098	"left"
"4"	"EC.3.5.1.47"	-5.6759733738198	"left"
"5"	"EC.2.4.1.64"	-5.06734995216117	"left"
"6"	"EC.3.2.1.139"	-4.80941875445616	"left"
"7"	"EC.3.4.19.11"	-4.80830497703399	"left"
"8"	"EC.1.18.1.1"	-4.75243441818716	"left"
"9"	"EC.1.5.1.28"	-4.54480438853938	"left"
"10"	"EC.2.3.1.187"	-4.3268847309799	"left"
"11"	"EC.2.3.2.10"	4.4505655396388	"right"
"12"	"EC.4.3.1.12"	4.71370831095438	"right"
"13"	"EC.2.7.1.74"	5.27059634164768	"right"
"14"	"EC.2.7.1.76"	5.27059634164768	"right"
"15"	"EC.1.18.1.3"	6.41552577957002	"right"
"16"	"EC.2.4.1.52"	7.03436723597668	"right"
"17"	"EC.2.3.1.209"	7.26518638376288	"right"
"18"	"EC.4.1.1.7"	7.71521589013313	"right"
"19"	"EC.1.3.3.15"	8.78368846634656	"right"
"20"	"EC.1.3.3.4"	8.78368846634656	"right"
