Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
048R_S2_R_Female_week5_S61_L001_R1_001	34.958337324011104	59.67739360853047
048R_S2_R_Female_week5_S61_L001_R2_001	32.12814864476582	57.101012035884175
048R_S2_R_Female_week9_S75_L001_R1_001	28.622448979591837	65.5026455026455
048R_S2_R_Female_week9_S75_L001_R2_001	35.989229024943306	53.100907029478456
1050R_S2_L_Male_week5_S68_L001_R1_001	32.91504874710171	61.05204346732967
1050R_S2_L_Male_week5_S68_L001_R2_001	33.134061513534654	55.41358214375506
1050R_S2_L_Male_week9_S82_L001_R1_001	29.061397744695956	63.974803435071266
1050R_S2_L_Male_week9_S82_L001_R2_001	30.0266618327933	60.55785919833232
1050R_S2_RR_Male_week5_S70_L001_R1_001	34.469724933189624	59.41546457204447
1050R_S2_RR_Male_week5_S70_L001_R2_001	32.597557914630364	57.635577079242275
1050R_S2_RR_Male_week9_S84_L001_R1_001	23.27600199587599	69.82500015029187
1050R_S2_RR_Male_week9_S84_L001_R2_001	33.31850453580854	56.409346951780364
1050R_S2_R_Male_week5_S69_L001_R1_001	32.17327694209247	61.68534696588779
1050R_S2_R_Male_week5_S69_L001_R2_001	32.687861028663676	56.173747803348164
1050R_S2_R_Male_week9_S83_L001_R1_001	34.344589391146066	58.79287142268169
1050R_S2_R_Male_week9_S83_L001_R2_001	31.90123917761546	56.705794497211265
1127R_S2_0_Female_week5_S62_L001_R1_001	38.483482547793635	55.80759297341836
1127R_S2_0_Female_week5_S62_L001_R2_001	35.20561129459989	53.12657956142719
1127R_S2_0_Female_week9_S76_L001_R1_001	30.46636142637694	63.72388182130021
1127R_S2_0_Female_week9_S76_L001_R2_001	29.522303917913227	59.23550730041311
1127R_S2_R_Female_week5_S63_L001_R1_001	27.96782858377844	65.88656642687333
1127R_S2_R_Female_week5_S63_L001_R2_001	33.46892463490691	54.881286856648856
1127R_S2_R_Female_week9_S77_L001_R1_001	31.945230237309445	61.92322803708943
1127R_S2_R_Female_week9_S77_L001_R2_001	29.4000471475719	59.310073864529315
2514R_S2_L_Male_week5_S71_L001_R1_001	30.099137251095122	62.801082379779395
2514R_S2_L_Male_week5_S71_L001_R2_001	31.84526337503489	58.875635534091316
2514R_S2_L_Male_week9_S85_L001_R1_001	33.57341842678417	60.17474547941042
2514R_S2_L_Male_week9_S85_L001_R2_001	30.316061388846684	57.4851846223978
2514R_S2_R_Male_week5_S72_L001_R1_001	34.92819285347923	58.98786117285006
2514R_S2_R_Male_week5_S72_L001_R2_001	32.593605744571725	57.69362284151136
2514R_S2_R_Male_week9_S86_L001_R1_001	22.14109135335834	72.00985024196089
2514R_S2_R_Male_week9_S86_L001_R2_001	34.68058299687885	55.1250847101719
2808_NS1_0_Female_week5_S37_L001_R1_001	33.22550534920017	61.06024132809814
2808_NS1_0_Female_week5_S37_L001_R2_001	23.45674346891191	65.1192847074473
2808_NS1_0_Female_week9_S49_L001_R1_001	24.611691722584617	69.81287944323645
2808_NS1_0_Female_week9_S49_L001_R2_001	22.682814679728477	66.49053486396545
2808_NS1_L_Female_week5_S38_L001_R1_001	30.97691789284511	63.37049309221611
2808_NS1_L_Female_week5_S38_L001_R2_001	28.100078625182523	59.84429405818264
2808_NS1_L_Female_week9_S50_L001_R1_001	25.031680243914057	69.59363536753847
2808_NS1_L_Female_week9_S50_L001_R2_001	23.124196084036015	65.94826354151779
2808_NS1_RR_Female_week5_S40_L001_R1_001	30.54926387315968	62.04522933182333
