sample	weighted_NSTI
Plate1_1136R_RL_F_S5_week10_S58_L001	0.0009729578893162725
Plate1_1136R_R_F_S5_week10_S57_L001	0.0008960839703378762
Plate1_2518R_L_M_S5_week10_S61_L001	0.001072996820395222
Plate1_2518R_R_M_S5_week10_S62_L001	0.0010576628284793544
Plate1_3752R_0_F_S5_week10_S59_L001	0.0010799667982944457
Plate1_3752R_L_F_S5_week10_S60_L001	0.0012175730795737695
Plate1_3893R_RL_M_S5_week10_S64_L001	0.0010730952409643973
Plate1_3893R_R_M_S5_week10_S63_L001	0.0010190606964842477
Plate2_096R_0_M_S5_week9_S74_L001	0.0011561745248230718
Plate2_1060R_L_M_S5_week9_S75_L001	0.0007291058888198794
Plate2_1076R_0_M_S5_week9_S76_L001	0.0008465570519967137
Plate2_1136R_0_F_S5_week9_S69_L001	0.0013737914482407877
Plate2_2402R_0_F_S5_week9_S70_L001	0.0007419407643354883
Plate2_2433R_0_F_S5_week9_S71_L001	0.001073168052076977
Plate2_2475R_0_M_S5_week9_S77_L001	0.001075125707784183
Plate2_2518R_0_M_S5_week9_S78_L001	0.0011212875030521534
Plate2_3924R_L_F_S5_week9_S72_L001	0.001054782717575626
Plate2_3929R_0_F_S5_week9_S73_L001	0.0011231390506915196
Plate3_096R_0_M_S5_week5_S4_L001	0.0009832190160889963
Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	0.001084675012455063
Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	0.0008998583900475554
Plate4_1060R_L_M_S5_week5_S12_L001	0.0006121683494738718
Plate4_1076R_0_M_S5_week5_S13_L001	0.0011192935587661427
Plate4_1136R_0_F_S5_week5_S14_L001	0.0009897001884309658
Plate4_2402R_0_F_S5_week5_S15_L001	0.000628304501086398
Plate4_2402R_R_F_S5_week5_S16_L001	0.0008007682636208251
Plate4_2433R_0_F_S5_week5_S17_L001	0.0013987454405644958
Plate4_2475R_0_M_S5_week5_S18_L001	0.002185673340198708
Plate4_2475R_RL_M_S5_week5_S19_L001	0.0009939510199287206
Plate4_2518R_0_M_S5_week5_S20_L001	0.0008710288658700418
Plate4_3924R_L_F_S5_week5_S21_L001	0.0008780009206005669
Plate4_3929R_0_F_S5_week5_S22_L001	0.000836292545212074
