sample	weighted_NSTI
Plate1_1030R_0_M_NS1_week10_S77_L001	0.0007070605147633821
Plate1_1030R_R_M_NS1_week10_S78_L001	0.0007285913739971738
Plate1_2472R_0_F_NS1_week10_S73_L001	0.0006997308116817767
Plate1_2472R_R_F_NS1_week10_S74_L001	0.0007287191620192842
Plate1_3874R_0_F_NS1_week10_S75_L001	0.0006734541688121408
Plate1_3874R_L_F_NS1_week10_S76_L001	0.0007033004541948755
Plate1_3974R_0_M_NS1_week10_S79_L001	0.0007108441150544673
Plate1_3974R_L_M_NS1_week10_S80_L001	0.0007272274178050218
Plate2_036R_R_M_NS1_week5_S18_L001	0.00081361150452408
Plate2_036R_R_M_NS1_week9_S21_L001	0.0007428914032653105
Plate2_1030R_L_M_NS1_week5_S22_L001	0.0011286222397859614
Plate2_1030R_L_M_NS1_week9_S25_L001	0.0006622262667156599
Plate2_1121R_0_M_NS1_week5_S26_L001	0.0006961996217570394
Plate2_1121R_0_M_NS1_week9_S29_L001	0.0007364937308764081
Plate2_1151R_R_M_NS1_week5_S30_L001	0.0011299954670494165
Plate2_1151R_R_M_NS1_week9_S33_L001	0.0007618675466167698
Plate2_1193R_R_F_NS1_week5_S1_L001	0.0013266799286879506
Plate2_1193R_R_F_NS1_week9_S4_L001	0.0007547878638676583
Plate2_2529R_R_F_NS1_week5_S5_L001	0.0011900114057582347
Plate2_2529R_R_F_NS1_week9_S8_L001	0.0006440781349190246
Plate2_3861R_R_M_NS1_week9_S34_L001	0.0006446826429965883
Plate2_3971R_L_F_NS1_week5_S9_L001	0.000985716536267123
Plate2_3971R_L_F_NS1_week9_S12_L001	0.0008820522476289352
Plate2_3975R_0_F_NS1_week9_S13_L001	0.0008512074573713598
Plate2_3975R_R_F_NS1_week5_S14_L001	0.0007974571544534642
Plate2_3975R_R_F_NS1_week9_S17_L001	0.0007331985314520833
Plate4_036R_0_M_NS1_S62_L001	0.0008950666369736194
Plate4_036R_0_M_NS1_week5_S41_L001	0.0010583581376215588
Plate4_036R_L_M_NS1_S63_L001	0.0008438882438023356
Plate4_036R_L_M_NS1_week5_S42_L001	0.001025923295609401
Plate4_036R_RL_M_NS1_S64_L001	0.0007056832848392533
Plate4_036R_RL_M_NS1_week5_S43_L001	0.0011021324297638938
Plate4_036R_RR_M_NS1_S65_L001	0.0008434950550712636
Plate4_036R_RR_M_NS1_week5_S44_L001	0.0009578178281112762
Plate4_1030R_RR_M_NS1_week5_S45_L001	0.0010319058296042983
Plate4_1030R_RR_M_NS1_week9_S66_L001	0.0007134051818986956
Plate4_1121R_L_M_NS1_week5_S46_L001	0.0009184994776586787
Plate4_1121R_L_M_NS1_week9_S67_L001	0.0006530147371573394
