"features"	"coefs"	"category"
"1"	"ko.K18431"	-8.94554965662989	"left"
"2"	"ko.K20373"	-6.86142321999234	"left"
"3"	"ko.K15773"	-6.78360784998609	"left"
"4"	"ko.K02203"	-6.7700861715345	"left"
"5"	"ko.K01406"	-6.63572667954263	"left"
"6"	"ko.K11031"	-6.30107362448444	"left"
"7"	"ko.K03813"	-6.2075958678869	"left"
"8"	"ko.K01697"	-6.02342775953164	"left"
"9"	"ko.K07493"	-5.69535090880619	"left"
"10"	"ko.K07219"	-5.67046390633694	"left"
"11"	"ko.K21701"	7.24817466561306	"right"
"12"	"ko.K00886"	7.44965920679272	"right"
"13"	"ko.K03519"	7.53698352461762	"right"
"14"	"ko.K15973"	7.62152203908216	"right"
"15"	"ko.K14680"	7.69006528709302	"right"
"16"	"ko.K19429"	7.86079020890192	"right"
"17"	"ko.K21011"	8.3191293358573	"right"
"18"	"ko.K21012"	8.3191293358573	"right"
"19"	"ko.K06330"	8.3191293358573	"right"
"20"	"ko.K08961"	11.0717538960189	"right"
