"features"	"coefs"	"category"
"1"	"EC.2.7.7.82"	-7.58582189917119	"left"
"2"	"EC.5.3.2.6"	-6.80236574832805	"left"
"3"	"EC.4.2.1.22"	-5.89204177055333	"left"
"4"	"EC.1.8.99.2"	-5.41455840671031	"left"
"5"	"EC.2.3.1.187"	-5.41250084832898	"left"
"6"	"EC.2.3.1.81"	-5.2049558024862	"left"
"7"	"EC.2.7.1.144"	-4.20006183627234	"left"
"8"	"EC.1.13.12.4"	-3.91202329386439	"left"
"9"	"EC.3.7.1.3"	-3.9120232915725	"left"
"10"	"EC.3.1.4.17"	-3.9120232915725	"left"
"11"	"EC.1.14.15.20"	5.39712870825808	"right"
"12"	"EC.1.3.1.44"	5.39712870825808	"right"
"13"	"EC.2.3.2.16"	5.39712870825808	"right"
"14"	"EC.2.6.1.33"	5.39712870825808	"right"
"15"	"EC.1.1.1.367"	5.41962831002864	"right"
"16"	"EC.2.4.1.52"	5.44984823552003	"right"
"17"	"EC.2.7.1.63"	6.31539440004347	"right"
"18"	"EC.2.6.1.44"	8.11330561883672	"right"
"19"	"EC.2.6.1.45"	8.11330561883672	"right"
"20"	"EC.2.6.1.51"	8.11330561883672	"right"
