"features"	"coefs"	"category"
"1"	"ko.K09607"	-2.98903108944762	"left"
"2"	"ko.K20531"	-2.98903108944165	"left"
"3"	"ko.K20529"	-2.98903108944165	"left"
"4"	"ko.K19170"	-2.98903108944165	"left"
"5"	"ko.K17398"	-2.98903108944165	"left"
"6"	"ko.K13486"	-2.98903108944165	"left"
"7"	"ko.K06685"	-2.98903108944165	"left"
"8"	"ko.K03200"	-2.98903108944165	"left"
"9"	"ko.K00720"	-2.98903108944165	"left"
"10"	"ko.K18285"	-2.43730174469343	"left"
"11"	"ko.K02099"	1.62431976719919	"right"
"12"	"ko.K02116"	1.62431976719919	"right"
"13"	"ko.K00138"	1.6258926458222	"right"
"14"	"ko.K03809"	1.6258926458222	"right"
"15"	"ko.K07784"	1.6258926458222	"right"
"16"	"ko.K10538"	1.6258926458222	"right"
"17"	"ko.K10708"	1.6258926458222	"right"
"18"	"ko.K15524"	1.6258926458222	"right"
"19"	"ko.K16868"	1.6258926458222	"right"
"20"	"ko.K04844"	1.62923760065756	"right"
