sample	weighted_NSTI
1136R_R_F_S5_week10	0.000870535713177488
1136R_RL_F_S5_week10	0.0009522958700042169
2518R_L_M_S5_week10	0.0010344024953307036
2518R_R_M_S5_week10	0.0010531353560852717
3752R_0_F_S5_week10	0.0010383865677272347
3752R_L_F_S5_week10	0.0011941203752276407
3893R_R_M_S5_week10	0.0009993326667968332
3893R_RL_M_S5_week10	0.0010623654706441931
S5_inocula	0.0016028906853623051
096R_0_M_S5_week9	0.0011370583434705851
1060R_L_M_S5_week9	0.0007130507879979657
1076R_0_M_S5_week9	0.0008269527227062045
1136R_0_F_S5_week9	0.0013508184923060182
2402R_0_F_S5_week9	0.0007216739304073762
2433R_0_F_S5_week9	0.0010422173646108049
2475R_0_M_S5_week9	0.0010468602636608112
2518R_0_M_S5_week9	0.0010940698502461608
3924R_L_F_S5_week9	0.0010513074290033474
3929R_0_F_S5_week9	0.0011125866064514585
096R_0_M_S5_week5	0.0009617416596757071
2402R_R_F_S5_Pellet_week9	0.0010491407495090259
2475R_RL_M_S5_Pellet_week9	0.0008674757124824459
S5_defined_inocula	0.0014804623695465827
1060R_L_M_S5_week5	0.0005593994072168988
1076R_0_M_S5_week5	0.0010466076481013842
1136R_0_F_S5_week5	0.000913803324183832
2402R_0_F_S5_week5	0.0005705028046305362
2402R_R_F_S5_week5	0.000578988365803822
2475R_RL_M_S5_week5	0.0009364154518784586
2518R_0_M_S5_week5	0.0008074716540821507
3924R_L_F_S5_week5	0.0008518987725090299
3929R_0_F_S5_week5	0.0007870613339190822
S5_defined_inocula.1	0.0014440097363217666
