	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	PWY-6676	Week_and_consortia	NS1_w5w6	-6.43969996752386	0.0481945413141546	75	43	1.0494703041381701e-88	3.24286323978695e-86	PWY-6676	superpathway of sulfide oxidation (phototrophic sulfur bacteria)	Degradation/utilization/assimilation	Superpathways					
1	PWY-7316	Week_and_consortia	NS1_w5w6	6.75956856156327	0.0638982967349437	75	75	1.24455227323802e-81	1.92283326215274e-79	PWY-7316	dTDP-<i>N</i>-acetylviosamine biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-glucose biosynthesis	Biosynthesis						
2	PWY-4984	Week_and_consortia	NS1_w5w6	-2.31154831496732	0.0378528070343	75	75	2.05640040938718e-64	2.1180924216688e-62	PWY-4984	urea cycle // Krebs ornithine cycle // Krebs-Henseleit cycle	Degradation/utilization/assimilation						
3	PWY-6572	Week_and_consortia	NS1_w5w6	1.25687659822819	0.0206363806176949	75	33	4.43914472854155e-64	3.42923930279835e-62	PWY-6572	chondroitin sulfate degradation I (bacterial)	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
4	P221-PWY	Week_and_consortia	NS1_w5w6	-5.06023107708891	0.0850743719978522	75	75	1.35366541143822e-63	8.365652242688169e-62	P221-PWY	octane oxidation	Degradation/utilization/assimilation						
5	MET-SAM-PWY	Week_and_consortia	NS1_w5w6	1.06462177665655	0.0253620531104488	75	75	1.0779899622132901e-52	5.55164830539844e-51	MET-SAM-PWY	superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis from L-aspartate	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
6	PWY-5920	Week_and_consortia	NS1_w5w6	1.57245848344305	0.0384698635659002	75	33	4.7286698405957605e-52	2.08736997249156e-50	PWY-5920	superpathway of heme <i>b</i> biosynthesis from glycine	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
7	PWY-6471	Week_and_consortia	NS1_w5w6	1.60773123166701	0.0401758858286556	75	75	2.08336321808538e-51	8.046990429854759e-50	PWY-6471	peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)	Detoxification	Superpathways		Biosynthesis	Cell structure biosynthesis		
8	TEICHOICACID-PWY	Week_and_consortia	NS1_w5w6	1.64507438457784	0.0424828741452652	75	75	2.50698854711426e-50	8.60732734509229e-49	TEICHOICACID-PWY	poly(glycerol phosphate) wall teichoic acid biosynthesis // major teichoic acid biosynthesis // glycerol teichoic acid biosynthesis	Biosynthesis						
9	PWY0-1415	Week_and_consortia	NS1_w5w6	1.59189021010012	0.0415245047599282	75	33	4.1537221252182997e-50	1.2835001366924499e-48	PWY0-1415	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
