	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
0	METHGLYUT-PWY	Yes	Yes	8	1	Aldehyde-Degradation // Super-Pathways	superpathway of methylglyoxal degradation	Escherichia coli
1	PWY-5327	Yes	No	43	4	Amino-Acid-Degradation // Super-Pathways	superpathway of L-lysine degradation	Agrobacterium tumefaciens,Anaerovibrio lipolyticus,Bos taurus,Candida tropicalis,Clostridium peptidivorans,Clostridium subterminale,Cyberlindnera saturnus,Escherichia coli,Fusobacterium nucleatum,Geobacillus stearothermophilus,Homo sapiens,Meyerozyma guilliermondii,Mus musculus,Porphyromonas gingivalis,Pseudomonas fluorescens,Pseudomonas putida,Rattus norvegicus,Saccharomyces cerevisiae,Selenomonas ruminantium,Streptomyces clavuligerus,Trichoderma harzianum,Trichoderma viride,Veillonella parvula,Yarrowia lipolytica,Acetoanaerobium sticklandii,[Flavobacterium] lutescens,Slafractonia leguminicola,Candida maltosa L4,Clostridium SB4  ,Neurospora crassa 15069,Neurospora crassa 33933
2	PWY-5497	Yes	No	24	7	NUCLEO-DEG // Energy-Metabolism	purine nucleobases degradation II (anaerobic) // purine fermentation	Clostridium,Gottschalkia acidurici,Clostridium cylindrosporum
3	PWY490-3	Yes	Yes	2	1	Noncarbon-Nutrients	nitrate reduction VI (assimilatory) // nitrate assimilation	Synechococcus elongatus
4	PWY-7431	Yes	Yes	8	1	AMINE-DEG	aromatic biogenic amine degradation (bacteria)	Pseudomonas aeruginosa,Arthrobacter synephrinum,Pseudomonas putida
5	NPGLUCAT-PWY	Yes	No	9	4			
6	P164-PWY	Yes	No	15	2	NUCLEO-DEG // Energy-Metabolism	purine nucleobases degradation I (anaerobic) // purine fermentation	Clostridium,Gottschalkia acidurici,Clostridium cylindrosporum,Gottschalkia purinilytica
7	PWY-6961	Yes	No	7	2	CARBOXYLATES-DEG	L-ascorbate degradation II (bacterial, aerobic)	Escherichia coli,Klebsiella pneumoniae
8	METH-ACETATE-PWY	Yes	No	6	2			
9	PWY-6148	Yes	Yes	14	3	Cofactor-Biosynthesis	tetrahydromethanopterin biosynthesis // H<sub>4</sub>MPT biosynthesis	Methanocaldococcus jannaschii,Methanosarcina mazei,Methanosarcina thermophila,Methanothermobacter marburgensis,Methanothermobacter thermautotrophicus,Methylorubrum extorquens
10	PWY-6142	Yes	Yes	18	9			
11	PWY-6146	Yes	No	58	17			
12	PWY-6147	Yes	Yes	5	3	Other-biosynthesis	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Escherichia coli,Lactococcus lactis,Oryza sativa,Pisum sativum,Saccharomyces cerevisiae,Solanum lycopersicum,Spinacia oleracea,Arabidopsis thaliana
13	P4-PWY	Yes	Yes	18	11	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	Escherichia coli
