Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
016R_0_F_NS6_week9_S79_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0006441597258456207)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0006441597258456207)	(28.0, 0.0006441597258456207)	(29.0, 0.0019324791775368621)	(30.0, 0.002576638903382483)	(31.0, 0.0012883194516912415)	(32.0, 0.0006441597258456207)	(33.0, 0.002576638903382483)	(34.0, 0.0012883194516912415)	(35.0, 0.005153277806764966)	(36.0, 0.0077299167101474485)	(37.0, 0.00966239588768431)	(38.0, 0.0077299167101474485)	(39.0, 0.0077299167101474485)	(40.0, 0.00901823616183869)	(41.0, 0.013527354242758036)	(42.0, 0.023833909856287964)	(43.0, 0.03542878492150914)	(44.0, 0.04122622245411973)	(45.0, 0.1423592994118822)	(46.0, 7.425229159822469)	(47.0, 14.646903846277723)	(48.0, 12.892856912800099)	(49.0, 19.842052035222654)	(50.0, 5.354255641228799)	(51.0, 2.0291031364137053)	(52.0, 0.5269226557417177)	(53.0, 7.411701805579711)	(54.0, 18.947314176023085)	(55.0, 9.43436334473496)	(56.0, 0.7214588929470952)	(57.0, 0.16297241063894205)	(58.0, 0.044447021083347825)	(59.0, 0.039937903002428485)	(60.0, 0.02834302793720731)	(61.0, 0.038005423824891624)	(62.0, 0.00837407643599307)	(63.0, 0.0019324791775368621)	(64.0, 0.002576638903382483)	(65.0, 0.002576638903382483)	(66.0, 0.01674815287198614)	(67.0, 0.08051996573070258)	(68.0, 0.023189750130442343)	(69.0, 0.002576638903382483)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
016R_0_F_NS6_week9_S79_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0006410831741310118)	(36.0, 0.0012821663482620236)	(37.0, 0.0012821663482620236)	(38.0, 0.0012821663482620236)	(39.0, 0.0019232495223930352)	(40.0, 0.005128665393048094)	(41.0, 0.007692998089572141)	(42.0, 0.023720077442847435)	(43.0, 0.03974715679612273)	(44.0, 0.05192773710461196)	(45.0, 0.09616247611965176)	(46.0, 0.16283512622927698)	(47.0, 0.5660764427576834)	(48.0, 7.401305245342531)	(49.0, 19.856269152359825)	(50.0, 19.707537855961434)	(51.0, 9.552139294552076)	(52.0, 6.1050350672496245)	(53.0, 9.368789506750606)	(54.0, 8.923236700729554)	(55.0, 4.571564114728245)	(56.0, 7.363481338068802)	(57.0, 4.398471657712872)	(58.0, 0.8885412793455822)	(59.0, 0.27630684805046607)	(60.0, 0.1307809675227264)	(61.0, 0.10770197325400997)	(62.0, 0.07949431359224546)	(63.0, 0.05064557075634993)	(64.0, 0.035259574577205646)	(65.0, 0.024361160616978447)	(66.0, 0.025643326965240472)	(67.0, 0.04744015488569487)	(68.0, 0.06474940058723219)	(69.0, 0.03461849140307464)	(70.0, 0.0108984139602272)	(71.0, 0.003205415870655059)	(72.0, 0.0038464990447860704)	(73.0, 0.002564332696524047)	(74.0, 0.0012821663482620236)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0006410831741310118)	(82.0, 0.0006410831741310118)	(83.0, 0.0006410831741310118)	(84.0, 0.0006410831741310118)	(85.0, 0.0006410831741310118)	(86.0, 0.0)	(87.0, 0.0006410831741310118)	(88.0, 0.0)	(89.0, 0.0006410831741310118)	(90.0, 0.0)	(91.0, 0.0006410831741310118)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_R_M_NS1_week5_S18_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0007461684251369219)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0014923368502738439)	(38.0, 0.0037308421256846093)	(39.0, 0.0014923368502738439)	(40.0, 0.002238505275410766)	(41.0, 0.004477010550821532)	(42.0, 0.010446357951916906)	(43.0, 0.010446357951916906)	(44.0, 0.022385052754107657)	(45.0, 0.041785431807667625)	(46.0, 0.3984539390231163)	(47.0, 10.157590771388918)	(48.0, 12.87439000731245)	(49.0, 23.057350505156023)	(50.0, 3.5786237669566776)	(51.0, 1.366980554850841)	(52.0, 0.5618648241281021)	(53.0, 4.824725036935337)	(54.0, 29.549761972272382)	(55.0, 11.870793475503291)	(56.0, 0.5797728663313884)	(57.0, 0.15893387455416436)	(58.0, 0.08431703204047217)	(59.0, 0.2686206330492919)	(60.0, 0.12386395857272904)	(61.0, 0.07088600038800758)	(62.0, 0.014923368502738437)	(63.0, 0.0029846737005476878)	(64.0, 0.0014923368502738439)	(65.0, 0.005223178975958453)	(66.0, 0.04999328448417377)	(67.0, 0.22534286439135043)	(68.0, 0.06043964243609068)	(69.0, 0.011192526377053829)	(70.0, 0.002238505275410766)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_R_M_NS1_week5_S18_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0007215267506042787)	(38.0, 0.0007215267506042787)	(39.0, 0.0014430535012085574)	(40.0, 0.006493740755438507)	(41.0, 0.008658321007251344)	(42.0, 0.008658321007251344)	(43.0, 0.009379847757855622)	(44.0, 0.02597496302175403)	(45.0, 0.04473465853746528)	(46.0, 0.07215267506042786)	(47.0, 0.2734586384790216)	(48.0, 4.74187380497132)	(49.0, 10.840217901078683)	(50.0, 16.933511309931816)	(51.0, 15.151340235939248)	(52.0, 3.4351888596269706)	(53.0, 6.280890364010245)	(54.0, 6.417980446625059)	(55.0, 4.69641761968325)	(56.0, 16.90537176665825)	(57.0, 10.712507666221725)	(58.0, 1.9055521483459001)	(59.0, 0.5425881164544175)	(60.0, 0.1962552761643638)	(61.0, 0.12915328835816586)	(62.0, 0.09163389732674339)	(63.0, 0.05700061329773801)	(64.0, 0.059165193549550854)	(65.0, 0.042570078285652437)	(66.0, 0.04545618528806956)	(67.0, 0.0945200043291605)	(68.0, 0.13420397561239583)	(69.0, 0.08514015657130487)	(70.0, 0.02308885601933692)	(71.0, 0.010101374508459902)	(72.0, 0.0036076337530213934)	(73.0, 0.00577221400483423)	(74.0, 0.0014430535012085574)	(75.0, 0.0007215267506042787)	(76.0, 0.0014430535012085574)	(77.0, 0.0007215267506042787)	(78.0, 0.0)	(79.0, 0.0007215267506042787)	(80.0, 0.0007215267506042787)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0007215267506042787)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_R_M_NS1_week6_S19_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0007017642352875128)	(36.0, 0.0014035284705750256)	(37.0, 0.0014035284705750256)	(38.0, 0.0007017642352875128)	(39.0, 0.0014035284705750256)	(40.0, 0.002807056941150051)	(41.0, 0.0035088211764375643)	(42.0, 0.0035088211764375643)	(43.0, 0.00491234964701259)	(44.0, 0.015438813176325283)	(45.0, 0.033684683293800616)	(46.0, 0.7550983171693637)	(47.0, 13.82545719939929)	(48.0, 17.305506042190068)	(49.0, 24.229111987536665)	(50.0, 5.007087818776404)	(51.0, 1.940378110569973)	(52.0, 0.35368917458490645)	(53.0, 4.495501691251807)	(54.0, 21.8725876854412)	(55.0, 8.883633454504626)	(56.0, 0.46105910258389593)	(57.0, 0.11158051341071454)	(58.0, 0.056842903058288534)	(59.0, 0.16491459529256552)	(60.0, 0.05894819576415108)	(61.0, 0.06666760235231371)	(62.0, 0.02947409788207554)	(63.0, 0.00491234964701259)	(64.0, 0.0007017642352875128)	(65.0, 0.0021052927058625385)	(66.0, 0.03929879717610072)	(67.0, 0.1859675223511909)	(68.0, 0.061755252705301134)	(69.0, 0.015438813176325283)	(70.0, 0.002807056941150051)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_R_M_NS1_week6_S19_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0013663815483835706)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0006831907741917853)	(37.0, 0.0006831907741917853)	(38.0, 0.0006831907741917853)	(39.0, 0.002049572322575356)	(40.0, 0.006148716967726068)	(41.0, 0.008198289290301424)	(42.0, 0.01161424316126035)	(43.0, 0.022545295548328913)	(44.0, 0.03142677561282212)	(45.0, 0.04577378187084962)	(46.0, 0.09701308993523351)	(47.0, 0.2678107834831799)	(48.0, 6.128904435274507)	(49.0, 15.89579974312027)	(50.0, 20.150711884786705)	(51.0, 15.189380482605962)	(52.0, 3.9946164566993687)	(53.0, 8.159347416172492)	(54.0, 8.144317219140271)	(55.0, 3.4965703823135574)	(56.0, 10.157680430683463)	(57.0, 6.0223266745005875)	(58.0, 1.0644112261908014)	(59.0, 0.32861476238624876)	(60.0, 0.12707348399967208)	(61.0, 0.08403246522558959)	(62.0, 0.08403246522558959)	(63.0, 0.04782335419342497)	(64.0, 0.03484272948378105)	(65.0, 0.02732763096767141)	(66.0, 0.0327931571612057)	(67.0, 0.09359713606427458)	(68.0, 0.13185581941901456)	(69.0, 0.06421993277402782)	(70.0, 0.021178913999945346)	(71.0, 0.008198289290301424)	(72.0, 0.006831907741917853)	(73.0, 0.002732763096767141)	(74.0, 0.0013663815483835706)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0006831907741917853)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0006831907741917853)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0006831907741917853)	(87.0, 0.0006831907741917853)	(88.0, 0.0006831907741917853)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_R_M_NS1_week7_S20_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0008125391034443533)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0008125391034443533)	(38.0, 0.0016250782068887065)	(39.0, 0.0024376173103330596)	(40.0, 0.0016250782068887065)	(41.0, 0.004062695517221766)	(42.0, 0.007312851930999178)	(43.0, 0.010563008344776593)	(44.0, 0.013813164758554007)	(45.0, 0.03493918144810719)	(46.0, 0.4525842806185048)	(47.0, 14.010611760690983)	(48.0, 14.458320806688821)	(49.0, 16.28165855481795)	(50.0, 3.3232849330874044)	(51.0, 1.501572263165165)	(52.0, 0.36808021386029205)	(53.0, 5.047492910596323)	(54.0, 32.433310853084805)	(55.0, 10.506943146638932)	(56.0, 0.46558490627361443)	(57.0, 0.13081879565454088)	(58.0, 0.07069090199965873)	(59.0, 0.2681379041366366)	(60.0, 0.13650656937865135)	(61.0, 0.06337805006865956)	(62.0, 0.022751094896441892)	(63.0, 0.003250156413777413)	(64.0, 0.0008125391034443533)	(65.0, 0.003250156413777413)	(66.0, 0.06094043275832649)	(67.0, 0.2380739573091955)	(68.0, 0.061752971861770846)	(69.0, 0.009750469241332238)	(70.0, 0.0024376173103330596)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_R_M_NS1_week7_S20_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0007938082952966859)	(36.0, 0.0007938082952966859)	(37.0, 0.0)	(38.0, 0.0007938082952966859)	(39.0, 0.0007938082952966859)	(40.0, 0.0039690414764834295)	(41.0, 0.007144274657670173)	(42.0, 0.010319507838856917)	(43.0, 0.013494741020043659)	(44.0, 0.016669974201230404)	(45.0, 0.030958523516570746)	(46.0, 0.08890652907322881)	(47.0, 0.2873586028974003)	(48.0, 5.94244889859099)	(49.0, 14.960904941456638)	(50.0, 14.836277039095059)	(51.0, 10.165509029569359)	(52.0, 3.4737051002182975)	(53.0, 6.711649136733479)	(54.0, 4.683468942250447)	(55.0, 3.7856717602698953)	(56.0, 18.34490970430641)	(57.0, 12.3834094066283)	(58.0, 2.34967255407819)	(59.0, 0.6636237348680294)	(60.0, 0.27307005358205994)	(61.0, 0.15479261758285373)	(62.0, 0.13097836872395316)	(63.0, 0.0841436793014487)	(64.0, 0.06350466362373487)	(65.0, 0.05318515578487795)	(66.0, 0.06112323873784481)	(67.0, 0.10954554475094264)	(68.0, 0.16590593371700735)	(69.0, 0.07620559634848184)	(70.0, 0.03651518158364755)	(71.0, 0.00952569954356023)	(72.0, 0.005556658067076801)	(73.0, 0.0031752331811867435)	(74.0, 0.0039690414764834295)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0007938082952966859)	(78.0, 0.0)	(79.0, 0.0007938082952966859)	(80.0, 0.0023814248858900575)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0007938082952966859)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0007938082952966859)	(99.0, 0.0)	(100.0, 0.0)
036R_R_M_NS1_week9_S21_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0007852375343541421)	(27.0, 0.0007852375343541421)	(28.0, 0.0007852375343541421)	(29.0, 0.0031409501374165686)	(30.0, 0.004711425206124852)	(31.0, 0.002355712603062426)	(32.0, 0.007067137809187279)	(33.0, 0.004711425206124852)	(34.0, 0.002355712603062426)	(35.0, 0.0015704750687082843)	(36.0, 0.005496662740478995)	(37.0, 0.0039261876717707105)	(38.0, 0.004711425206124852)	(39.0, 0.006281900274833137)	(40.0, 0.010208087946603847)	(41.0, 0.009422850412249705)	(42.0, 0.007852375343541421)	(43.0, 0.018060463290145268)	(44.0, 0.02512760109933255)	(45.0, 0.08244994110718493)	(46.0, 0.6996466431095406)	(47.0, 14.133490380840206)	(48.0, 16.220651747153514)	(49.0, 18.728700431880643)	(50.0, 4.365135453474676)	(51.0, 1.9544562230074596)	(52.0, 0.6383981154299175)	(53.0, 5.020023557126031)	(54.0, 26.0565371024735)	(55.0, 10.434236356497841)	(56.0, 0.5669414998036906)	(57.0, 0.143698468786808)	(58.0, 0.0840204161758932)	(59.0, 0.19395367098547311)	(60.0, 0.0706713780918728)	(61.0, 0.058892815076560655)	(62.0, 0.02669807616804083)	(63.0, 0.009422850412249705)	(64.0, 0.005496662740478995)	(65.0, 0.0031409501374165686)	(66.0, 0.052610914801727526)	(67.0, 0.2387122104436592)	(68.0, 0.07224185316058107)	(69.0, 0.01884570082449941)	(70.0, 0.0007852375343541421)	(71.0, 0.0)	(72.0, 0.0007852375343541421)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
036R_R_M_NS1_week9_S21_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0007693195368696389)	(39.0, 0.0030772781474785555)	(40.0, 0.006154556294957111)	(41.0, 0.016155710274262415)	(42.0, 0.015386390737392777)	(43.0, 0.030003461937915914)	(44.0, 0.04538985267530869)	(45.0, 0.07231603646574605)	(46.0, 0.11847520867792438)	(47.0, 0.3731199753817748)	(48.0, 6.636150325037504)	(49.0, 15.697195830288111)	(50.0, 16.818863715044046)	(51.0, 11.642112551448244)	(52.0, 3.435781051659807)	(53.0, 7.204677462784168)	(54.0, 7.086202254106243)	(55.0, 4.495903373466169)	(56.0, 14.449359541485556)	(57.0, 8.795630265030582)	(58.0, 1.588644843635804)	(59.0, 0.44620533138439056)	(60.0, 0.18463668884871332)	(61.0, 0.14001615571027426)	(62.0, 0.09847290071931378)	(63.0, 0.056929645728353274)	(64.0, 0.04538985267530869)	(65.0, 0.04231257452783014)	(66.0, 0.03923529638035158)	(67.0, 0.10539677655114052)	(68.0, 0.16001846366888486)	(69.0, 0.08462514905566028)	(70.0, 0.022310266569219524)	(71.0, 0.011539793053044582)	(72.0, 0.010001153979305304)	(73.0, 0.004615917221217833)	(74.0, 0.0023079586106089164)	(75.0, 0.0015386390737392778)	(76.0, 0.0007693195368696389)	(77.0, 0.0)	(78.0, 0.0015386390737392778)	(79.0, 0.0)	(80.0, 0.0007693195368696389)	(81.0, 0.0030772781474785555)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0007693195368696389)	(85.0, 0.0007693195368696389)	(86.0, 0.0)	(87.0, 0.0015386390737392778)	(88.0, 0.0007693195368696389)	(89.0, 0.0)	(90.0, 0.0007693195368696389)	(91.0, 0.0007693195368696389)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0007693195368696389)	(99.0, 0.0007693195368696389)	(100.0, 0.0)
