pathway	Plate1_1030R_0_M_NS1_week10_S77_L001	Plate1_1030R_R_M_NS1_week10_S78_L001	Plate1_2472R_0_F_NS1_week10_S73_L001	Plate1_2472R_R_F_NS1_week10_S74_L001	Plate1_3874R_0_F_NS1_week10_S75_L001	Plate1_3874R_L_F_NS1_week10_S76_L001	Plate1_3974R_0_M_NS1_week10_S79_L001	Plate1_3974R_L_M_NS1_week10_S80_L001	Plate2_036R_R_M_NS1_week5_S18_L001	Plate2_036R_R_M_NS1_week9_S21_L001	Plate2_1030R_L_M_NS1_week5_S22_L001	Plate2_1030R_L_M_NS1_week9_S25_L001	Plate2_1121R_0_M_NS1_week5_S26_L001	Plate2_1121R_0_M_NS1_week9_S29_L001	Plate2_1151R_R_M_NS1_week5_S30_L001	Plate2_1151R_R_M_NS1_week9_S33_L001	Plate2_1193R_R_F_NS1_week5_S1_L001	Plate2_1193R_R_F_NS1_week9_S4_L001	Plate2_2529R_R_F_NS1_week5_S5_L001	Plate2_2529R_R_F_NS1_week9_S8_L001	Plate2_3861R_R_M_NS1_week9_S34_L001	Plate2_3971R_L_F_NS1_week5_S9_L001	Plate2_3971R_L_F_NS1_week9_S12_L001	Plate2_3975R_0_F_NS1_week9_S13_L001	Plate2_3975R_R_F_NS1_week5_S14_L001	Plate2_3975R_R_F_NS1_week9_S17_L001	Plate4_036R_0_M_NS1_S62_L001	Plate4_036R_0_M_NS1_week5_S41_L001	Plate4_036R_L_M_NS1_S63_L001	Plate4_036R_L_M_NS1_week5_S42_L001	Plate4_036R_RL_M_NS1_S64_L001	Plate4_036R_RL_M_NS1_week5_S43_L001	Plate4_036R_RR_M_NS1_S65_L001	Plate4_036R_RR_M_NS1_week5_S44_L001	Plate4_1030R_RR_M_NS1_week5_S45_L001	Plate4_1030R_RR_M_NS1_week9_S66_L001	Plate4_1121R_L_M_NS1_week5_S46_L001	Plate4_1121R_L_M_NS1_week9_S67_L001	Plate4_1121R_RL_M_NS1_week5_S48_L001	Plate4_1121R_RL_M_NS1_week9_S69_L001	Plate4_1121R_RR_M_NS1_week5_S49_L001	Plate4_1121R_RR_M_NS1_week9_S70_L001	Plate4_1121R_R_M_NS1_week5_S47_L001	Plate4_1121R_R_M_NS1_week9_S68_L001	Plate4_1151R_0_M_NS1_week5_S50_L001	Plate4_1151R_0_M_NS1_week9_S71_L001	Plate4_1193R_0_F_NS1_week5_S51_L001	Plate4_1193R_0_F_NS1_week9_S72_L001	Plate4_1193R_L_F_NS1_week5_S52_L001	Plate4_1193R_L_F_NS1_week9_S73_L001	Plate4_2529R_0_F_NS1_week5_S53_L001	Plate4_2529R_0_F_NS1_week9_S74_L001	Plate4_2529R_L_F_NS1_week5_S54_L001	Plate4_2529R_L_F_NS1_week9_S75_L001	Plate4_2529R_RL_F_NS1_week5_S55_L001	Plate4_2529R_RL_F_NS1_week9_S76_L001	Plate4_3861R_0_M_NS1_week5_S56_L001	Plate4_3861R_0_M_NS1_week9_S77_L001	Plate4_3861R_L_M_NS1_week5_S57_L001	Plate4_3861R_L_M_NS1_week9_S78_L001	Plate4_3861R_R_M_NS1_week5_S58_L001	Plate4_3971R_0_F_NS1_week5_S59_L001	Plate4_3971R_0_F_NS1_week9_S79_L001	Plate4_3971R_RL_F_NS1_week9_S81_L001	Plate4_3971R_R_F_NS1_week9_S80_L001	Plate4_3975R_0_F_NS1_week5_S60_L001	Plate4_3975R_L_F_NS1_week5_S61_L001	Plate4_3975R_L_F_NS1_week9_S82_L001	Plate4_3975R_RL_F_NS1_week9_S83_L001	Plate5_2808_NS1_0_Female_week5_S37_L001	Plate5_2808_NS1_0_Female_week9_S49_L001	Plate5_2808_NS1_L_Female_week5_S38_L001	Plate5_2808_NS1_L_Female_week9_S50_L001	Plate5_2808_NS1_RR_Female_week5_S40_L001	Plate5_2808_NS1_RR_Female_week9_S52_L001	Plate5_2808_NS1_R_Female_week5_S39_L001	Plate5_2808_NS1_R_Female_week9_S51_L001	Plate5_2824_NS1_0_Male_week5_S43_L001	Plate5_2824_NS1_0_Male_week9_S55_L001	Plate5_2824_NS1_L_Male_week5_S44_L001	Plate5_2824_NS1_L_Male_week9_S56_L001	Plate5_2824_NS1_R_Male_week5_S45_L001	Plate5_2824_NS1_R_Male_week9_S57_L001	Plate5_2864_NS1_R_Male_week5_S46_L001	Plate5_2864_NS1_R_Male_week9_S58_L001	Plate5_2893_NS1_0_Male_week5_S47_L001	Plate5_2893_NS1_0_Male_week9_S59_L001	Plate5_2893_NS1_R_Male_week5_S48_L001	Plate5_2893_NS1_R_Male_week9_S60_L001	Plate5_2999_NS1_0_Female_week5_S41_L001	Plate5_2999_NS1_0_Female_week9_S53_L001	Plate5_2999_NS1_R_Female_week5_S42_L001	Plate5_2999_NS1_R_Female_week9_S54_L001
1CMET2-PWY	0.9999996631642148	0.9997474378637803	0.9999847948246218	0.9999165047042239	0.9953273355959613	0.9999984275572559	0.9999541686076263	0.9999996521777507	0.9999994075860696	0.9999992051247198	0.9983340597902403	0.999996660528852	0.9999917019791225	0.9999986907497028	0.9986848458635582	0.9999999347734271	0.952720069760776	0.9982784207137718	0.9991380397160992	0.9999999995395917	0.9999999999962442	0.9999663532923228	0.9999999733169561	0.9740278790980881	0.9997187705200167	0.999999998927203	0.9936393025306819	0.9738135763356677	0.9976248812480802	0.9882189644563123	0.9996490055626299	0.9864388330025206	0.9999385211121441	0.9998807642772214	0.9993009361825179	0.9984461984651295	0.999998740359909	0.999997948303071	0.9998678266941016	0.9999986994084357	0.9991322927713837	0.9999999742445673	0.9997631556107782	0.9999999967412059	0.992057703427676	0.9997177159294247	0.999973546476888	0.9992900209586714	0.9996928266095966	0.9884421949103254	0.9997753202148892	0.9998354628846754	0.999917637850136	0.9999141121164499	0.999801929730111	0.9999999341241039	0.9974243889696303	0.9997632791978599	0.9998459238958454	0.9995222618638454	0.9999591584494208	0.9999501469759483	0.9999991201858536	0.9999999114515116	0.9392809032509806	0.9950733564962796	0.992202295892027	0.9999999973803284	0.9999916366502853	0.9999999572726541	0.999999999999992	0.9999806192876103	0.9999999980935753	0.9999428474642675	0.9999999999598652	0.9999999992991223	0.9999993708106005	0.9999869485183459	0.9999999999999932	0.9999999549385239	0.9999999225168514	0.9999806971610383	0.9999994204333488	0.9999801071086573	0.9999985997136394	0.9999975328249375	0.9999999999992812	0.9999886114611692	0.9999999820411574	0.9998479416845248	0.9998667735070248	0.9999999953890937	0.9999999999976807
ANAGLYCOLYSIS-PWY	1.0	0.9999999999934298	0.9999999999993717	0.9999999999923088	0.9999999999764546	0.9999999999999978	0.999999999999917	1.0	1.0	1.0	0.9999999999990403	0.9999999999999862	0.9999999999999992	0.9999999999999987	0.9999999779102172	0.999999999999996	0.9999691726898573	0.9999999999999394	0.9999999989918904	0.9999999999954137	1.0	1.0	0.999999999999998	0.9999999999998455	0.9999999999999969	1.0	0.999999007369398	0.9999997316442779	0.9999999298925295	0.9999997983036294	0.9999999975686601	0.9999998762700735	0.9999999935514985	1.0	0.999999974557782	0.9999999942887151	0.9999999999999005	0.9999999997712966	0.9999999999982134	0.9999999999507777	0.9999999995187453	0.9999999999999996	0.9999999999850466	0.999999999986011	0.9998687316927061	0.9999999999999515	0.9999999999999609	0.9999986254776378	0.9999999957595809	0.9999998953835675	0.999999980943438	0.9999999999997345	0.9999998773701084	0.9999999990255556	0.9999999997840701	0.999999999982645	0.9999999960652008	0.99999996439496	0.9999999961963056	0.9999999217031879	1.0	0.9999999999978366	0.9999999999986223	0.9999999999987951	0.9965362962692812	0.9999999999999941	1.0	0.9999999999999977	0.9999999999043703	1.0	1.0	1.0	1.0	0.9999999987423895	1.0	1.0	1.0	0.9999999999999977	1.0	1.0	0.9999999999999992	1.0	1.0	0.9999999999907345	1.0	0.9999999999999996	1.0	0.999999999999966	1.0	0.9999999999998236	0.9999999999737468	1.0	1.0
BRANCHED-CHAIN-AA-SYN-PWY	0.9999999174288476	0.9997848724669113	0.9999858672683947	0.9999943298509146	0.9997173431745046	0.9999767660952019	0.9999893489056143	0.9999995526153492	0.9832035764876975	0.9990014982889698	0.7692115780522424	0.9900370059621634	0.9857189939493028	0.9996171666190764	0.37882147984988507	0.999508826165168	0.2973739982337031	0.7327685021024979	0.979598090836912	0.9898782391617121	0.5476701400846395	0.868549075691025	0.7248318429022274	0.9988265475709422	0.9985649693035161	0.99860382281025	0.5425939467622563	0.9619512358219745	0.9836412046287568	0.768321287072609	0.9890425552685187	0.9503606890472819	0.9636336872596006	0.9989398510814439	0.9975523706418973	0.9704783349666674	0.9991120099907741	0.9999059811427004	0.9907109672898549	0.9998690934778448	0.9551605959736683	0.9999999916591533	0.9837475943717218	0.9990175808783182	0.233495855894677	0.9989845217282007	0.9856352796098322	0.8742365895268868	0.991554982285021	0.4572154876296829	0.977575860475867	0.9999936388889926	0.993349884240224	0.9983382262778248	0.48278322004059043	0.998644741434919	0.7677842271832804	0.9479785797592192	0.45142824897336414	0.9957712845373659	0.9575834565459654	0.7704051130781351	0.998559657637395	0.7704672136913766	2.0433424368363755e-05	0.9314117730196466	0.9126987986926663	0.9974849486092344	0.9967970964503061	0.9082882338432705	0.9993214103804458	0.9994065669611307	0.8026337430347088	0.7971394910119329	0.9962124751785443	0.9999984743819267	0.9754419248529547	0.995960174857	0.9955763306091285	0.9942483461596007	0.8619424543002963	0.9090965055120389	0.9690215162719592	0.8675425197968759	0.9997531327355101	0.9850249013449114	0.9999541972276029	0.8831783673399328	0.9922283590951707	0.9482300879228807	0.9999999705057033	0.9881041462062395	0.9999999999995616
CALVIN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.889285751101013e-09	0.0	0.41510406142367406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.988606521689939e-07	6.96544199757413e-10	0.0	8.999999999999594e-14	0.0	1.1999999999999992e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.064222271991869e-07	0.0	0.0	0.0	0.0	1.4060705990114826e-09	0.0	0.0	0.0	0.0	5.999999999999998e-16	0.0	2.4599999999999698e-14	0.0	2.962799999995611e-12	0.0	0.0	0.0	0.0	0.0	5.096945970105706e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COA-PWY	0.9999999138916836	0.9992652245375847	0.9999490670012436	0.9999814986635092	0.9989526087393511	0.9998147399206365	0.9999355042984986	0.9999966405964782	0.9457138047536813	0.9970293273434285	0.5586988303315958	0.9740534894127629	0.9508147233358558	0.9988575806559488	0.17481180158560164	0.9980403373603559	0.1991886621502388	0.5060952320143622	0.9354237609351617	0.9725377091823411	0.32940328642030425	0.7136366554889829	0.4789853717151183	0.996623499082317	0.9940194213764002	0.9953528759700271	0.48874906739838564	0.9553531995837213	0.9601722646015656	0.5444607959658926	0.9729389124961936	0.8945222610103732	0.9043850614418334	0.9977772283358994	0.9917727795800443	0.9317737615196456	0.9975349899998897	0.9996939919081808	0.991244427279606	0.9995861041546739	0.9372133319183834	0.999999963918591	0.9817763820424223	0.9971062591258552	0.08341325234494926	0.9982038327959672	0.958539961504392	0.6540164245755857	0.9759565424432822	0.3348477359724313	0.9299745296858112	0.9999743791498953	0.9688337353206914	0.9949810788031033	0.25532027866957197	0.9953827156133034	0.5284539098804296	0.8687672564064437	0.24778221390487137	0.986445906459563	0.9036320860276776	0.5376664807667761	0.9949383100600648	0.5293280970904649	1.23273553657132e-05	0.8625703259603759	0.9829858382868075	0.992850300055778	0.9899394944819795	0.7683737975997694	0.9972470845489557	0.9984826870141492	0.5518897054454865	0.6175328467158566	0.9868672328199316	0.9999999783226918	0.927141730155145	0.9893077916253799	0.9852757844093831	0.9850892519030536	0.721161326919284	0.8491783128030577	0.9083668045656298	0.7222726278489874	0.9990102055529945	0.9599626251579809	0.9998563842360954	0.7497850400127115	0.9766921111856985	0.8944105740985094	0.9999998341049126	0.9623831123830658	0.9999999999926261
COBALSYN-PWY	5.8161799996701e-11	7.773999999995983e-13	1.4914285714285543e-14	9.598809554230684e-10	9.459175097275087e-14	1.563949631113811e-07	6.605427595677864e-07	0.0	0.00011420232352241004	1.0461259999632439e-10	1.8162095320761786e-08	4.255691375748148e-09	0.0	6.089469930270433e-07	4.2624704877002053e-07	1.0005198762982475e-07	7.345628576854807e-06	0.0	0.021595938878149753	2.5799999999999777e-14	0.0	8.576688501468033e-08	0.0	0.0	5.166375907999447e-06	1.6801999999990588e-12	0.0	4.8157835191554404e-05	3.1510779995873933e-10	1.7818643695647783e-07	5.1673599998964026e-11	5.523604893207044e-07	0.0	7.048295205625154e-05	0.04276364288507285	0.0	0.004608495303219155	6.318188557360617e-07	1.8696059106213926e-07	1.929538081917224e-08	0.000792997908109269	2.2535721890310262e-05	0.00042546507276641733	1.1066709583490267e-06	0.00014856386566021297	9.139609610945384e-09	0.025126392044087422	3.4842739995769545e-10	0.22039002904139243	0.0	0.021052129674378896	1.3853168067627498e-08	0.07611774132544687	3.209113953661607e-08	3.1385508456120996e-05	1.313328132534855e-09	7.901153328795586e-06	0.0	1.71800089698817e-06	4.444059999868834e-11	1.4644591770976318e-05	1.6879624774930104e-06	2.4026465943760736e-07	7.092399999983232e-12	0.0	9.367534819849953e-08	1.8529475852123114e-07	2.1739999999998424e-13	8.237431964512376e-05	6.971641998379873e-10	7.999999999999998e-16	0.0007890915227909312	0.0	0.0002425593570213648	2.9999999999999967e-15	0.0025811543984440026	7.435999999998156e-13	0.00097779496547997	0.0	9.186212713234314e-05	0.0	0.0001899424886115989	0.0	1.517358067473158e-06	0.0	1.0770749217602133e-06	2.119999999999985e-14	6.377941850969461e-06	0.0	0.00010430644936062094	0.0	5.839999999999886e-14	1.5857535763534114e-06
DTDPRHAMSYN-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999625477	1.0	1.0	1.0	0.999999999999635	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999996	1.0	1.0	1.0	0.9999999999979825	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FASYN-ELONG-PWY	0.9224995778665508	0.44459253053127834	0.6087854016234214	0.6976367916788191	0.32127750349055506	0.04063790715001433	0.24147863125613217	0.8009252483377961	2.567753215773044e-06	0.0012940913210099962	0.0	0.0007037403085796083	0.05303377041733948	0.0036917608206139554	0.0	2.749133980885079e-06	1.0799999999999912e-14	1.552291999819279e-10	0.0012350299002637714	0.0008881002671088894	0.0	7.853940745857915e-05	6.399999999999969e-15	0.001798782822852101	0.005516655553606347	6.156841957439788e-05	9.99999999999925e-14	3.097532774328555e-05	0.013044665367631013	1.2178637088760597e-08	0.07976886608434043	1.120935817762709e-07	7.925681245099552e-05	0.0323146611441933	0.13299876204437192	1.0695148021028779e-06	0.17304677872929716	0.5388194128200013	0.23817754343053413	0.2957622450104873	0.16111714302075306	0.38401347627895244	0.11945143227053873	0.001432155900454931	5.39199999999782e-13	0.0200799847358661	2.3613550338001063e-07	9.199999999999937e-15	0.001185345989054057	4.3999999999999855e-15	0.0067671990666571145	0.8010863234342972	0.004146055611768936	0.09714429887349244	7.273495996032219e-10	0.35477999517732633	1.2039999999998912e-13	0.007999792712986216	1.599999999999998e-15	0.006889643243450414	1.286620398758456e-09	8.120084231072894e-06	0.01588084540871386	1.311850235260209e-05	0.0	5.855297780660463e-07	8.946658128608325e-05	0.002088751325730293	1.9658547821560805e-07	7.279999999999603e-14	8.068411995117555e-10	0.003990019119088871	1.6811999999978803e-12	1.1652052320967648e-05	1.8221648166450343e-05	0.012541513713284384	1.1835090354788396e-06	0.02028035746522721	3.2050631840589703e-06	1.2980033471892529e-06	3.415950072484636e-08	0.0	2.9635995934128083e-09	3.871380789675448e-06	0.0010493956693944058	0.002192642077850304	0.014510752497187905	6.446095403587547e-07	5.343359999785863e-11	0.004741833749737312	0.5418020596283608	2.6046532391835135e-07	0.698476837273922
GALACT-GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.169061672232303e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.499999999999683e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4824999999996196e-13	0.0	0.0	0.0	0.005155183487754807	0.0	0.7154687040555441	8.922132620074018e-06	0.0	0.0	1.4278829406891366e-06	0.0	1.0800442244564838e-05	0.0	0.0	0.0	0.7157622364004053	2.0505302709783478e-08	0.0	1.5278759985757777e-09	0.0	1.3824349998831846e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07568855811528623	0.0	5.7499999999992584e-15	3.3417964932992397e-09	0.0	0.19871110957034016	0.0	0.0	0.0	0.0	4.876736569044196e-08	0.0	7.320718134418657e-06	0.0	0.029999622874391216	2.4999999999999997e-16	0.0	0.0	0.0	0.0	0.9318671318620283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.999999999999744e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
