Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
016R_0_F_NS6_week9_S79_L001_R1_001	016R_0_F_NS6_week9_S79_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115735.0	0.0	52-301	49.0	2.0546939128180757	279.7208363934851	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
016R_0_F_NS6_week9_S79_L001_R2_001	016R_0_F_NS6_week9_S79_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115735.0	0.0	50-301	51.0	5.777854581587246	268.9944787661468	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_R_M_NS1_week5_S18_L001_R1_001	036R_R_M_NS1_week5_S18_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102343.0	0.0	63-301	49.0	1.9522585814369326	279.9435721055666	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_R_M_NS1_week5_S18_L001_R2_001	036R_R_M_NS1_week5_S18_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102343.0	0.0	50-301	52.0	4.454628064449937	269.0082272358637	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_R_M_NS1_week6_S19_L001_R1_001	036R_R_M_NS1_week6_S19_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	107873.0	0.0	78-301	49.0	1.9828872841211425	280.46144076831087	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_R_M_NS1_week6_S19_L001_R2_001	036R_R_M_NS1_week6_S19_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	107873.0	0.0	50-301	51.0	4.048278994743819	271.05466613517746	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_R_M_NS1_week7_S20_L001_R1_001	036R_R_M_NS1_week7_S20_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93234.0	0.0	52-301	49.0	1.9660209794710084	280.1549112984533	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_R_M_NS1_week7_S20_L001_R2_001	036R_R_M_NS1_week7_S20_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93234.0	0.0	50-301	52.0	4.761138640410151	268.4726494626424	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_R_M_NS1_week9_S21_L001_R1_001	036R_R_M_NS1_week9_S21_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95788.0	0.0	52-301	49.0	2.6924040589635445	279.53910719505575	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_R_M_NS1_week9_S21_L001_R2_001	036R_R_M_NS1_week9_S21_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95788.0	0.0	50-301	52.0	5.499645049484278	269.05018373909047	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
073R_0_M_S2_week5_S52_L001_R1_001	073R_0_M_S2_week5_S52_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118983.0	0.0	52-301	50.0	1.8910264491566025	279.77589235436994	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
073R_0_M_S2_week5_S52_L001_R2_001	073R_0_M_S2_week5_S52_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118983.0	0.0	50-301	53.0	4.011497440810872	268.035895884286	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
073R_0_M_S2_week6_S53_L001_R1_001	073R_0_M_S2_week6_S53_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	143545.0	0.0	53-301	49.0	1.8530774321641297	279.504259988157	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
073R_0_M_S2_week6_S53_L001_R2_001	073R_0_M_S2_week6_S53_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	143545.0	0.0	50-301	52.0	4.5316799609878435	267.6198056358633	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
073R_0_M_S2_week7_S54_L001_R1_001	073R_0_M_S2_week7_S54_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158048.0	0.0	75-301	49.0	1.7583265843288114	279.62380416076127	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
073R_0_M_S2_week7_S54_L001_R2_001	073R_0_M_S2_week7_S54_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158048.0	0.0	50-301	52.0	4.3600678274954445	268.15025814942294	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
