Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
016R_0_F_NS6_week9_S79_L001_R1_001	38.055903572817215	55.63312740311919
016R_0_F_NS6_week9_S79_L001_R2_001	22.457337883959045	65.46852723895105
036R_R_M_NS1_week5_S18_L001_R1_001	29.461712085829028	65.33812766872185
036R_R_M_NS1_week5_S18_L001_R2_001	26.639828810959227	63.96529318077445
036R_R_M_NS1_week6_S19_L001_R1_001	30.501608372808764	64.12447971225423
036R_R_M_NS1_week6_S19_L001_R2_001	19.854829289998424	71.53133777683017
036R_R_M_NS1_week7_S20_L001_R1_001	33.70337001523049	61.06892335414119
036R_R_M_NS1_week7_S20_L001_R2_001	32.19533646523801	58.393933543557075
036R_R_M_NS1_week9_S21_L001_R1_001	23.985259113876477	68.434459431244
036R_R_M_NS1_week9_S21_L001_R2_001	23.22107153296864	64.92671315822442
073R_0_M_S2_week5_S52_L001_R1_001	38.93329299143575	55.766790213728015
073R_0_M_S2_week5_S52_L001_R2_001	37.34483077414421	53.202558348671666
073R_0_M_S2_week6_S53_L001_R1_001	33.6368386220349	60.79208610540249
073R_0_M_S2_week6_S53_L001_R2_001	32.2275244696785	57.08593124107422
073R_0_M_S2_week7_S54_L001_R1_001	32.58250658027941	62.08493622190726
073R_0_M_S2_week7_S54_L001_R2_001	33.329115205507186	56.21836404130391
073R_0_M_S2_week9_S55_L001_R1_001	34.343155960709495	60.086919652321384
073R_0_M_S2_week9_S55_L001_R2_001	32.59628294820154	56.9811320754717
096R_0_M_S5_week9_S74_L001_R1_001	37.73958083885445	56.80316455134857
096R_0_M_S5_week9_S74_L001_R2_001	35.525813976177176	52.534390548918395
1030R_L_M_NS1_week5_S22_L001_R1_001	39.528739428226814	55.10747670261189
1030R_L_M_NS1_week5_S22_L001_R2_001	27.898712002642046	62.53894863805408
1030R_L_M_NS1_week6_S23_L001_R1_001	33.56315673219526	60.86664983749329
1030R_L_M_NS1_week6_S23_L001_R2_001	22.809314947461424	67.39689501751286
