Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
016R_0_F_NS6_week9_S79_L001_R1_001	97.94530608718192	49.0	279.7208363934851	282	45.45454545454545	0.11573499999999999
016R_0_F_NS6_week9_S79_L001_R2_001	94.22214541841275	51.0	268.9944787661468	277	45.45454545454545	0.11573499999999999
036R_R_M_NS1_week5_S18_L001_R1_001	98.04774141856306	49.0	279.9435721055666	282	45.45454545454545	0.10234299999999999
036R_R_M_NS1_week5_S18_L001_R2_001	95.54537193555007	52.0	269.0082272358637	277	45.45454545454545	0.10234299999999999
036R_R_M_NS1_week6_S19_L001_R1_001	98.01711271587885	49.0	280.46144076831087	282	45.45454545454545	0.107873
036R_R_M_NS1_week6_S19_L001_R2_001	95.95172100525618	51.0	271.05466613517746	277	45.45454545454545	0.107873
036R_R_M_NS1_week7_S20_L001_R1_001	98.03397902052899	49.0	280.1549112984533	282	45.45454545454545	0.093234
036R_R_M_NS1_week7_S20_L001_R2_001	95.23886135958985	52.0	268.4726494626424	277	45.45454545454545	0.093234
036R_R_M_NS1_week9_S21_L001_R1_001	97.30759594103645	49.0	279.53910719505575	282	45.45454545454545	0.095788
036R_R_M_NS1_week9_S21_L001_R2_001	94.50035495051573	52.0	269.05018373909047	277	45.45454545454545	0.095788
073R_0_M_S2_week5_S52_L001_R1_001	98.1089735508434	50.0	279.77589235436994	282	45.45454545454545	0.11898299999999999
073R_0_M_S2_week5_S52_L001_R2_001	95.98850255918913	53.0	268.035895884286	277	45.45454545454545	0.11898299999999999
073R_0_M_S2_week6_S53_L001_R1_001	98.14692256783587	49.0	279.504259988157	282	45.45454545454545	0.143545
073R_0_M_S2_week6_S53_L001_R2_001	95.46832003901216	52.0	267.6198056358633	277	45.45454545454545	0.143545
073R_0_M_S2_week7_S54_L001_R1_001	98.24167341567119	49.0	279.62380416076127	282	45.45454545454545	0.158048
073R_0_M_S2_week7_S54_L001_R2_001	95.63993217250456	52.0	268.15025814942294	277	45.45454545454545	0.158048
073R_0_M_S2_week9_S55_L001_R1_001	98.0566744399689	49.0	279.22861988552046	282	45.45454545454545	0.14151
073R_0_M_S2_week9_S55_L001_R2_001	95.47452476856759	52.0	267.58921630980143	277	45.45454545454545	0.14151
096R_0_M_S5_week9_S74_L001_R1_001	98.09310947325476	50.0	279.6882367027645	282	45.45454545454545	0.11274899999999999
096R_0_M_S5_week9_S74_L001_R2_001	94.47090439826518	53.0	264.33045082439753	277	36.36363636363637	0.11274899999999999
1030R_L_M_NS1_week5_S22_L001_R1_001	98.25682408856598	49.0	279.92796835288544	282	45.45454545454545	0.139286
1030R_L_M_NS1_week5_S22_L001_R2_001	95.83375213589305	51.0	270.94906882242293	277	45.45454545454545	0.139286
1030R_L_M_NS1_week6_S23_L001_R1_001	98.06254141554385	49.0	279.83128490738693	282	45.45454545454545	0.126764
1030R_L_M_NS1_week6_S23_L001_R2_001	95.59259726736298	51.0	270.3177479410558	277	45.45454545454545	0.126764
1030R_L_M_NS1_week7_S24_L001_R1_001	98.16156561035275	50.0	279.32079699725494	282	45.45454545454545	0.10710199999999999
1030R_L_M_NS1_week7_S24_L001_R2_001	95.4333252413587	53.0	266.7530765065078	277	45.45454545454545	0.10710199999999999
1030R_L_M_NS1_week9_S25_L001_R1_001	97.92463442069742	50.0	279.4556430446194	282	45.45454545454545	0.10668
1030R_L_M_NS1_week9_S25_L001_R2_001	94.29508811398576	52.0	267.02613423322083	277	45.45454545454545	0.10668
1060R_L_M_S5_week9_S75_L001_R1_001	98.32778910469649	49.0	280.16412705225883	282	45.45454545454545	0.111828
1060R_L_M_S5_week9_S75_L001_R2_001	95.2739922023107	52.0	267.0405891190042	277	45.45454545454545	0.111828
1067R_R_M_S2_week5_S56_L001_R1_001	98.04302143430253	49.0	279.6041645971039	282	45.45454545454545	0.13086499999999998
1067R_R_M_S2_week5_S56_L001_R2_001	95.2439536927368	52.0	267.8090245673022	277	45.45454545454545	0.13086499999999998
1067R_R_M_S2_week6_S57_L001_R1_001	98.00731658166825	49.0	279.53045992156376	282	45.45454545454545	0.129022
1067R_R_M_S2_week6_S57_L001_R2_001	94.82568864224706	52.0	267.27113205499836	277	45.45454545454545	0.129022
1067R_R_M_S2_week7_S58_L001_R1_001	98.21201284926359	51.0	279.4687102248621	282	45.45454545454545	0.131992
1067R_R_M_S2_week7_S58_L001_R2_001	95.4709376325838	54.0	264.8218149584823	277	45.45454545454545	0.131992
1067R_R_M_S2_week9_S59_L001_R1_001	97.9095473723539	49.0	280.24033826330225	282	45.45454545454545	0.109737
1067R_R_M_S2_week9_S59_L001_R2_001	95.69425079963914	52.0	268.9533429927919	277	45.45454545454545	0.109737
1075R_L_M_NS6_week9_S84_L001_R1_001	98.28478728445918	48.0	280.57453246327145	282	45.45454545454545	0.10972399999999999
1075R_L_M_NS6_week9_S84_L001_R2_001	95.83318143706026	50.0	271.68228464146404	277	45.45454545454545	0.10972399999999999
1076R_0_M_S5_week9_S76_L001_R1_001	97.96632594268155	50.0	279.8884253430358	282	45.45454545454545	0.093722
1076R_0_M_S5_week9_S76_L001_R2_001	94.5445039585156	53.0	266.9358421715286	277	45.45454545454545	0.093722
1121R_0_M_NS1_week5_S26_L001_R1_001	98.19287435837964	50.0	279.74647802103607	282	45.45454545454545	0.099163
1121R_0_M_NS1_week5_S26_L001_R2_001	95.18167058277785	53.0	266.518883051138	277	45.45454545454545	0.099163
1121R_0_M_NS1_week6_S27_L001_R1_001	98.1806393696075	50.0	280.0097052516084	282	45.45454545454545	0.100255
1121R_0_M_NS1_week6_S27_L001_R2_001	95.55932372450252	53.0	267.6243778365169	277	45.45454545454545	0.100255
1121R_0_M_NS1_week7_S28_L001_R1_001	97.84657414741095	50.0	279.91239367746823	282	45.45454545454545	0.087117
1121R_0_M_NS1_week7_S28_L001_R2_001	95.20644650297875	52.0	268.2552085126898	277	45.45454545454545	0.087117
1121R_0_M_NS1_week9_S29_L001_R1_001	97.87390253602129	49.0	279.6807386786585	282	45.45454545454545	0.098067
1121R_0_M_NS1_week9_S29_L001_R2_001	94.61490613560117	52.0	268.3399410607034	277	45.45454545454545	0.098067
1136R_0_F_S5_week9_S69_L001_R1_001	98.34068982705135	48.0	279.9834528080381	282	45.45454545454545	0.152473
1136R_0_F_S5_week9_S69_L001_R2_001	95.75596990942658	51.0	269.85984403796084	277	45.45454545454545	0.152473
1151R_R_M_NS1_week5_S30_L001_R1_001	98.01753253435872	49.0	279.86753300214247	282	45.45454545454545	0.106887
1151R_R_M_NS1_week5_S30_L001_R2_001	94.9563557775969	51.0	270.1336271015184	277	45.45454545454545	0.106887
1151R_R_M_NS1_week6_S31_L001_R1_001	97.97630885713787	49.0	279.67965492576894	282	45.45454545454545	0.114642
1151R_R_M_NS1_week6_S31_L001_R2_001	94.8762233736327	52.0	268.74369777219516	277	45.45454545454545	0.114642
1151R_R_M_NS1_week7_S32_L001_R1_001	98.08466949189567	49.0	279.6804491240334	282	45.45454545454545	0.11444499999999999
1151R_R_M_NS1_week7_S32_L001_R2_001	94.86390842762899	52.0	267.81982611734895	277	45.45454545454545	0.11444499999999999
1151R_R_M_NS1_week9_S33_L001_R1_001	97.90116063535518	49.0	279.83685516297373	282	45.45454545454545	0.10520099999999999
1151R_R_M_NS1_week9_S33_L001_R2_001	95.05993289037177	52.0	268.84734935979697	277	45.45454545454545	0.10520099999999999
1152R_0_M_S2_week9_S60_L001_R1_001	98.22874531214312	49.0	280.070894395202	282	45.45454545454545	0.13572299999999998
1152R_0_M_S2_week9_S60_L001_R2_001	96.00730900436919	52.0	268.60403910906774	277	45.45454545454545	0.13572299999999998
1184R_0_M_NS6_week9_S85_L001_R1_001	98.16185918026468	48.0	280.1814130155467	282	45.45454545454545	0.124528
1184R_0_M_NS6_week9_S85_L001_R2_001	95.3528523705512	50.0	271.46811158936146	277	45.45454545454545	0.124528
1186R_0_M_NS6_week9_S86_L001_R1_001	98.13694307605805	48.0	280.13837813341837	282	45.45454545454545	0.119159
1186R_0_M_NS6_week9_S86_L001_R2_001	95.2483656291174	50.0	271.1425406389782	277	45.45454545454545	0.119159
1186R_RR_M_NS6_week9_S87_L001_R1_001	98.05755978921768	48.0	280.06854479124445	282	45.45454545454545	0.12335
1186R_RR_M_NS6_week9_S87_L001_R2_001	95.28415079043373	50.0	271.0251317389542	277	45.45454545454545	0.12335
1193R_R_F_NS1_week5_S1_L001_R1_001	98.10308213281294	48.0	279.96383133406033	282	45.45454545454545	0.10453799999999999
1193R_R_F_NS1_week5_S1_L001_R2_001	94.87076469800455	51.0	270.2616847462167	277	45.45454545454545	0.10453799999999999
