Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
1002R_0_M_NS6_week10_S69_L001_R1_001	4.028590516512795	78.38244645315002
1002R_0_M_NS6_week10_S69_L001_R2_001	2.2054621409081028	84.27119135201269
1002R_L_M_NS6_week10_S70_L001_R1_001	4.355381872535072	77.94215635073564
1002R_L_M_NS6_week10_S70_L001_R2_001	2.378036701543338	85.95688739217346
1030R_0_M_NS1_week10_S77_L001_R1_001	3.081428149262553	79.33804368266932
1030R_0_M_NS1_week10_S77_L001_R2_001	2.007719241687487	83.91854498562716
1030R_R_M_NS1_week10_S78_L001_R1_001	2.826898366273022	78.93899528850271
1030R_R_M_NS1_week10_S78_L001_R2_001	2.23337208590834	82.75918334047196
1075R_0_M_NS6_week9_S72_L001_R1_001	4.318439882486527	78.78629490114089
1075R_0_M_NS6_week9_S72_L001_R2_001	2.4530036227312872	86.86444496512445
1136R_RL_F_S5_week10_S58_L001_R1_001	4.302181764211151	79.160936031267
1136R_RL_F_S5_week10_S58_L001_R2_001	2.039281650422995	86.54331370899916
1136R_R_F_S5_week10_S57_L001_R1_001	4.0701494609226785	79.4326963120633
1136R_R_F_S5_week10_S57_L001_R2_001	1.9925038175003469	85.20845865531442
1174R_0_M_S2_week9_S56_L001_R1_001	2.785880405218968	80.2485316725137
1174R_0_M_S2_week9_S56_L001_R2_001	2.675509480074106	85.60743427017225
160R_0_F_S2_week10_S49_L001_R1_001	4.461120981499651	78.52439164523172
160R_0_F_S2_week10_S49_L001_R2_001	2.8904033305931955	83.92599860341367
160R_L_F_S2_week10_S50_L001_R1_001	6.317042991245453	79.09514638979597
160R_L_F_S2_week10_S50_L001_R2_001	3.867444435140994	84.79257956776168
184R_0_F_NS6_week10_S65_L001_R1_001	4.522698666565721	77.67609565900423
184R_0_F_NS6_week10_S65_L001_R2_001	2.1198671297566882	86.78868520919492
184R_L_F_NS6_week10_S66_L001_R1_001	5.714458801028136	77.08764247202485
184R_L_F_NS6_week10_S66_L001_R2_001	2.54350967987607	86.49750322374058
2403R_L_F_NS6_week10_S67_L001_R1_001	5.526298246783548	77.63649090060662
2403R_L_F_NS6_week10_S67_L001_R2_001	2.678988067462169	86.87670821945203
2446R_0_F_S2_week9_S55_L001_R1_001	3.1576918359121735	79.41104315979463
2446R_0_F_S2_week9_S55_L001_R2_001	2.6390032768500182	84.34033679709815
2472R_0_F_NS1_week10_S73_L001_R1_001	4.18099118888771	78.79453531386014
2472R_0_F_NS1_week10_S73_L001_R2_001	2.3403751459672217	81.6314031635078
2472R_R_F_NS1_week10_S74_L001_R1_001	3.798454586285599	78.60069479454063
2472R_R_F_NS1_week10_S74_L001_R2_001	2.1127987020724674	82.94178575029561
2506R_0_F_NS6_week10_S68_L001_R1_001	3.3438584792798447	78.9199631293024
2506R_0_F_NS6_week10_S68_L001_R2_001	1.7758732275588853	88.75443723155975
2518R_L_M_S5_week10_S61_L001_R1_001	3.280726171406563	80.12569697924599
2518R_L_M_S5_week10_S61_L001_R2_001	1.9484782437435992	86.38428612693995
2518R_R_M_S5_week10_S62_L001_R1_001	2.952738793211695	80.14797500265621
2518R_R_M_S5_week10_S62_L001_R2_001	1.6603722556528964	86.98360877418358
3752R_0_F_S5_week10_S59_L001_R1_001	3.7030236850497182	80.2682566218606
3752R_0_F_S5_week10_S59_L001_R2_001	1.8872665075423016	87.97290376197056
3752R_L_F_S5_week10_S60_L001_R1_001	3.010559181284014	80.38745907504175
3752R_L_F_S5_week10_S60_L001_R2_001	1.6164003382407148	86.923527243555
3795R_R_F_S2_week10_S51_L001_R1_001	2.2164752414999622	80.5271164524226
3795R_R_F_S2_week10_S51_L001_R2_001	3.5308435384498362	84.61702289495703
3874R_0_F_NS1_week10_S75_L001_R1_001	3.558291349654973	79.82641572688414
3874R_0_F_NS1_week10_S75_L001_R2_001	1.9639980257582672	84.34947803656071
3874R_L_F_NS1_week10_S76_L001_R1_001	2.830375266746474	79.83865091344403
3874R_L_F_NS1_week10_S76_L001_R2_001	1.980950398167907	84.67391870087961
3893R_RL_M_S5_week10_S64_L001_R1_001	2.7792414427259295	79.80968911756501
3893R_RL_M_S5_week10_S64_L001_R2_001	1.679942968725785	85.97257952866545
3893R_R_M_S5_week10_S63_L001_R1_001	3.344108400123987	79.79630695656024
3893R_R_M_S5_week10_S63_L001_R2_001	1.8970021697737236	87.23287428596731
3894R_0_M_NS6_week10_S71_L001_R1_001	3.391940670147877	78.63175902621656
3894R_0_M_NS6_week10_S71_L001_R2_001	1.980348777844456	87.53213252483273
3896R_0_M_S2_week10_S52_L001_R1_001	3.83966203077652	78.21855474726337
3896R_0_M_S2_week10_S52_L001_R2_001	2.618669246182547	85.44580549002576
3896R_L_M_S2_week10_S53_L001_R1_001	3.4764796466862307	77.37019496179214
3896R_L_M_S2_week10_S53_L001_R2_001	2.844524508237208	84.47351599500246
3909R_R_M_S2_week10_S54_L001_R1_001	3.7477803300588115	78.61052734470455
3909R_R_M_S2_week10_S54_L001_R2_001	2.705960933809035	84.69608849355684
3974R_0_M_NS1_week10_S79_L001_R1_001	3.1706441772833305	78.98977211555714
3974R_0_M_NS1_week10_S79_L001_R2_001	2.06800645971649	83.34469764938095
3974R_L_M_NS1_week10_S80_L001_R1_001	2.795138449600634	80.02580906353585
3974R_L_M_NS1_week10_S80_L001_R2_001	1.873265689970733	81.99522616667932
Positive_control_S89_L001_R1_001	2.856431294145319	82.16477229489938
Positive_control_S89_L001_R2_001	1.2279403117238898	89.78492020117467
T1D_NS1_defined_mouse_inocula_S81_L001_R1_001	2.7370799306675404	80.3135482869536
T1D_NS1_defined_mouse_inocula_S81_L001_R2_001	1.467709528039116	83.6697912265119
T1D_NS6_defined_mouse_inocula_S82_L001_R1_001	2.3591860808021234	79.02892856803113
T1D_NS6_defined_mouse_inocula_S82_L001_R2_001	1.3317985940011985	86.35857725858772
T1D_S2_defined_mouse_inocula_S83_L001_R1_001	1.8028790875224208	80.217081359518
T1D_S2_defined_mouse_inocula_S83_L001_R2_001	1.465299176746539	84.25700225359886
T1D_S5_defined_mouse_inocula_S84_L001_R1_001	2.487416361761911	78.89183124785218
T1D_S5_defined_mouse_inocula_S84_L001_R2_001	1.430188602963472	82.5355272999252
negative_control_S90_L001_R1_001	9.827420901246404	80.4889741131352
negative_control_S90_L001_R2_001	5.369127516778524	81.27197187599873
