"features"	"coefs"	"category"
"1"	"EC.1.1.1.287"	-9.80000190869539	"left"
"2"	"EC.5.3.2.6"	-9.51562548113716	"left"
"3"	"EC.4.2.1.22"	-7.64536004895132	"left"
"4"	"EC.1.8.99.2"	-6.94143996917355	"left"
"5"	"EC.2.3.1.187"	-6.93580062375079	"left"
"6"	"EC.1.1.1.88"	-6.69912844925781	"left"
"7"	"EC.1.11.1.10"	-6.19826239563617	"left"
"8"	"EC.2.7.7.82"	-5.83393517953028	"left"
"9"	"EC.2.7.1.144"	-5.53544842598905	"left"
"10"	"EC.5.1.1.5"	-5.42771374439573	"left"
"11"	"EC.2.7.1.74"	5.83194638200628	"right"
"12"	"EC.2.7.1.76"	5.83194638200628	"right"
"13"	"EC.2.4.1.52"	5.87353793091875	"right"
"14"	"EC.2.7.1.63"	6.91443238347743	"right"
"15"	"EC.1.4.1.2"	7.30257188546426	"right"
"16"	"EC.2.6.1.44"	7.95707245590562	"right"
"17"	"EC.2.6.1.45"	7.95707245590562	"right"
"18"	"EC.2.6.1.51"	7.95707245590562	"right"
"19"	"EC.1.3.3.15"	9.27359317163502	"right"
"20"	"EC.1.3.3.4"	9.27359317163502	"right"
