"features"	"coefs"	"category"
"1"	"EC.4.1.3.16"	-1.75488037402752	"left"
"2"	"EC.3.5.1.49"	-1.75488037402752	"left"
"3"	"EC.5.5.1.2"	-1.75488037402752	"left"
"4"	"EC.1.1.1.310"	-1.75488037402752	"left"
"5"	"EC.1.2.99.7"	-1.75488037402752	"left"
"6"	"EC.4.2.1.18"	-1.75488037402752	"left"
"7"	"EC.1.13.11.2"	3.25647537605521	"right"
"8"	"EC.4.1.2.29"	3.25647537605521	"right"
"9"	"EC.4.1.1.101"	3.25647537605521	"right"
"10"	"EC.3.5.1.47"	3.25647537605521	"right"
"11"	"EC.3.4.11.7"	3.25647537605521	"right"
"12"	"EC.2.3.3.10"	3.25647537605521	"right"
"13"	"EC.1.1.1.88"	3.25647537605521	"right"
"14"	"EC.2.7.4.2"	3.25647537605521	"right"
"15"	"EC.2.7.1.36"	3.25647537605521	"right"
"16"	"EC.5.3.2.6"	3.25647537605521	"right"
