	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	PWY-5419	Week_and_consortia	NS6_w5w6	3.17099474332317	0.36976962123626	32	30	1.44150202370466e-09	1.34011865309823e-07	PWY-5419	catechol degradation to 2-hydroxypentadienoate II // catechol degradation, <I>meta</I>-cleavage	Degradation/utilization/assimilation						
1	PWY-5420	Week_and_consortia	NS6_w5w6	3.09719213926344	0.364702859887622	32	30	1.77802289648344e-09	1.34011865309823e-07	PWY-5420	catechol degradation II (<I>meta</I>-cleavage pathway) // 4-oxalocrotonate pathway	Degradation/utilization/assimilation	Superpathways					
2	PWY-5910	Week_and_consortia	NS6_w5w6	3.15644737724601	0.371823752839011	32	30	1.79280087371001e-09	1.34011865309823e-07	PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // GGPP biosynthesis	Superpathways	Biosynthesis	Polyprenyl biosynthesis	Biosynthesis	Secondary metabolite biosynthesis		
3	PWY-922	Week_and_consortia	NS6_w5w6	3.15878722451785	0.37205197305368	32	30	1.7879070883322e-09	1.34011865309823e-07	PWY-922	mevalonate pathway I (eukaryotes and bacteria) // isoprenoid pathway // MVA pathway // isopentenyl diphosphate biosynthesis // dimethylallyl diphosphate biosynthesis	Biosynthesis						
4	PWY-5415	Week_and_consortia	NS6_w5w6	3.03730770763905	0.362465727364989	32	30	2.3662742798908804e-09	1.41503201937475e-07	PWY-5415	catechol degradation I (<I>meta</I>-cleavage pathway)	Degradation/utilization/assimilation	Superpathways					
5	PWY-5179	Week_and_consortia	NS6_w5w6	2.89581575685332	0.358744102593904	32	30	5.2004347783142905e-09	2.59154999785996e-07	PWY-5179	toluene degradation V (aerobic) (<I>via</I> toluene-<I>cis</I>-diol)	Degradation/utilization/assimilation	Superpathways					
6	PWY-5667	Week_and_consortia	NS6_w5w6	-0.0483228088721262	0.0078984328866536	32	32	1.15279643187633e-06	4.30857666413777e-05	PWY-5667	CDP-diacylglycerol biosynthesis I // CDP-diacylglycerol biosynthesis	Biosynthesis						
7	PWY0-1319	Week_and_consortia	NS6_w5w6	-0.0483228088721262	0.0078984328866979	32	32	1.15279642952061e-06	4.30857666413777e-05	PWY0-1319	CDP-diacylglycerol biosynthesis II	Biosynthesis						
8	GLYCOCAT-PWY	Week_and_consortia	NS6_w5w6	-0.0641050003012992	0.0121171990945002	32	32	1.02584665121277e-05	0.0003408090541251	GLYCOCAT-PWY	glycogen degradation I // glycogen catabolism I	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Glycan pathways			
9	ANAGLYCOLYSIS-PWY	Week_and_consortia	NS6_w5w6	-0.0550928778187597	0.0106404383038515	32	32	1.41041219698165e-05	0.0004217132468975	ANAGLYCOLYSIS-PWY	glycolysis III (from glucose) // anaerobic glycolysis // Embden-Meyerhof-Parnas pathway // EMP pathway // glycolysis III (glucokinase)	Generation of precursor metabolites and energy						
10	HEMESYN2-PWY	Week_and_consortia	NS6_w5w6	0.957539784850011	0.191564926828854	32	32	2.54713803075105e-05	0.0006923584283586	HEMESYN2-PWY	heme <i>b</i> biosynthesis II (oxygen-independent)	Biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis				
11	X1CMET2-PWY	Week_and_consortia	NS6_w5w6	-0.0586650332335429	0.0128288614858693	32	32	7.75923480859031e-05	0.0007235555367307									
