"features"	"coefs"	"category"
"1"	"EC.2.7.7.82"	-8.96958006562067	"left"
"2"	"EC.3.4.24.40"	-6.65975708853338	"left"
"3"	"EC.4.2.1.22"	-6.04737085604678	"left"
"4"	"EC.2.7.1.176"	-5.3586019814742	"left"
"5"	"EC.2.3.1.81"	-5.23510130950917	"left"
"6"	"EC.1.1.1.47"	-5.20221394730145	"left"
"7"	"EC.2.7.8.47"	-4.89553201494142	"left"
"8"	"EC.2.7.8.14"	-4.89553201494142	"left"
"9"	"EC.3.5.1.5"	-4.75477854619458	"left"
"10"	"EC.4.2.1.44"	-4.75149351052988	"left"
"11"	"EC.1.1.1.2"	5.48868594209066	"right"
"12"	"EC.4.1.3.32"	5.82898157142356	"right"
"13"	"EC.1.8.7.1"	5.94861612321158	"right"
"14"	"EC.5.3.3.6"	6.19095698986844	"right"
"15"	"EC.4.1.1.82"	6.8284827730189	"right"
"16"	"EC.4.1.1.52"	6.91104742081071	"right"
"17"	"EC.1.9.3.1"	7.27308120069755	"right"
"18"	"EC.2.7.1.63"	7.42571611027759	"right"
"19"	"EC.4.2.2.20"	11.0534175612906	"right"
"20"	"EC.4.2.2.21"	11.0534175612906	"right"
