Module	Section	Sample Name	Source
FastQC	all_sections	1050R_S2_L_Male_week9_S82_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_L_Male_week9_S82_L001_R1_001_fastqc.zip
FastQC	all_sections	2824_NS1_0_Male_week9_S55_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2824_NS1_0_Male_week9_S55_L001_R1_001_fastqc.zip
FastQC	all_sections	1050R_S2_L_Male_week9_S82_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_L_Male_week9_S82_L001_R2_001_fastqc.zip
FastQC	all_sections	2824_NS1_0_Male_week9_S55_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2824_NS1_0_Male_week9_S55_L001_R2_001_fastqc.zip
FastQC	all_sections	2999_NS1_R_Female_week9_S54_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2999_NS1_R_Female_week9_S54_L001_R1_001_fastqc.zip
FastQC	all_sections	2999_NS1_R_Female_week9_S54_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2999_NS1_R_Female_week9_S54_L001_R2_001_fastqc.zip
FastQC	all_sections	Positive_Control_S89_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/Positive_Control_S89_L001_R1_001_fastqc.zip
FastQC	all_sections	1127R_S2_R_Female_week9_S77_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1127R_S2_R_Female_week9_S77_L001_R1_001_fastqc.zip
FastQC	all_sections	1127R_S2_R_Female_week5_S63_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1127R_S2_R_Female_week5_S63_L001_R1_001_fastqc.zip
FastQC	all_sections	Positive_Control_S89_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/Positive_Control_S89_L001_R2_001_fastqc.zip
FastQC	all_sections	1127R_S2_R_Female_week9_S77_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1127R_S2_R_Female_week9_S77_L001_R2_001_fastqc.zip
FastQC	all_sections	2893_NS1_0_Male_week5_S47_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2893_NS1_0_Male_week5_S47_L001_R1_001_fastqc.zip
FastQC	all_sections	1127R_S2_R_Female_week5_S63_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1127R_S2_R_Female_week5_S63_L001_R2_001_fastqc.zip
FastQC	all_sections	2893_NS1_0_Male_week5_S47_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2893_NS1_0_Male_week5_S47_L001_R2_001_fastqc.zip
FastQC	all_sections	2808_NS1_L_Female_week5_S38_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2808_NS1_L_Female_week5_S38_L001_R1_001_fastqc.zip
FastQC	all_sections	3995R_S2_R_Female_week5_S66_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/3995R_S2_R_Female_week5_S66_L001_R1_001_fastqc.zip
FastQC	all_sections	2808_NS1_L_Female_week5_S38_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2808_NS1_L_Female_week5_S38_L001_R2_001_fastqc.zip
FastQC	all_sections	3995R_S2_R_Female_week5_S66_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/3995R_S2_R_Female_week5_S66_L001_R2_001_fastqc.zip
FastQC	all_sections	1050R_S2_RR_Male_week5_S70_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_RR_Male_week5_S70_L001_R1_001_fastqc.zip
FastQC	all_sections	S2_mouse_inoculum_S36_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/S2_mouse_inoculum_S36_L001_R1_001_fastqc.zip
FastQC	all_sections	1050R_S2_RR_Male_week5_S70_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_RR_Male_week5_S70_L001_R2_001_fastqc.zip
FastQC	all_sections	2824_NS1_L_Male_week5_S44_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2824_NS1_L_Male_week5_S44_L001_R1_001_fastqc.zip
FastQC	all_sections	S2_mouse_inoculum_S36_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/S2_mouse_inoculum_S36_L001_R2_001_fastqc.zip
FastQC	all_sections	3995R_S2_0_Female_week5_S64_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/3995R_S2_0_Female_week5_S64_L001_R1_001_fastqc.zip
FastQC	all_sections	2824_NS1_L_Male_week5_S44_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2824_NS1_L_Male_week5_S44_L001_R2_001_fastqc.zip
FastQC	all_sections	2514R_S2_L_Male_week5_S71_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2514R_S2_L_Male_week5_S71_L001_R1_001_fastqc.zip
FastQC	all_sections	3995R_S2_0_Female_week5_S64_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/3995R_S2_0_Female_week5_S64_L001_R2_001_fastqc.zip
FastQC	all_sections	2514R_S2_L_Male_week5_S71_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2514R_S2_L_Male_week5_S71_L001_R2_001_fastqc.zip
FastQC	all_sections	1050R_S2_RR_Male_week9_S84_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_RR_Male_week9_S84_L001_R1_001_fastqc.zip
FastQC	all_sections	2824_NS1_L_Male_week9_S56_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2824_NS1_L_Male_week9_S56_L001_R1_001_fastqc.zip
FastQC	all_sections	1050R_S2_RR_Male_week9_S84_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_RR_Male_week9_S84_L001_R2_001_fastqc.zip
FastQC	all_sections	3995R_S2_0_Female_week9_S78_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/3995R_S2_0_Female_week9_S78_L001_R1_001_fastqc.zip
FastQC	all_sections	2824_NS1_L_Male_week9_S56_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2824_NS1_L_Male_week9_S56_L001_R2_001_fastqc.zip
FastQC	all_sections	negative_ctrl_S90_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/negative_ctrl_S90_L001_R1_001_fastqc.zip
FastQC	all_sections	3995R_S2_0_Female_week9_S78_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/3995R_S2_0_Female_week9_S78_L001_R2_001_fastqc.zip
FastQC	all_sections	negative_ctrl_S90_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/negative_ctrl_S90_L001_R2_001_fastqc.zip
FastQC	all_sections	2893_NS1_R_Male_week5_S48_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2893_NS1_R_Male_week5_S48_L001_R1_001_fastqc.zip
FastQC	all_sections	2893_NS1_R_Male_week5_S48_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2893_NS1_R_Male_week5_S48_L001_R2_001_fastqc.zip
FastQC	all_sections	1050R_S2_R_Male_week5_S69_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_R_Male_week5_S69_L001_R1_001_fastqc.zip
FastQC	all_sections	1050R_S2_R_Male_week5_S69_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_R_Male_week5_S69_L001_R2_001_fastqc.zip
FastQC	all_sections	2824_NS1_R_Male_week5_S45_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2824_NS1_R_Male_week5_S45_L001_R1_001_fastqc.zip
FastQC	all_sections	3995R_S2_L_Female_week5_S65_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/3995R_S2_L_Female_week5_S65_L001_R1_001_fastqc.zip
FastQC	all_sections	2824_NS1_R_Male_week5_S45_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/2824_NS1_R_Male_week5_S45_L001_R2_001_fastqc.zip
FastQC	all_sections	3995R_S2_L_Female_week5_S65_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/3995R_S2_L_Female_week5_S65_L001_R2_001_fastqc.zip
FastQC	all_sections	1050R_S2_R_Male_week9_S83_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_R_Male_week9_S83_L001_R1_001_fastqc.zip
FastQC	all_sections	1050R_S2_R_Male_week9_S83_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate5/plate5.1/fastqc_raw/1050R_S2_R_Male_week9_S83_L001_R2_001_fastqc.zip
