Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
048R_S2_R_Female_week5_S61_L001_R1_001	96.21535942066002	51.0	301.0	301	45.45454545454545	0.13311699999999999
048R_S2_R_Female_week5_S61_L001_R2_001	91.8537827625322	53.0	301.0	301	54.54545454545454	0.13311699999999999
048R_S2_R_Female_week9_S75_L001_R1_001	95.77876634780826	50.0	301.0	301	45.45454545454545	0.11217099999999999
048R_S2_R_Female_week9_S75_L001_R2_001	92.19940982963512	52.0	301.0	301	54.54545454545454	0.11217099999999999
1050R_S2_L_Male_week5_S68_L001_R1_001	96.57410614026803	51.0	301.0	301	45.45454545454545	0.190578
1050R_S2_L_Male_week5_S68_L001_R2_001	92.55265560557882	52.0	301.0	301	54.54545454545454	0.190578
1050R_S2_L_Male_week9_S82_L001_R1_001	95.65821416039472	51.0	301.0	301	45.45454545454545	0.139643
1050R_S2_L_Male_week9_S82_L001_R2_001	93.18762845255401	53.0	301.0	301	54.54545454545454	0.139643
1050R_S2_RR_Male_week5_S70_L001_R1_001	96.05489691082401	51.0	301.0	301	36.36363636363637	0.14288599999999999
1050R_S2_RR_Male_week5_S70_L001_R2_001	92.77186008426298	53.0	301.0	301	54.54545454545454	0.14288599999999999
1050R_S2_RR_Male_week9_S84_L001_R1_001	95.90123231296982	51.0	301.0	301	36.36363636363637	0.175199
1050R_S2_RR_Male_week9_S84_L001_R2_001	93.04961786311566	52.0	301.0	301	45.45454545454545	0.175199
1050R_S2_R_Male_week5_S69_L001_R1_001	95.97918300420618	51.0	301.0	301	36.36363636363637	0.126243
1050R_S2_R_Male_week5_S69_L001_R2_001	92.21818239427137	52.0	301.0	301	54.54545454545454	0.126243
1050R_S2_R_Male_week9_S83_L001_R1_001	95.55418591181144	51.0	301.0	301	36.36363636363637	0.13466599999999998
1050R_S2_R_Male_week9_S83_L001_R2_001	91.86654389378165	53.0	301.0	301	54.54545454545454	0.13466599999999998
1127R_S2_0_Female_week5_S62_L001_R1_001	96.29484772632458	51.0	301.0	301	36.36363636363637	0.153408
