Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
048R_S2_R_Female_week5_S61_L001_R1_001	5.362951388628049	84.07265788742234
048R_S2_R_Female_week5_S61_L001_R2_001	2.1860468610320245	78.28226297167154
048R_S2_R_Female_week9_S75_L001_R1_001	3.512494316712876	85.33934795981136
048R_S2_R_Female_week9_S75_L001_R2_001	2.3383940590705263	77.86504533257259
1050R_S2_L_Male_week5_S68_L001_R1_001	5.018942375300401	83.26616923254521
1050R_S2_L_Male_week5_S68_L001_R2_001	2.6424875903829403	76.96166399059702
1050R_S2_L_Male_week9_S82_L001_R1_001	3.7030141145635658	84.82487485946305
1050R_S2_L_Male_week9_S82_L001_R2_001	1.5890520828111685	79.55930479866517
1050R_S2_RR_Male_week5_S70_L001_R1_001	4.769536553616169	82.90805257338019
1050R_S2_RR_Male_week5_S70_L001_R2_001	2.266842097896225	79.242892935627
1050R_S2_RR_Male_week9_S84_L001_R1_001	3.037117791768218	85.86521612566281
1050R_S2_RR_Male_week9_S84_L001_R2_001	1.9617691881802977	79.1916620528656
1050R_S2_R_Male_week5_S69_L001_R1_001	5.317522555706059	82.88855619717529
1050R_S2_R_Male_week5_S69_L001_R2_001	2.4199361548759137	77.45459154170925
1050R_S2_R_Male_week9_S83_L001_R1_001	4.312892638082367	84.13185213788188
1050R_S2_R_Male_week9_S83_L001_R2_001	1.766592903925267	77.829593215808
1127R_S2_0_Female_week5_S62_L001_R1_001	5.665284730913641	83.476741760534
1127R_S2_0_Female_week5_S62_L001_R2_001	2.5748331247392575	77.35972048393826
1127R_S2_0_Female_week9_S76_L001_R1_001	4.154180086822574	85.06651729449656
1127R_S2_0_Female_week9_S76_L001_R2_001	2.3386080380899035	77.97087242683098
1127R_S2_R_Female_week5_S63_L001_R1_001	4.209816866806293	84.99858682339641
1127R_S2_R_Female_week5_S63_L001_R2_001	2.4908143520766446	77.8950190960018
1127R_S2_R_Female_week9_S77_L001_R1_001	4.651094070889292	84.5552058862639
1127R_S2_R_Female_week9_S77_L001_R2_001	1.869376357430965	79.88268841511162
2514R_S2_L_Male_week5_S71_L001_R1_001	4.202906943077191	82.9648503098037
2514R_S2_L_Male_week5_S71_L001_R2_001	2.450634084197116	79.84944119520527
2514R_S2_L_Male_week9_S85_L001_R1_001	4.20583610824779	84.27252905941087
2514R_S2_L_Male_week9_S85_L001_R2_001	1.619346656089532	78.07445479462466
2514R_S2_R_Male_week5_S72_L001_R1_001	5.14044100341668	82.68854640923884
2514R_S2_R_Male_week5_S72_L001_R2_001	2.411154123958156	79.66547366883354
2514R_S2_R_Male_week9_S86_L001_R1_001	2.4485745461403403	87.9318009348858
2514R_S2_R_Male_week9_S86_L001_R2_001	1.9119806377160407	79.39479391650688
2808_NS1_0_Female_week5_S37_L001_R1_001	4.768096171881661	84.40972518259584
2808_NS1_0_Female_week5_S37_L001_R2_001	2.3950606758177737	76.22275272117544
2808_NS1_0_Female_week9_S49_L001_R1_001	3.8383690231739513	85.95115869756526
2808_NS1_0_Female_week9_S49_L001_R2_001	2.08052214725726	77.10618949838663
2808_NS1_L_Female_week5_S38_L001_R1_001	4.5700278256260765	84.1705313369551
2808_NS1_L_Female_week5_S38_L001_R2_001	2.175036438319862	76.95706903405326
2808_NS1_L_Female_week9_S50_L001_R1_001	3.8082172127472607	86.6295439464859
2808_NS1_L_Female_week9_S50_L001_R2_001	2.1179677552411182	77.71919441903839
2808_NS1_RR_Female_week5_S40_L001_R1_001	3.9641485275288093	82.14084507042254
2808_NS1_RR_Female_week5_S40_L001_R2_001	2.9295774647887325	79.39223218096457
2808_NS1_RR_Female_week9_S52_L001_R1_001	5.457163958641063	83.31536189069425
2808_NS1_RR_Female_week9_S52_L001_R2_001	2.358936484490399	76.85967503692763
2808_NS1_R_Female_week5_S39_L001_R1_001	4.026539708265802	85.6494378038898
2808_NS1_R_Female_week5_S39_L001_R2_001	2.3317210291734196	76.90880773905997
2808_NS1_R_Female_week9_S51_L001_R1_001	4.454585675192948	84.13652973274125
2808_NS1_R_Female_week9_S51_L001_R2_001	1.9343896963639047	77.79015845445458
2824_NS1_0_Male_week5_S43_L001_R1_001	4.911122819666676	85.05218010223417
2824_NS1_0_Male_week5_S43_L001_R2_001	2.8701367127922133	75.9962286126286
2824_NS1_0_Male_week9_S55_L001_R1_001	3.684874367967428	84.8666231481584
2824_NS1_0_Male_week9_S55_L001_R2_001	2.5104278459444807	79.87232112233495
2824_NS1_L_Male_week5_S44_L001_R1_001	5.802540796538396	84.35154281492817
2824_NS1_L_Male_week5_S44_L001_R2_001	3.0157117792171815	77.46329300951149
2824_NS1_L_Male_week9_S56_L001_R1_001	3.847299989021158	83.63917250897913
2824_NS1_L_Male_week9_S56_L001_R2_001	2.0059913110305994	79.41780768205273
2824_NS1_R_Male_week5_S45_L001_R1_001	5.889109849164698	84.09157806319145
2824_NS1_R_Male_week5_S45_L001_R2_001	2.771176888671917	77.71499953335105
2824_NS1_R_Male_week9_S57_L001_R1_001	4.270579608761978	84.81993105715176
2824_NS1_R_Male_week9_S57_L001_R2_001	2.1593102343888275	76.4574501260019
2864_NS1_R_Male_week5_S46_L001_R1_001	4.16417374655977	85.95842353171538
2864_NS1_R_Male_week5_S46_L001_R2_001	2.5803082880981645	75.88738890641487
2864_NS1_R_Male_week9_S58_L001_R1_001	3.8585006167993723	85.22555231580128
2864_NS1_R_Male_week9_S58_L001_R2_001	2.0480542783447344	77.06838062128519
2893_NS1_0_Male_week5_S47_L001_R1_001	4.416050845226679	85.30678249750851
2893_NS1_0_Male_week5_S47_L001_R2_001	2.844060848799383	76.24527556834207
2893_NS1_0_Male_week9_S59_L001_R1_001	4.685042016806722	85.49781512605043
2893_NS1_0_Male_week9_S59_L001_R2_001	2.264201680672269	77.47831932773109
2893_NS1_R_Male_week5_S48_L001_R1_001	4.847428073234525	84.35552700408388
2893_NS1_R_Male_week5_S48_L001_R2_001	3.133116138209517	76.59890790620841
2893_NS1_R_Male_week9_S60_L001_R1_001	5.114276429809358	84.37987435008665
2893_NS1_R_Male_week9_S60_L001_R2_001	2.1290077989601386	77.73396880415945
2999_NS1_0_Female_week5_S41_L001_R1_001	5.557689266430201	84.55143121794727
2999_NS1_0_Female_week5_S41_L001_R2_001	2.724623274518221	77.68452206131532
2999_NS1_0_Female_week9_S53_L001_R1_001	5.69032244818347	84.1013848538666
