Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
1002R_0_M_NS6_week10_S69_L001_R1_001	98.14470192245453	48.0	278.4836963557512	282	45.45454545454545	0.123592
1002R_0_M_NS6_week10_S69_L001_R2_001	96.04909702893391	51.0	264.4084568580491	277	45.45454545454545	0.123592
1002R_L_M_NS6_week10_S70_L001_R1_001	98.05825242718447	48.0	278.7471298656687	282	45.45454545454545	0.110622
1002R_L_M_NS6_week10_S70_L001_R2_001	96.05051436423135	51.0	264.0897109074144	277	45.45454545454545	0.110622
1030R_0_M_NS1_week10_S77_L001_R1_001	98.0361407777928	49.0	278.0823757379118	282	45.45454545454545	0.110955
1030R_0_M_NS1_week10_S77_L001_R2_001	95.07728358343472	52.0	258.9234284169258	277	54.54545454545454	0.110955
1030R_R_M_NS1_week10_S78_L001_R1_001	98.01677638999979	49.0	278.3810476014684	282	45.45454545454545	0.097518
1030R_R_M_NS1_week10_S78_L001_R2_001	94.96605754835005	52.0	259.6737217744416	277	45.45454545454545	0.097518
1075R_0_M_NS6_week9_S72_L001_R1_001	98.17346227959868	48.0	279.0614635823299	282	45.45454545454545	0.110537
1075R_0_M_NS6_week9_S72_L001_R2_001	96.1913205532989	50.0	264.925708133928	277	45.45454545454545	0.110537
1136R_RL_F_S5_week10_S58_L001_R1_001	98.17310274183764	50.0	278.4935804998359	282	45.45454545454545	0.10055299999999999
1136R_RL_F_S5_week10_S58_L001_R2_001	95.88376279176155	52.0	257.7226935049178	272	54.54545454545454	0.10055299999999999
1136R_R_F_S5_week10_S57_L001_R1_001	98.1951946358726	50.0	277.6347830135966	282	45.45454545454545	0.10737999999999999
1136R_R_F_S5_week10_S57_L001_R2_001	95.38740920096852	52.0	257.51582231327995	277	54.54545454545454	0.10737999999999999
1174R_0_M_S2_week9_S56_L001_R1_001	97.96128419302482	49.0	278.75746209572065	282	45.45454545454545	0.101044
1174R_0_M_S2_week9_S56_L001_R2_001	96.2808281540715	52.0	260.3997565417046	277	54.54545454545454	0.101044
160R_0_F_S2_week10_S49_L001_R1_001	98.15861505101134	49.0	278.12964345384097	282	45.45454545454545	0.112524
160R_0_F_S2_week10_S49_L001_R2_001	96.17237211617078	52.0	258.5108599054424	277	54.54545454545454	0.112524
160R_L_F_S2_week10_S50_L001_R1_001	98.24182805040965	51.0	278.25941911194565	282	45.45454545454545	0.107043
160R_L_F_S2_week10_S50_L001_R2_001	96.36127537531647	53.0	256.2923124351896	272	54.54545454545454	0.107043
184R_0_F_NS6_week10_S65_L001_R1_001	98.04616935100496	49.0	278.34382665576453	282	45.45454545454545	0.105178
184R_0_F_NS6_week10_S65_L001_R2_001	95.81281256536538	51.0	262.54683488942555	277	54.54545454545454	0.105178
184R_L_F_NS6_week10_S66_L001_R1_001	98.20828083590389	48.0	279.3948385975583	282	45.45454545454545	0.11508499999999999
184R_L_F_NS6_week10_S66_L001_R2_001	96.29665030195073	50.0	265.15734457140377	277	36.36363636363637	0.11508499999999999
2403R_L_F_NS6_week10_S67_L001_R1_001	98.3412282610515	48.0	279.4215221866997	282	45.45454545454545	0.119486
2403R_L_F_NS6_week10_S67_L001_R2_001	96.63558910667359	50.0	265.45691545453025	277	36.36363636363637	0.119486
2446R_0_F_S2_week9_S55_L001_R1_001	98.05477280732653	49.0	278.2852412821416	282	45.45454545454545	0.11356
2446R_0_F_S2_week9_S55_L001_R2_001	96.37020077492075	52.0	260.33048608665024	277	54.54545454545454	0.11356
2472R_0_F_NS1_week10_S73_L001_R1_001	98.15175817396668	49.0	277.7158379601069	282	45.45454545454545	0.12157499999999999
2472R_0_F_NS1_week10_S73_L001_R2_001	95.16265679621633	52.0	257.57779971211187	277	54.54545454545454	0.12157499999999999
2472R_R_F_NS1_week10_S74_L001_R1_001	98.10503019964037	49.0	278.76853704642906	282	45.45454545454545	0.108445
2472R_R_F_NS1_week10_S74_L001_R2_001	95.43086357139563	52.0	258.0664760938725	272	54.54545454545454	0.108445
2506R_0_F_NS6_week10_S68_L001_R1_001	98.08006616387374	50.0	278.5202429947029	282	45.45454545454545	0.10156599999999999
