Module	Section	Sample Name	Source
FastQC	all_sections	1030R_R_M_NS1_week10_S78_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/1030R_R_M_NS1_week10_S78_L001_R1_001_fastqc.zip
FastQC	all_sections	1136R_RL_F_S5_week10_S58_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/1136R_RL_F_S5_week10_S58_L001_R1_001_fastqc.zip
FastQC	all_sections	3874R_0_F_NS1_week10_S75_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/3874R_0_F_NS1_week10_S75_L001_R1_001_fastqc.zip
FastQC	all_sections	1030R_R_M_NS1_week10_S78_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/1030R_R_M_NS1_week10_S78_L001_R2_001_fastqc.zip
FastQC	all_sections	3896R_0_M_S2_week10_S52_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/3896R_0_M_S2_week10_S52_L001_R1_001_fastqc.zip
FastQC	all_sections	3974R_L_M_NS1_week10_S80_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/3974R_L_M_NS1_week10_S80_L001_R1_001_fastqc.zip
FastQC	all_sections	184R_0_F_NS6_week10_S65_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/184R_0_F_NS6_week10_S65_L001_R1_001_fastqc.zip
FastQC	all_sections	2518R_L_M_S5_week10_S61_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/2518R_L_M_S5_week10_S61_L001_R1_001_fastqc.zip
FastQC	all_sections	160R_0_F_S2_week10_S49_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/160R_0_F_S2_week10_S49_L001_R1_001_fastqc.zip
FastQC	all_sections	3752R_0_F_S5_week10_S59_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/3752R_0_F_S5_week10_S59_L001_R1_001_fastqc.zip
FastQC	all_sections	3896R_0_M_S2_week10_S52_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/3896R_0_M_S2_week10_S52_L001_R2_001_fastqc.zip
FastQC	all_sections	3974R_L_M_NS1_week10_S80_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/3974R_L_M_NS1_week10_S80_L001_R2_001_fastqc.zip
FastQC	all_sections	2518R_L_M_S5_week10_S61_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/2518R_L_M_S5_week10_S61_L001_R2_001_fastqc.zip
FastQC	all_sections	3893R_RL_M_S5_week10_S64_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/3893R_RL_M_S5_week10_S64_L001_R1_001_fastqc.zip
FastQC	all_sections	T1D_S5_defined_mouse_inocula_S84_L001_R1_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/T1D_S5_defined_mouse_inocula_S84_L001_R1_001_fastqc.zip
FastQC	all_sections	1136R_RL_F_S5_week10_S58_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/1136R_RL_F_S5_week10_S58_L001_R2_001_fastqc.zip
FastQC	all_sections	3874R_0_F_NS1_week10_S75_L001_R2_001	/bulk/sycuro_bulk/daniel/diabetes/UC_UT_collaboration/FemMicro16S_Daniel/blackbox_testing/FemMicro16S_plate1/plate1.1/fastqc_filt/3874R_0_F_NS1_week10_S75_L001_R2_001_fastqc.zip
