Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
1002R_0_M_NS6_week10_S69_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0007883181757265569)	(30.0, 0.0007883181757265569)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.002102181801937485)	(36.0, 0.004729909054359341)	(37.0, 0.004467136329117155)	(38.0, 0.004467136329117155)	(39.0, 0.013664181712593653)	(40.0, 0.024700636172765453)	(41.0, 0.05544504502610116)	(42.0, 0.16883147596810424)	(43.0, 0.23531297545437724)	(44.0, 0.3239987702236153)	(45.0, 1.335673762406062)	(46.0, 16.0187567171272)	(47.0, 13.74840037103061)	(48.0, 21.61489606025748)	(49.0, 3.8057373796825513)	(50.0, 1.5126511928566977)	(51.0, 10.912688506579883)	(52.0, 17.88693940723986)	(53.0, 8.3557785036131)	(54.0, 2.8008944783562684)	(55.0, 0.6452384268321789)	(56.0, 0.12350318086382724)	(57.0, 0.0466421587304879)	(58.0, 0.06122604498142926)	(59.0, 0.060043567717839405)	(60.0, 0.01865686349219518)	(61.0, 0.02654004524946076)	(62.0, 0.14978045338804535)	(63.0, 0.019707954393163928)	(64.0, 0.005518227230085898)	(65.0, 0.006700704493675734)	(66.0, 0.0031532727029062275)	(67.0, 0.0015766363514531138)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1002R_0_M_NS6_week10_S69_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0006975032869841358)	(31.0, 0.0006975032869841358)	(32.0, 0.0006975032869841358)	(33.0, 0.0020925098609524072)	(34.0, 0.0025575120522751643)	(35.0, 0.0016275076696296502)	(36.0, 0.0032550153392593003)	(37.0, 0.006277529582857223)	(38.0, 0.008137538348148251)	(39.0, 0.009532544922116522)	(40.0, 0.01941384148772511)	(41.0, 0.027783880931534746)	(42.0, 0.029062636957672326)	(43.0, 0.04557021474963018)	(44.0, 0.1339206311009539)	(45.0, 2.903008680427745)	(46.0, 21.467872417359565)	(47.0, 16.90980468745784)	(48.0, 9.24900983595541)	(49.0, 7.351335893168834)	(50.0, 0.8712978559910187)	(51.0, 4.774875001598322)	(52.0, 4.469833564090455)	(53.0, 4.267325109769294)	(54.0, 5.4000704478319985)	(55.0, 1.2496933891799396)	(56.0, 9.829448821273633)	(57.0, 9.10079038747147)	(58.0, 0.6075253629631764)	(59.0, 0.24052238346169638)	(60.0, 0.2450561548270936)	(61.0, 0.19785843240783305)	(62.0, 0.10881051276952519)	(63.0, 0.08230538786412807)	(64.0, 0.061729040898096034)	(65.0, 0.03359640832306921)	(66.0, 0.02511011833142889)	(67.0, 0.03836268078412747)	(68.0, 0.03580516873185229)	(69.0, 0.017437582174603398)	(70.0, 0.020460096418201318)	(71.0, 0.03441016215788401)	(72.0, 0.10555549743026592)	(73.0, 0.007207533965502736)	(74.0, 0.0006975032869841358)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.00046500219132275723)	(84.0, 0.0006975032869841358)	(85.0, 0.0006975032869841358)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1002R_L_M_NS6_week10_S70_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0023724088846709913)	(37.0, 0.0023724088846709913)	(38.0, 0.0035586133270064874)	(39.0, 0.00934135998339203)	(40.0, 0.013789626642150138)	(41.0, 0.039293022152363306)	(42.0, 0.11951009756530119)	(43.0, 0.17377895080215008)	(44.0, 0.2992200705791288)	(45.0, 1.0265116692860725)	(46.0, 11.243290531119454)	(47.0, 12.063847454104298)	(48.0, 26.782420450178186)	(49.0, 4.670235165030266)	(50.0, 1.6375552326442055)	(51.0, 10.970166958271966)	(52.0, 18.619406304676424)	(53.0, 8.452596304972419)	(54.0, 2.78965629726237)	(55.0, 0.603036683372305)	(56.0, 0.11313424868774816)	(57.0, 0.04596542214050043)	(58.0, 0.05990332433794248)	(59.0, 0.05545505767918436)	(60.0, 0.017348239969156624)	(61.0, 0.031137866611306773)	(62.0, 0.14086177752734005)	(63.0, 0.012751697755106574)	(64.0, 0.0014827555529193695)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1002R_L_M_NS6_week10_S70_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.00077060600456193)	(29.0, 0.00154121200912386)	(30.0, 0.00077060600456193)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.00154121200912386)	(36.0, 0.00231181801368579)	(37.0, 0.00308242401824772)	(38.0, 0.006935454041057372)	(39.0, 0.008476666050181231)	(40.0, 0.007706060045619301)	(41.0, 0.01733863510264343)	(42.0, 0.032365452191601064)	(43.0, 0.049575652960150825)	(44.0, 0.12381069806628342)	(45.0, 1.6673345252038774)	(46.0, 14.89735528019083)	(47.0, 19.45574666585091)	(48.0, 15.054173602119494)	(49.0, 6.693098452623366)	(50.0, 0.8432998376589321)	(51.0, 5.291237695991062)	(52.0, 4.878064443211592)	(53.0, 4.4524330600250215)	(54.0, 5.427506524464444)	(55.0, 1.118277746953467)	(56.0, 9.276298214246905)	(57.0, 8.953157429667518)	(58.0, 0.6380617717772725)	(59.0, 0.2057518032180352)	(60.0, 0.21499907527277834)	(61.0, 0.18468857242667555)	(62.0, 0.06807019706963716)	(63.0, 0.05060312763290007)	(64.0, 0.05856605634670668)	(65.0, 0.033136058196162985)	(66.0, 0.025173129482356383)	(67.0, 0.04662166327599677)	(68.0, 0.04623636027371579)	(69.0, 0.016696463432175155)	(70.0, 0.01104535273205433)	(71.0, 0.026971210159667566)	(72.0, 0.08990403386555872)	(73.0, 0.010531615395679707)	(74.0, 0.0025686866818731002)	(75.0, 0.0005137373363746201)	(76.0, 0.00077060600456193)	(77.0, 0.00077060600456193)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0005137373363746201)	(86.0, 0.0)	(87.0, 0.0005137373363746201)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.00077060600456193)	(95.0, 0.00154121200912386)	(96.0, 0.00077060600456193)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1030R_0_M_NS1_week10_S77_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0016701740321337251)	(39.0, 0.002505261048200588)	(40.0, 0.003897072741645359)	(41.0, 0.010856131208869213)	(42.0, 0.03075903842512944)	(43.0, 0.08336952043734179)	(44.0, 0.2679237509881183)	(45.0, 0.4314616249678799)	(46.0, 0.8555466479604854)	(47.0, 15.513689859811167)	(48.0, 24.70563182684505)	(49.0, 4.532434779703079)	(50.0, 2.8406876663206106)	(51.0, 18.439417220606664)	(52.0, 20.64182004431761)	(53.0, 6.473037823873959)	(54.0, 3.7194775695616378)	(55.0, 0.9396120742445552)	(56.0, 0.13083029918380856)	(57.0, 0.04940931511728933)	(58.0, 0.032429212457263164)	(59.0, 0.05400229370565706)	(60.0, 0.01489238511985905)	(61.0, 0.025887697498072758)	(62.0, 0.16924430192288356)	(63.0, 0.017815189676093073)	(64.0, 0.004453797419023268)	(65.0, 0.003061985725578496)	(66.0, 0.0016701740321337251)	(67.0, 0.0016701740321337251)	(68.0, 0.0008350870160668626)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1030R_0_M_NS1_week10_S77_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0008112745528863332)	(32.0, 0.0008112745528863332)	(33.0, 0.0008112745528863332)	(34.0, 0.0016225491057726665)	(35.0, 0.0024338236586589996)	(36.0, 0.005678921870204333)	(37.0, 0.006490196423090666)	(38.0, 0.005408497019242221)	(39.0, 0.008383170379825442)	(40.0, 0.011087418889446555)	(41.0, 0.015684641355802442)	(42.0, 0.032450982115453324)	(43.0, 0.04948774772606632)	(44.0, 0.08464297835114085)	(45.0, 0.9371573210091892)	(46.0, 9.362919614859926)	(47.0, 8.666575623633122)	(48.0, 9.748004602629655)	(49.0, 11.604471204483009)	(50.0, 2.1448747054059516)	(51.0, 3.8449005309792508)	(52.0, 4.053127666220161)	(53.0, 4.97743980680904)	(54.0, 5.948670659039841)	(55.0, 1.781964555414852)	(56.0, 16.643297452464434)	(57.0, 16.637077680892357)	(58.0, 1.4592124957915844)	(59.0, 0.43335582366678393)	(60.0, 0.4207810680970466)	(61.0, 0.3610171760344201)	(62.0, 0.13818709884163874)	(63.0, 0.09559518481510627)	(64.0, 0.07598938312035325)	(65.0, 0.04056372764431665)	(66.0, 0.04110457734624087)	(67.0, 0.06300899027417188)	(68.0, 0.056248369000119106)	(69.0, 0.024879086288514228)	(70.0, 0.018118465014461446)	(71.0, 0.03812990398565764)	(72.0, 0.13386030122624484)	(73.0, 0.015955066206764554)	(74.0, 0.0021633988076968885)	(75.0, 0.0016225491057726665)	(76.0, 0.0016225491057726665)	(77.0, 0.0008112745528863332)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0005408497019242221)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0005408497019242221)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0004056372764431666)	(100.0, 0.0)
1030R_R_M_NS1_week10_S78_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0009621876297950198)	(36.0, 0.0009621876297950198)	(37.0, 0.0009621876297950198)	(38.0, 0.0009621876297950198)	(39.0, 0.0024054690744875493)	(40.0, 0.004009115124145915)	(41.0, 0.005773125778770118)	(42.0, 0.0258187013994997)	(43.0, 0.07023969697503646)	(44.0, 0.2824020693448383)	(45.0, 0.41887234817076624)	(46.0, 0.820264954400243)	(47.0, 15.999095543621353)	(48.0, 27.626491591295316)	(49.0, 4.525328787530854)	(50.0, 2.2555281688445152)	(51.0, 16.71368022335044)	(52.0, 19.674973018654885)	(53.0, 6.967842085766578)	(54.0, 3.284908568119997)	(55.0, 0.8374239671315863)	(56.0, 0.11899053688465096)	(57.0, 0.05500505950328193)	(58.0, 0.04377953715567338)	(59.0, 0.06478730040619794)	(60.0, 0.02116812785549044)	(61.0, 0.023733961534943827)	(62.0, 0.1215563705641045)	(63.0, 0.017960835756173698)	(64.0, 0.008659688668155177)	(65.0, 0.005452396568838445)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1030R_R_M_NS1_week10_S78_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0009334453467750844)	(29.0, 0.0009334453467750844)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0009334453467750844)	(33.0, 0.0018668906935501689)	(34.0, 0.0037337813871003377)	(35.0, 0.004667226733875422)	(36.0, 0.0018668906935501689)	(37.0, 0.0032670587137127957)	(38.0, 0.009334453467750845)	(39.0, 0.014001680201626267)	(40.0, 0.013068234854851183)	(41.0, 0.01026789881452593)	(42.0, 0.017424313139801577)	(43.0, 0.04076044680917868)	(44.0, 0.08712156569900795)	(45.0, 0.9854071377455473)	(46.0, 9.804287625627065)	(47.0, 8.856529450202256)	(48.0, 10.645010734621776)	(49.0, 13.761940321725596)	(50.0, 2.385419583683714)	(51.0, 3.7188462615516484)	(52.0, 4.006036279909502)	(53.0, 4.91241171162849)	(54.0, 5.510594604687096)	(55.0, 1.6864245931736843)	(56.0, 15.12897103207704)	(57.0, 15.179999377700668)	(58.0, 1.3618967609448642)	(59.0, 0.42191729674233913)	(60.0, 0.41133824947888814)	(61.0, 0.33261769190085566)	(62.0, 0.14328386072997545)	(63.0, 0.10221226547187179)	(64.0, 0.08805501104578302)	(65.0, 0.048539158032304394)	(66.0, 0.029714676872340192)	(67.0, 0.05351753321510484)	(68.0, 0.052584087868329764)	(69.0, 0.019913500731201808)	(70.0, 0.010267898814525929)	(71.0, 0.02800336040325255)	(72.0, 0.0810541709449699)	(73.0, 0.011201344161301011)	(74.0, 0.002178039142475197)	(75.0, 0.0018668906935501689)	(76.0, 0.0009334453467750844)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0009334453467750844)	(80.0, 0.0009334453467750844)	(81.0, 0.0)	(82.0, 0.0006222968978500563)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0006222968978500563)	(86.0, 0.0006222968978500563)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0015557422446251408)	(96.0, 0.0015557422446251408)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1075R_0_M_NS6_week9_S72_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0005907416022389087)	(33.0, 0.0005907416022389087)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0005907416022389087)	(39.0, 0.0020675956078361805)	(40.0, 0.018312989669406168)	(41.0, 0.03765977714273043)	(42.0, 0.11489924163546776)	(43.0, 0.1668845026324917)	(44.0, 0.2637661253996727)	(45.0, 1.2390805106961247)	(46.0, 14.299343538389422)	(47.0, 14.20349571342624)	(48.0, 25.768591745877945)	(49.0, 5.271335002178738)	(50.0, 1.7221594559270446)	(51.0, 5.714538889258686)	(52.0, 15.544183779709025)	(53.0, 11.114212504520657)	(54.0, 3.255872340739505)	(55.0, 0.8471234576105786)	(56.0, 0.09643856656550202)	(57.0, 0.044600990969037566)	(58.0, 0.04002274355168606)	(59.0, 0.04076117055448468)	(60.0, 0.01447316925485326)	(61.0, 0.023925034890675812)	(62.0, 0.13084926489591833)	(63.0, 0.02067595607836181)	(64.0, 0.0020675956078361805)	(65.0, 0.0008861124033583631)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
1075R_0_M_NS6_week9_S72_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0007956557197699326)	(31.0, 0.0007956557197699326)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0007956557197699326)	(35.0, 0.002386967159309798)	(36.0, 0.004773934318619596)	(37.0, 0.005304371465132884)	(38.0, 0.0039782785988496635)	(39.0, 0.004773934318619596)	(40.0, 0.006630464331416104)	(41.0, 0.019095737274478386)	(42.0, 0.03673277239604522)	(43.0, 0.05861330468971837)	(44.0, 0.15568330250164994)	(45.0, 2.5250134266897577)	(46.0, 18.96166928570309)	(47.0, 22.41521293737056)	(48.0, 12.992394857405385)	(49.0, 3.888634721088926)	(50.0, 0.8451189836822887)	(51.0, 5.919943773662436)	(52.0, 5.916761150783346)	(53.0, 4.578733448702988)	(54.0, 8.820639309368586)	(55.0, 1.5753983251445138)	(56.0, 5.214197150226157)	(57.0, 4.782951750110683)	(58.0, 0.3789973411837463)	(59.0, 0.14666587101092415)	(60.0, 0.15236807033594185)	(61.0, 0.1314158030486671)	(62.0, 0.06046983470251487)	(63.0, 0.0517176217850456)	(64.0, 0.05224805893155888)	(65.0, 0.027582731618690997)	(66.0, 0.0251957644593812)	(67.0, 0.04694368746642602)	(68.0, 0.03845669312221341)	(69.0, 0.011669617223292345)	(70.0, 0.007160901477929393)	(71.0, 0.027582731618691007)	(72.0, 0.08646125488166619)	(73.0, 0.007426120051186037)	(74.0, 0.0007956557197699326)	(75.0, 0.0021217485860531536)	(76.0, 0.001326092866283221)	(77.0, 0.0007956557197699326)	(78.0, 0.0015913114395398652)	(79.0, 0.0007956557197699326)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0005304371465132884)	(83.0, 0.0010608742930265768)	(84.0, 0.0005304371465132884)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0005304371465132884)	(93.0, 0.0005304371465132884)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
