sample	weighted_NSTI
plate1_1002R_0_M_NS6_week10_S69_	0.000551692623799073
plate1_1002R_L_M_NS6_week10_S70_	0.0005438546291222198
plate1_1075R_0_M_NS6_week9_S72_L	0.0004974850705113054
plate1_184R_0_F_NS6_week10_S65_L	0.000495194229986344
plate1_184R_L_F_NS6_week10_S66_L	0.0005026660504112259
plate1_2403R_L_F_NS6_week10_S67_	0.0005269543509394075
plate1_2506R_0_F_NS6_week10_S68_	0.0005113100896608332
plate1_3894R_0_M_NS6_week10_S71_	0.0006328572199708883
plate1_T1D_NS6_defined_mouse_ino	0.0005801856747335697
plate2_016R_0_F_NS6_week9_S79_L0	0.0005560754406504241
plate2_1075R_L_M_NS6_week9_S84_L	0.0005953184936154217
plate2_1184R_0_M_NS6_week9_S85_L	0.0006084011132727671
plate2_1186R_0_M_NS6_week9_S86_L	0.0006570736979869146
plate2_1186R_RR_M_NS6_week9_S87_	0.0006737442100492088
plate2_184R_0_M_NS6_week9_S88_L0	0.0005776030835099041
plate2_2403R_0_F_NS6_week9_S80_L	0.00044477836442610263
plate2_2476R_R_F_NS6_week9_S81_L	0.0005943712265533216
plate2_2562R_0_F_NS6_week9_S82_L	0.0004905270340096003
plate2_2562R_RL_F_NS6_week9_S83_	0.0005038412860497686
plate3_016R_0_F_NS6_week5_S1_L00	0.00044863906368174827
plate3_016R_R_F_NS6_Pellet_week9	0.0004769302101991828
plate3_1075R_RL_M_NS6_Pellet_wee	0.0005810244318952934
plate3_NS6_defined_inocula_S86_L	0.0007186304852214263
plate4_016R_R_F_NS6_week5_S1_L00	0.00048131831541232213
plate4_1075R_0_M_NS6_week5_S2_L0	0.0005605059268096845
plate4_1075R_RL_M_NS6_week5_S3_L	0.0005433447093017371
plate4_1184R_0_M_NS6_week5_S4_L0	0.0005110297213615535
plate4_1186R_0_M_NS6_week5_S5_L0	0.000408122656352571
plate4_1186R_RR_M_NS6_week5_S6_L	0.0004186774074622375
plate4_184R_0_M_NS6_week5_S7_L00	0.00046730845857585474
plate4_2403R_0_F_NS6_week5_S8_L0	0.0005209439105992844
plate4_2476R_R_F_NS6_week5_S9_L0	0.0005572987194209197
plate4_2562R_0_F_NS6_week5_S10_L	0.0005245196706014782
plate4_2562R_RL_F_NS6_week5_S11_	0.0005624053888698821
plate4_NS6_defined_inocula_S86_L	0.000697877456247616
