"features"	"coefs"	"category"
"1"	"ko.K17818"	-9.75297303437583	"left"
"2"	"ko.K01821"	-9.47306253707537	"left"
"3"	"ko.K16922"	-9.36615807000913	"left"
"4"	"ko.K22103"	-9.07516937345447	"left"
"5"	"ko.K07493"	-9.05175790046721	"left"
"6"	"ko.K21064"	-8.94225539800829	"left"
"7"	"ko.K02236"	-8.82606393666626	"left"
"8"	"ko.K16236"	-8.64204413816138	"left"
"9"	"ko.K02205"	-8.64204413816138	"left"
"10"	"ko.K01697"	-7.60380083226846	"left"
"11"	"ko.K21011"	6.54903387620427	"right"
"12"	"ko.K00823"	6.80051808493008	"right"
"13"	"ko.K00886"	6.9553272219819	"right"
"14"	"ko.K00260"	7.3710593679205	"right"
"15"	"ko.K00830"	7.98996264130585	"right"
"16"	"ko.K00231"	9.34183543287224	"right"
"17"	"ko.K19147"	9.9760418346124	"right"
"18"	"ko.K07452"	10.871089719602	"right"
"19"	"ko.K13925"	11.0159516828696	"right"
"20"	"ko.K08139"	11.8019037041006	"right"
