	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	ANAEROFRUCAT-PWY	Sex_and_consortia	Female_NS6	-0.152635088993027	0.0509922218002081	32	32	0.0054815134482732	0.293724541414627	ANAEROFRUCAT-PWY	homolactic fermentation // anaerobic fructose catabolism // anaerobic fructose degradation // fructose fermentation to lactate // fructose fermentation to lactic acid	Superpathways	Generation of precursor metabolites and energy					
1	CALVIN-PWY	Sex_and_consortia	Female_NS6	-0.0715608515236438	0.0284454812175622	32	32	0.0174646532866132	0.293724541414627	CALVIN-PWY	Calvin-Benson-Bassham cycle // photosynthetic dark reactions // photosynthetic CO<SUB>2</SUB> fixation // reductive pentose phosphate pathway // Calvin cycle // photosynthesis - dark reaction // carbon fixation // Calvin-Benson cycle	Degradation/utilization/assimilation						
2	DAPLYSINESYN-PWY	Sex_and_consortia	Female_NS6	-0.111864041160542	0.037998241842017	32	32	0.0062031927138375	0.293724541414627	DAPLYSINESYN-PWY	L-lysine biosynthesis I // L-lysine and L-diaminopimelate biosynthesis	Biosynthesis						
3	FERMENTATION-PWY	Sex_and_consortia	Female_NS6	-0.130262631977674	0.0548595307424558	32	32	0.0241695907472031	0.293724541414627	FERMENTATION-PWY	mixed acid fermentation // fermentation	Superpathways	Generation of precursor metabolites and energy					
4	FUC-RHAMCAT-PWY	Sex_and_consortia	Female_NS6	-0.112799009088537	0.0435296939335128	32	32	0.0146247771721375	0.293724541414627	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation // fucose and rhamnose catabolism	Superpathways						
5	GLYCOGENSYNTH-PWY	Sex_and_consortia	Female_NS6	-0.160719095647927	0.0683324044125117	32	32	0.0254298569207659	0.293724541414627	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	Glycan pathways	Biosynthesis	Carboxylic acid biosynthesis				
6	GLYCOLYSIS-E-D	Sex_and_consortia	Female_NS6	-0.14754829308652	0.0477594283563866	32	32	0.0042988651143653	0.293724541414627	GLYCOLYSIS-E-D	superpathway of glycolysis and the Entner-Doudoroff pathway	Superpathways	Generation of precursor metabolites and energy					
7	NONOXIPENT-PWY	Sex_and_consortia	Female_NS6	-0.0634789418116779	0.028764455329297	32	32	0.0351181707994179	0.293724541414627	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	Generation of precursor metabolites and energy						
8	P441-PWY	Sex_and_consortia	Female_NS6	-0.122866923172602	0.0545003791582135	32	32	0.0316285627493864	0.293724541414627	P441-PWY	superpathway of <i>N</i>-acetylneuraminate degradation // <i>N</i>-acetylneuraminate catabolism // sialic acid degradation	Degradation/utilization/assimilation	Superpathways					
9	P461-PWY	Sex_and_consortia	Female_NS6	-0.195745671335024	0.0763057112906988	32	32	0.015550570442931	0.293724541414627	P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate // sorbitol metabolism // sorbitol fermentation // mannitol fermentation // sugar alcohol fermentation // hexitol fermentation to lactic acid, formic acid, ethanol and acetic acid	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Superpathways		Generation of precursor metabolites and energy	
10	PWY-5100	Sex_and_consortia	Female_NS6	-0.0689634765025808	0.0305162167449032	32	32	0.0312478035551534	0.293724541414627	PWY-5100	pyruvate fermentation to acetate and lactate II // pyruvic acid fermentation to acetic acid and lactic acid II	Superpathways	Generation of precursor metabolites and energy					
11	PWY-5104	Sex_and_consortia	Female_NS6	-0.0308901140407763	0.0138957571951406	32	32	0.0338975916107488	0.293724541414627	PWY-5104	L-isoleucine biosynthesis IV	Biosynthesis						
12	PWY-5838	Sex_and_consortia	Female_NS6	0.106143597613033	0.0415558429571648	32	32	0.0159594228494838	0.293724541414627	PWY-5838	superpathway of menaquinol-8 biosynthesis I // vitamin K<sub>2</sub> biosynthesis I // superpathway of menaquinone-8 biosynthesis I	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
13	PWY-5840	Sex_and_consortia	Female_NS6	0.0881015001487085	0.0356905819505126	32	32	0.0194886859828499	0.293724541414627	PWY-5840	superpathway of menaquinol-7 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-7 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
14	PWY-5845	Sex_and_consortia	Female_NS6	0.147460666891272	0.0591692534815858	32	32	0.0184475759904443	0.293724541414627	PWY-5845	superpathway of menaquinol-9 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-9 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
15	PWY-5850	Sex_and_consortia	Female_NS6	0.147460666891272	0.0591692534815858	32	32	0.0184475759904443	0.293724541414627	PWY-5850	superpathway of menaquinol-6 biosynthesis // superpathway of menaquinone-6 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
16	PWY-5860	Sex_and_consortia	Female_NS6	0.170635671383688	0.0732877460066019	32	32	0.0268256609473951	0.293724541414627	PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I // superpathway of demethylmenaquinone-6 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
17	PWY-5861	Sex_and_consortia	Female_NS6	0.118823526057604	0.0507118933957182	32	32	0.025946159515	0.293724541414627	PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis I // superpathway of demethylmenaquinone-8 biosynthesis I	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
18	PWY-5862	Sex_and_consortia	Female_NS6	0.170635671383688	0.0732877460066019	32	32	0.0268256609473951	0.293724541414627	PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis // superpathway of demethylmenaquinone-9 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
19	PWY-5896	Sex_and_consortia	Female_NS6	0.147460666891272	0.0591692534815858	32	32	0.0184475759904443	0.293724541414627	PWY-5896	superpathway of menaquinol-10 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-10 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
20	PWY-5897	Sex_and_consortia	Female_NS6	0.109552363492434	0.0442765441945958	32	32	0.0192292914127833	0.293724541414627	PWY-5897	superpathway of menaquinol-11 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-11 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
21	PWY-5898	Sex_and_consortia	Female_NS6	0.109552363492434	0.0442765441945958	32	32	0.0192292914127833	0.293724541414627	PWY-5898	superpathway of menaquinol-12 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-12 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
22	PWY-5899	Sex_and_consortia	Female_NS6	0.109552363492434	0.0442765441945958	32	32	0.0192292914127833	0.293724541414627	PWY-5899	superpathway of menaquinol-13 biosynthesis // vitamin K<sub>2</sub> biosynthesis // superpathway of menaquinone-13 biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
23	PWY-621	Sex_and_consortia	Female_NS6	-0.224352430268791	0.0946312144905571	32	32	0.0243714696959777	0.293724541414627	PWY-621	sucrose degradation III (sucrose invertase) // sucrose mobilization	Degradation/utilization/assimilation						
24	PWY-6353	Sex_and_consortia	Female_NS6	-0.175280209471987	0.0671801212364569	32	32	0.0140214689675426	0.293724541414627	PWY-6353	purine nucleotides degradation II (aerobic) // purine nucleotides catabolism	Degradation/utilization/assimilation	Superpathways					
25	PWY-6901	Sex_and_consortia	Female_NS6	-0.10726670469969	0.0391069331097277	32	32	0.0101733934809565	0.293724541414627	PWY-6901	superpathway of glucose and xylose degradation	Degradation/utilization/assimilation	Superpathways					
26	PWY-7198	Sex_and_consortia	Female_NS6	-0.330332295480528	0.142596707008189	32	32	0.0275423612963225	0.293724541414627	PWY-7198	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
27	PWY-7210	Sex_and_consortia	Female_NS6	-0.26895210483964	0.121878449247022	32	32	0.0351281285032892	0.293724541414627	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
28	PWY-7242	Sex_and_consortia	Female_NS6	-0.0398634493752718	0.0166685960095476	32	32	0.0232508084552137	0.293724541414627	PWY-7242	D-fructuronate degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
29	PWY0-1261	Sex_and_consortia	Female_NS6	0.174740428932597	0.0766347117994971	32	32	0.0298727821332566	0.293724541414627	PWY0-1261	peptidoglycan recycling I // 1,6-anhydro-<i>N</i>-acetylmuramic acid recycling I // cell wall recycling I // anhydromuropeptides recycling I	Degradation/utilization/assimilation						
30	PWY0-1296	Sex_and_consortia	Female_NS6	-0.199503288703156	0.0897635615108961	32	32	0.0339308761520003	0.293724541414627	PWY0-1296	purine ribonucleosides degradation	Degradation/utilization/assimilation						
31	PWY0-1297	Sex_and_consortia	Female_NS6	-0.20155821602355	0.0880468474774904	32	32	0.0292774228851842	0.293724541414627	PWY0-1297	superpathway of purine deoxyribonucleosides degradation	Degradation/utilization/assimilation	Superpathways					
32	RHAMCAT-PWY	Sex_and_consortia	Female_NS6	-0.129311216374392	0.053602382213736	32	32	0.0221690554891385	0.293724541414627	RHAMCAT-PWY	L-rhamnose degradation I // rhamnose catabolism // rhamnose degradation	Degradation/utilization/assimilation						
33	SALVADEHYPOX-PWY	Sex_and_consortia	Female_NS6	-0.232919408335501	0.105696897453275	32	32	0.0353648277288514	0.293724541414627	SALVADEHYPOX-PWY	adenosine nucleotides degradation II // purine ribonucleotide/ribonucleoside metabolism	Degradation/utilization/assimilation						
34	SO4ASSIM-PWY	Sex_and_consortia	Female_NS6	0.266360724514781	0.11842500356037	32	32	0.0319963315477622	0.293724541414627	SO4ASSIM-PWY	assimilatory sulfate reduction I	Degradation/utilization/assimilation	Superpathways					
