sample	weighted_NSTI
plate1_1174R_0_M_S2_week9_S56_L0	0.0010553724401981103
plate1_160R_0_F_S2_week10_S49_L0	0.0012915354974739426
plate1_160R_L_F_S2_week10_S50_L0	0.0006613587432547821
plate1_2446R_0_F_S2_week9_S55_L0	0.0011993996152610716
plate1_3795R_R_F_S2_week10_S51_L	0.0017721285020105885
plate1_3896R_0_M_S2_week10_S52_L	0.000997358934143105
plate1_3896R_L_M_S2_week10_S53_L	0.0009613376870941116
plate1_3909R_R_M_S2_week10_S54_L	0.0009840122912483757
plate1_T1D_S2_defined_mouse_inoc	0.0012489085305164161
plate2_073R_0_M_S2_week5_S52_L00	0.0006642451466961655
plate2_073R_0_M_S2_week6_S53_L00	0.0008603254486164588
plate2_073R_0_M_S2_week7_S54_L00	0.0009792249021721303
plate2_073R_0_M_S2_week9_S55_L00	0.0013197171013581326
plate2_1067R_R_M_S2_week5_S56_L0	0.0007675324042378191
plate2_1067R_R_M_S2_week6_S57_L0	0.0007250250959326998
plate2_1067R_R_M_S2_week7_S58_L0	0.00043614503733424
plate2_1067R_R_M_S2_week9_S59_L0	0.0014524422888640344
plate2_1152R_0_M_S2_week9_S60_L0	0.0011737206543987236
plate2_1193R_R_F_NS1_week6_S2_L0	0.00046088708307041724
plate2_2404R_R_F_S2_week5_S35_L0	0.0011471788387440592
plate2_2404R_R_F_S2_week6_S36_L0	0.0004970138481008681
plate2_2404R_R_F_S2_week7_S37_L0	0.0009031366644695049
plate2_2404R_R_F_S2_week9_S38_L0	0.0018619251542398975
plate2_2446R_L_F_S2_week5_S39_L0	0.0005200599259906298
plate2_2446R_L_F_S2_week6_S40_L0	0.0005316871541618953
plate2_2446R_L_F_S2_week7_S41_L0	0.0009546799554638943
plate2_2446R_L_F_S2_week9_S42_L0	0.0010426241659814062
plate2_3795R_0_F_S2_week5_S43_L0	0.0007882831268656437
plate2_3795R_0_F_S2_week6_S44_L0	0.00046590903802620607
plate2_3795R_0_F_S2_week7_S45_L0	0.0010879777986349598
plate2_3795R_0_F_S2_week9_S46_L0	0.0010749512741138726
plate2_3909R_0_M_S2_week5_S61_L0	0.0006083038110765694
plate2_3909R_0_M_S2_week6_S62_L0	0.0006433277486914387
plate2_3909R_0_M_S2_week7_S63_L0	0.0009893126543776918
plate2_3909R_0_M_S2_week9_S64_L0	0.001085688890760591
plate2_3918R_R_M_S2_week5_S65_L0	0.0011135456575841112
plate2_3918R_R_M_S2_week6_S66_L0	0.0007662910946992958
plate2_3918R_R_M_S2_week7_S67_L0	0.001104530011097109
plate2_3918R_R_M_S2_week9_S68_L0	0.0012962871088984867
plate2_3969R_0_F_S2_week5_S47_L0	0.00067423058394712
plate2_3969R_0_F_S2_week6_S48_L0	0.0006447914155513093
plate2_3969R_0_F_S2_week7_S49_L0	0.0011117226266311345
plate2_3969R_0_F_S2_week9_S50_L0	0.0014252471943964236
plate2_3980R_0_F_S2_week9_S51_L0	0.000878890124134289
plate3_073R_R_M_S2_diabetes_S7_L	0.0020485883942471467
plate3_073R_R_M_S2_Pellet_week9_	0.0013841557193047251
plate3_073R_R_M_S2_week5_S33_L00	0.0007241378694473842
plate3_073R_S2_week21_S27_L001	0.0010200283949352174
plate3_1067R_0_M_S2_week5_S34_L0	0.0008121676376256343
plate3_1067R_0_M_S2_week9_S62_L0	0.0018531027186232596
plate3_1067R_L_M_S2_week5_S35_L0	0.0012739718142626211
plate3_1067R_L_M_S2_week9_S63_L0	0.0012383580106774858
plate3_1067R_R_M_S2_diabetes_S8_	0.0020614468596491225
plate3_1067R_S2_week27_S30_L001	0.001498687872907022
plate3_1152R_0_M_S2_week5_S36_L0	0.0007796437096482425
plate3_1152R_L_M_S2_diabetes_S9_	0.0019932736162927007
plate3_1152R_L_M_S2_week5_S37_L0	0.0010563246787799539
plate3_1152R_L_M_S2_week9_S64_L0	0.0010631571360413812
plate3_1152R_R_M_S2_week5_S38_L0	0.0007957637340208246
plate3_1152R_R_M_S2_week9_S65_L0	0.001243659889223715
plate3_1152R_S2_week28_S31_L001	0.001084833133847295
plate3_1174R_0_M_S2_diabetes_S10	0.0012284008247434087
plate3_1174R_0_M_S2_week5_S39_L0	0.001032982712157457
plate3_1174R_S2_week14_S21_L001	0.0016521439485057802
plate3_2404R_0_F_S2_week5_S40_L0	0.0005613191048148925
plate3_2404R_0_F_S2_week9_S66_L0	0.0012014767349248277
plate3_2404R_L_F_S2_diabetes_S11	0.001722578566847454
plate3_2404R_L_F_S2_week5_S41_L0	0.001260239874970653
plate3_2404R_L_F_S2_week9_S67_L0	0.000853613886164042
plate3_2404R_S2_week14_S22_L001	0.0015171209583657145
plate3_2446R_0_F_S2_week5_S42_L0	0.001031720988350493
plate3_2446R_L_F_S2_diabetes_S12	0.0016671434482704887
plate3_2446R_R_F_S2_Pellet_week9	0.0009706788449201238
plate3_2446R_R_F_S2_week5_S43_L0	0.0007063621857851828
plate3_2446R_RL_F_S2_Pellet_week	0.001887333282192158
plate3_2446R_RL_F_S2_week5_S44_L	0.0006898475185288993
plate3_2446R_S2_week15_S24_L001	0.0015891745002892667
plate3_2453R_0_F_S2_Pellet_week9	0.0009863183645059165
plate3_2453R_0_F_S2_week5_S45_L0	0.0007219635330846085
plate3_2453R_L_F_S2_diabetes_S13	0.002000539283883915
plate3_2453R_L_F_S2_Pellet_week9	0.0013489006169974474
plate3_2453R_L_F_S2_week5_S46_L0	0.0010313731519287835
plate3_2453R_R_F_S2_diabetes_S14	0.001940307493506661
plate3_2453R_R_F_S2_Pellet_week9	0.0010712836287209463
plate3_2453R_R_F_S2_week5_S47_L0	0.0006935906618247459
plate3_2453R_S2_week21_S28_L001	0.001543972391161553
plate3_3795R_L_F_S2_week5_S48_L0	0.0008073975923707377
plate3_3795R_L_F_S2_week9_S73_L0	0.0006684713726089591
plate3_3880R_0_F_S2_week5_S49_L0	0.0005686109916305932
plate3_3880R_0_F_S2_week9_S74_L0	0.0004416624422033728
plate3_3880R_L_F_S2_week5_S50_L0	0.0006073607101332448
plate3_3880R_L_F_S2_week9_S75_L0	0.0007378710759891089
plate3_3880R_R_F_S2_week5_S51_L0	0.0006447305159203973
plate3_3880R_R_F_S2_week9_S76_L0	0.0011600223792511423
plate3_3880R_S2_week15_S25_L001	0.0013180388756204883
plate3_3909R_0_M_S2_diabetes_S15	0.0014931175946879054
plate3_3909R_L_M_S2_diabetes_S16	0.0019469768278116482
plate3_3909R_L_M_S2_week5_S52_L0	0.0006908504431446166
plate3_3909R_L_M_S2_week9_S77_L0	0.0011975404533413525
plate3_3909R_S2_week21_S29_L001	0.0014850808957281106
plate3_3918R_0_M_S2_diabetes_S17	0.0014035179343179788
plate3_3918R_0_M_S2_week5_S53_L0	0.000985478291084763
plate3_3918R_0_M_S2_week9_S78_L0	0.001495671252618326
plate3_3918R_L_M_S2_week5_S54_L0	0.0008826184210437104
plate3_3918R_L_M_S2_week9_S79_L0	0.0016538211067995056
plate3_3918R_RL_M_S2_week5_S55_L	0.0009128991512324067
plate3_3918R_RL_M_S2_week9_S80_L	0.0011389536541819034
plate3_3918R_RR_M_S2_week5_S56_L	0.000589788312610548
plate3_3918R_RR_M_S2_week9_S81_L	0.0018751121290117338
plate3_3918R_S2_week29_S32_L001	0.0014186634389656224
plate3_3969R_R_F_S2_diabetes_S18	0.001852336732299158
plate3_3969R_R_F_S2_Pellet_week9	0.0011776761958670532
plate3_3969R_R_F_S2_week5_S57_L0	0.0007948270021229288
plate3_3969R_S2_week18_S26_L001	0.001514977640583032
plate3_3980R_0_F_S2_diabetes_S19	0.0014599678893388811
plate3_3980R_0_F_S2_week5_S58_L0	0.0007580012107690709
plate3_3980R_L_F_S2_Pellet_week9	0.0010283452314957518
plate3_3980R_L_F_S2_week5_S59_L0	0.0010488940029019411
plate3_3980R_R_F_S2_diabetes_S20	0.0015329553593883144
plate3_3980R_R_F_S2_Pellet_week9	0.001142492602615565
plate3_3980R_R_F_S2_week5_S60_L0	0.0008138081174007577
plate3_3980R_S2_week14_S23_L001	0.0019136186397367247
plate3_S2_defined_inocula_S88_L0	0.0010663481648008303
plate4_1075R_0_M_NS6_week5_S2_L0	0.0021548626250130682
plate4_1151R_R_M_NS1_diabetes_S2	0.0005787427744279143
plate4_1193R_L_F_NS1_diabetes_S2	0.0006427511291660051
plate4_2529R_L_F_NS1_diabetes_S2	0.0005410401378777893
plate4_3861R_L_M_NS1_diabetes_S2	0.0009757556830995731
plate4_3971R_R_F_NS1_diabetes_S2	0.0005584207535511141
plate5_048R_S2_R_Female_week5_S6	0.0008414482976150365
plate5_048R_S2_R_Female_week9_S7	0.0017144730123959608
plate5_1050R_S2_L_Male_week5_S68	0.0009029251228565353
plate5_1050R_S2_L_Male_week9_S82	0.0011056131899920623
plate5_1050R_S2_R_Male_week5_S69	0.0007306840228809128
plate5_1050R_S2_R_Male_week9_S83	0.0010469087563069457
plate5_1050R_S2_RR_Male_week5_S7	0.0006743510424097387
plate5_1050R_S2_RR_Male_week9_S8	0.0011007462521196243
plate5_1127R_S2_0_Female_week5_S	0.0008589726819510865
plate5_1127R_S2_0_Female_week9_S	0.0010573563220265306
plate5_1127R_S2_R_Female_week5_S	0.001209892860948827
plate5_1127R_S2_R_Female_week9_S	0.000994395897435273
plate5_2514R_S2_L_Male_week5_S71	0.0007710275309643082
plate5_2514R_S2_L_Male_week9_S85	0.0012171100723432535
plate5_2514R_S2_R_Male_week5_S72	0.00046622182159599193
plate5_2514R_S2_R_Male_week9_S86	0.001933375549748667
plate5_3995R_S2_0_Female_week5_S	0.0008332525951066133
plate5_3995R_S2_0_Female_week9_S	0.0010578982836781444
plate5_3995R_S2_L_Female_week5_S	0.0007675161572744643
plate5_3995R_S2_L_Female_week9_S	0.0015883364747532232
plate5_3995R_S2_R_Female_week5_S	0.0008824090392396411
plate5_3995R_S2_R_Female_week9_S	0.0012406041641667659
plate5_3995R_S2_RR_Female_week5_	0.0007257479071680213
plate5_3995R_S2_RR_Female_week9_	0.0013465921299802835
plate5_3997R_S2_L_Male_week5_S73	0.0008236257360459785
plate5_3997R_S2_L_Male_week9_S87	0.001743022336967739
plate5_3997R_S2_R_Male_week5_S74	0.0007837619151520651
plate5_3997R_S2_R_Male_week9_S88	0.0012495127839781699
plate5_S2_mouse_inoculum_S36_L00	0.0009890553152769796
