	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
0	PWY-6012-1	Yes	Yes	1	1	Protein-Modification	acyl carrier protein activation // [acp] metabolism // ACP metabolism // ACP activation	Escherichia coli,Homo sapiens
1	PWY-6012	Yes	Yes	1	1	Protein-Modification	acyl carrier protein metabolism // [acp] metabolism // ACP metabolism // ACP metab	Escherichia coli
2	PWY-801	Yes	No	3	1			
3	PWY-5083	Yes	Yes	3	1			
4	PWY-5441	Yes	Yes	1	1			
5	PWY-7723	Yes	Yes	7	1	Bioluminescence	bacterial bioluminescence	Aliivibrio fischeri,Photobacterium leiognathi,Photobacterium phosphoreum,Vibrio harveyi
6	BSUBPOLYAMSYN-PWY	Yes	Yes	2	1	Polyamine-Biosynthesis	spermidine biosynthesis I // arginine degradation to spermidine // spermidine biosynthesis	Solanum tuberosum,Archaea,Bacillus subtilis,Escherichia coli,Eukaryota,Homo sapiens,Saccharomyces cerevisiae,Thermococcus kodakarensis,Arabidopsis thaliana
7	P101-PWY	Yes	No	4	1	Polyamine-Biosynthesis	ectoine biosynthesis	Halomonas elongata,Chromohalobacter israelensis
8	PWY-6562	Yes	No	4	1	Polyamine-Biosynthesis	norspermidine biosynthesis // <i>sym</i>-norspermidine biosynthesis	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
9	POLYAMSYN-PWY	Yes	No	6	1	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis I // spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis	Escherichia coli
10	POLYAMINSYN3-PWY	Yes	No	7	1	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis II // polyamn	Bos taurus,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Arabidopsis thaliana
11	PWY-6565	Yes	No	5	1	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis III	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
12	PWY-8072	Yes	Yes	1	1	Amino-Acid-Biosynthesis	alanine racemization	Escherichia coli,Pseudomonas putida
13	PWY-5344	Yes	Yes	2	1	Amino-Acid-Biosynthesis	L-homocysteine biosynthesis	Corynebacterium glutamicum,Agrobacterium fabrum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum
14	HOMOSERSYN-PWY	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-homoserine biosynthesis	Escherichia coli,Methanocaldococcus jannaschii
15	PWY-6936	Yes	Yes	2	1			
16	PWY-6395	Yes	No	5	1	Seleno-Amino-Acid-Detoxification // Noncarbon-Nutrients // Super-Pathways // Amino-Acid-Biosynthesis	superpathway of seleno-compound metabolism // superpathway of seleno-compound detoxification // superpathway of selenium uptake and metabolism // superpathway of seleno-amino acid biosynthesis and detoxification	Astragalus,Astragalus bisulcatus,Brassica juncea,Brassica oleracea,Neptunia,Pisum sativum,Saccharomyces cerevisiae,Spartina,Sporobolus alterniflorus,Spinacia oleracea,Arabidopsis thaliana
17	COMPLETE-ARO-PWY	Yes	Yes	18	14	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of aromatic amino acid biosynthesis (from phospho<i>enol</i>pyruvate and D-erythrose 4-phosphate) // superpathway of L-phenylalanine, L-tyrosine, and L-tryptophan biosynthesis	Escherichia coli
18	BRANCHED-CHAIN-AA-SYN-PWY	Yes	Yes	7	5	Super-Pathways // Metabolic-Clusters // Amino-Acid-Biosynthesis	superpathway of branched chain amino acid biosynthesis // superpathway of L-leucine, L-valine, and L-isoleucine biosynthesis	Escherichia coli
19	ASPASN-PWY	Yes	Yes	3	1	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-aspartate and L-asparagine biosynthesis // Interconversion of L-aspartate and L-asparagine	Escherichia coli
20	P4-PWY	Yes	Yes	17	14	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	Escherichia coli
21	PWY-724	Yes	Yes	7	5			
22	PWY-3481	Yes	Yes	2	1			
