	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
0	PWY-5143	Yes	Yes	1	1	Activation // Lipid-Biosynthesis	long-chain fatty acid activation // long-chain acyl-CoA synthetase pathway	Escherichia coli,Arabidopsis thaliana
1	PWY-5340	Yes	Yes	2	2	Noncarbon-Nutrients // Activation	sulfate activation for sulfonation // sulfation pathway	Escherichia coli,Glycine max,Homo sapiens,Saccharomyces cerevisiae,Arabidopsis thaliana
2	PWY-5083	Yes	No	3	1			
3	PWY-8138	Yes	Yes	1	1	Noncarbon-Nutrients	polyphosphate metabolism	Escherichia coli
4	PWY-5114	Yes	Yes	8	3			
5	PWY-7723	Yes	Yes	7	1	Bioluminescence	bacterial bioluminescence	Aliivibrio fischeri,Photobacterium leiognathi,Photobacterium phosphoreum,Vibrio harveyi
6	PWY-40	Yes	Yes	2	1	Polyamine-Biosynthesis	putrescine biosynthesis I	Homo sapiens,Bacillus subtilis,Escherichia coli,Mycolicibacterium phlei,Mycolicibacterium smegmatis
7	PWY-43	Yes	Yes	3	3	Polyamine-Biosynthesis	putrescine biosynthesis II	Aeromonas caviae,Campylobacter jejuni,Pseudomonas aeruginosa,Arabidopsis thaliana
8	PWY-46	Yes	Yes	2	1	Polyamine-Biosynthesis	putrescine biosynthesis III // ODC pathway	Escherichia coli,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Saccharomyces cerevisiae,Arabidopsis thaliana
9	PWY-6305	Yes	Yes	3	2			
10	P101-PWY	Yes	No	4	1	Polyamine-Biosynthesis	ectoine biosynthesis	Halomonas elongata,Chromohalobacter israelensis
11	PWY-6173	Yes	Yes	1	1	Polyamine-Biosynthesis	histamine biosynthesis	Clostridium perfringens,Drosophila <flies,genus>,Homo sapiens,Klebsiella aerogenes,Lactobacillus sp. 30A,Morganella morganii,Mus musculus,Oenococcus oeni,Pediococcus parvulus,Photobacterium damselae,Raoultella planticola,Rattus norvegicus,Staphylococcus capitis,Tetragenococcus muriaticus
12	PWY-6562	Yes	Yes	4	2	Polyamine-Biosynthesis	norspermidine biosynthesis // <i>sym</i>-norspermidine biosynthesis	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
13	POLYAMINSYN3-PWY	Yes	Yes	7	4	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis II // polyamn	Bos taurus,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Arabidopsis thaliana
14	PWY-6565	Yes	No	5	2	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis III	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
15	PWY-8072	Yes	Yes	1	1	Amino-Acid-Biosynthesis	alanine racemization	Escherichia coli,Pseudomonas putida
16	PWY-5344	Yes	Yes	2	1	Amino-Acid-Biosynthesis	L-homocysteine biosynthesis	Corynebacterium glutamicum,Agrobacterium fabrum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum
17	HOMOSERSYN-PWY	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-homoserine biosynthesis	Escherichia coli,Methanocaldococcus jannaschii
18	PWY-6936	Yes	Yes	2	1			
19	PWY-6395	Yes	No	5	2	Seleno-Amino-Acid-Detoxification // Noncarbon-Nutrients // Super-Pathways // Amino-Acid-Biosynthesis	superpathway of seleno-compound metabolism // superpathway of seleno-compound detoxification // superpathway of selenium uptake and metabolism // superpathway of seleno-amino acid biosynthesis and detoxification	Astragalus,Astragalus bisulcatus,Brassica juncea,Brassica oleracea,Neptunia,Pisum sativum,Saccharomyces cerevisiae,Spartina,Sporobolus alterniflorus,Spinacia oleracea,Arabidopsis thaliana
20	COMPLETE-ARO-PWY	Yes	Yes	18	13	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of aromatic amino acid biosynthesis (from phospho<i>enol</i>pyruvate and D-erythrose 4-phosphate) // superpathway of L-phenylalanine, L-tyrosine, and L-tryptophan biosynthesis	Escherichia coli
21	BRANCHED-CHAIN-AA-SYN-PWY	Yes	Yes	7	5	Super-Pathways // Metabolic-Clusters // Amino-Acid-Biosynthesis	superpathway of branched chain amino acid biosynthesis // superpathway of L-leucine, L-valine, and L-isoleucine biosynthesis	Escherichia coli
22	ASPASN-PWY	Yes	Yes	3	2	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-aspartate and L-asparagine biosynthesis // Interconversion of L-aspartate and L-asparagine	Escherichia coli
23	P4-PWY	Yes	Yes	17	11	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	Escherichia coli
24	PWY-724	Yes	Yes	7	3			
25	PWY-3481	Yes	Yes	2	1			
26	SER-GLYSYN-PWY	Yes	Yes	4	4	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-serine and glycine biosynthesis I	Escherichia coli,Glycine max,Homo sapiens
27	PWY-821	Yes	No	9	2			
28	TRNA-CHARGING-PWY	Yes	Yes	20	20	Aminoacyl-tRNAs-Charging // Metabolic-Clusters	tRNA charging	Deinococcus radiodurans,Escherichia coli
29	PWY-6164	Yes	Yes	2	1	Carboxylate-Biosynthesis	3-dehydroquinate biosynthesis I	Bacillus subtilis,Escherichia coli,Haemophilus influenzae,Petunia x hybrida,Saccharomyces cerevisiae,Salmonella enterica
30	PWY-6160	Yes	No	5	2			
31	PWY-6163	Yes	Yes	5	5	Carboxylate-Biosynthesis	chorismate biosynthesis from 3-dehydroquinate	Bacillus subtilis,Escherichia coli,Haemophilus influenzae,Methanocaldococcus jannaschii,Petunia x hybrida,Saccharomyces cerevisiae,Salmonella enterica,Saccharolobus solfataricus
32	ARO-PWY	Yes	Yes	7	6	Super-Pathways // Carboxylate-Biosynthesis	chorismate biosynthesis I // aromatic amino acid biosynthesis // shikimate pathway	Bacillus subtilis,Escherichia coli,Haemophilus influenzae,Petunia x hybrida,Saccharomyces cerevisiae,Salmonella enterica,Toxoplasma gondii,Arabidopsis thaliana
33	PWY-6165	Yes	Yes	8	5			
34	PWY-6406	Yes	Yes	2	1	AROMATIC-COMPOUNDS-BIOSYN	salicylate biosynthesis I // salicylic acid biosynthesis	Mycobacterium tuberculosis,Pseudomonas aeruginosa,Yersinia enterocolitica,Yersinia pestis
35	PWY-5901	Yes	No	3	1	AROMATIC-COMPOUNDS-BIOSYN	2,3-dihydroxybenzoate biosynthesis	Bacillus subtilis,Escherichia coli,Vibrio cholerae
36	PWY-8088	Yes	Yes	4	3	AROMATIC-COMPOUNDS-BIOSYN	dipicolinate biosynthesis // dipicolinic acid biosynthesis	Priestia megaterium,Bacillus subtilis
37	PWY-6707	Yes	Yes	2	1	AROMATIC-COMPOUNDS-BIOSYN	gallate biosynthesis	Escherichia coli,Juglans regia,Arabidopsis thaliana
38	PWY-6333	Yes	Yes	1	1			
39	PWY-6981	Yes	No	9	3			
40	PWY-7031	Yes	Yes	5	1	Protein-Modification // Glycan-Pathways // Carbohydrates-Biosynthesis	protein <i>N</i>-glycosylation (bacterial) // bacterial <i>N</i>-linked protein glycosylation pathway // undecaprenyl diphosphate-linked heptasaccharide biosynthesis	Campylobacter coli,Campylobacter jejuni
41	CALVIN-PWY	Yes	Yes	11	7	C1-COMPOUNDS // Carbohydrates-Biosynthesis	Calvin-Benson-Bassham cycle // photosynthetic dark reactions // photosynthetic CO<SUB>2</SUB> fixation // reductive pentose phosphate pathway // Calvin cycle // photosynthesis - dark reaction // carbon fixation // Calvin-Benson cycle	Chlamydomonas reinhardtii,Nicotiana tabacum,Synechococcus elongatus,Synechocystis sp. PCC 6803,Arabidopsis thaliana
42	COLANSYN-PWY	Yes	Yes	9	7	Super-Pathways // Carbohydrates-Biosynthesis	colanic acid building blocks biosynthesis	Escherichia coli
43	PWY-6397	Yes	Yes	12	2	Glycan-Pathways // Cell-Structure-Biosynthesis	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis // arabinogalactan biosynthesis // mAGP	Mycobacterium avium,Mycobacterium leprae,Mycobacterium tuberculosis,Mycolicibacterium smegmatis
44	PWY-6404	Yes	No	16	2	Super-Pathways // Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	Mycobacterium avium,Mycobacterium leprae,Mycobacterium tuberculosis,Mycolicibacterium smegmatis
45	PWY-7820	Yes	No	6	1	Cell-Structure-Biosynthesis	teichuronic acid biosynthesis (<i>B. subtilis</i> 168)	Bacillus licheniformis,Bacillus spizizenii,Bacillus subtilis
46	PWY-6454	Yes	Yes	2	1	Antibiotic-Resistance // Cell-Structure-Biosynthesis	vancomycin resistance I // D-ala-D-lactate biosynthesis	Enterococcus raffinosus,Enterococcus faecalis,Enterococcus faecium
47	PWY-7290	Yes	Yes	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:86 <i>O</i> antigen biosynthesis // &alpha;-D-galactosyl-(1&rarr;3)-&alpha;-L-fucosyl-(1&rarr;2)-&beta;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol biosynthesis // &alpha;-D-Gal-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;3)-&alpha;-D-GalNAc-diphospho-ditrans,octacis-undecaprenol biosynthesis	Escherichia coli
48	ECASYN-PWY	Yes	No	9	3	Glycan-Pathways // Carbohydrates-Biosynthesis	enterobacterial common antigen biosynthesis // ECA biosynthesis	Escherichia coli
49	NAGLIPASYN-PWY	Yes	Yes	5	5	Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis	lipid IV<sub>A</sub> biosynthesis (<i>E. coli</i>) // lipid-A-precursor biosynthesis (<i>E. coli</i>)	Caulobacter vibrioides,Escherichia coli
50	KDO-NAGLIPASYN-PWY	Yes	Yes	13	11	Super-Pathways // Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis	superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis (<i>E. coli</i>)	Escherichia coli
51	PWY-6733	Yes	No	7	1			
52	PWY-1121	Yes	Yes	13	2			
53	PWY-7250	Yes	Yes	3	1			
54	PANTOSYN-PWY	Yes	Yes	8	8	Super-Pathways // Cofactor-Biosynthesis	superpathway of coenzyme A biosynthesis I (bacteria)	Escherichia coli
55	PWY-8051	Yes	No	9	2			
56	PWY-8053	Yes	No	7	1			
57	FASYN-ELONG-PWY	Yes	Yes	5	3	Lipid-Biosynthesis	fatty acid elongation -- saturated	Bacillus subtilis,Brassica napus,Escherichia coli,Spinacia oleracea,Streptococcus pneumoniae,Vibrio cholerae,Arabidopsis thaliana
58	PWY-7094	Yes	No	6	1	Lipid-Biosynthesis	fatty acid salvage // &beta;-oxidation degradation - de novo fatty acid biosynthesis shunt	Pseudomonas aeruginosa
59	PWYG-321	Yes	No	23	6	Lipid-Biosynthesis	mycolate biosynthesis	Mycobacterium tuberculosis
60	PWY-7388	Yes	Yes	3	2			
61	PWY0-881	Yes	Yes	9	5			
62	PWY-5156	Yes	Yes	9	6			
63	FASYN-INITIAL-PWY	Yes	Yes	4	2	Super-Pathways // Lipid-Biosynthesis	superpathway of fatty acid biosynthesis initiation	Escherichia coli
64	PWY-6285	Yes	Yes	11	7	Super-Pathways // Lipid-Biosynthesis	superpathway of fatty acids biosynthesis (<i>E. coli</i>)	Escherichia coli
65	PWY-6113	Yes	Yes	26	8	Super-Pathways // Lipid-Biosynthesis	superpathway of mycolate biosynthesis	Mycobacterium tuberculosis
66	PWY66-430	Yes	Yes	4	3			
67	PWY-7885	Yes	Yes	5	1	Lipid-Biosynthesis	phosphatidylinositol mannoside biosynthesis // PIM biosynthesis	Mycobacterium leprae,Mycobacterium tuberculosis,Mycolicibacterium smegmatis
68	PWY-7411	Yes	No	5	1			
69	PWY-7039	Yes	Yes	4	1			
70	PWY-7417	Yes	Yes	1	1			
71	PWY-7782	Yes	No	11	1			
72	PHOSLIPSYN-PWY	Yes	No	9	4	Super-Pathways // Lipid-Biosynthesis	superpathway of phospholipid biosynthesis III (<i>E. coli</i>)	Escherichia coli
73	PHOSLIPSYN2-PWY	Yes	Yes	14	4			
74	PWY-7455	Yes	Yes	2	1			
75	PWY66-5	Yes	No	19	2			
76	PWY0-1264	Yes	Yes	3	2	Energy-Metabolism	malonyl-CoA biosynthesis via biotin-carboxyl carrier protein // BCCP assembly // [biotin-carboxyl carrier protein]	Aquifex aeolicus,Bacillus subtilis,Corynebacterium glutamicum,Escherichia coli,Mycobacterium leprae,Mycobacterium tuberculosis,Myxococcus xanthus,Nicotiana tabacum,Pisum sativum,Propionibacterium freudenreichii,Pseudomonas aeruginosa,Ricinus communis,Arabidopsis thaliana
77	PWY-321	Yes	No	4	1			
78	TRIGLSYN-PWY	Yes	No	6	1			
