	Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
0	0	PWY-6012-1	Yes	Yes	1	1	Protein-Modification	acyl carrier protein activation // [acp] metabolism // ACP metabolism // ACP activation	Escherichia coli,Homo sapiens	Bacteria	Macromolecule modification				Protein modification			
1	1	PWY-5143	Yes	Yes	1	1	Activation // Lipid-Biosynthesis	long-chain fatty acid activation // long-chain acyl-CoA synthetase pathway	Escherichia coli,Arabidopsis thaliana	Bacteria	Biosynthesis	Metabolite activation/inactivation/interconversion			Fatty acid and lipid biosynthesis			
2	2	PWY-6012	Yes	Yes	1	1	Protein-Modification	acyl carrier protein metabolism // [acp] metabolism // ACP metabolism // ACP metab	Escherichia coli	Bacteria	Macromolecule modification				Protein modification			
3	3	PWY-801	Yes	Yes	3	2	Interconversion	homocysteine and cysteine interconversion // transsulfuration pathway	Saccharomyces cerevisiae,Arabidopsis thaliana	Non-Bacteria	Metabolite activation/inactivation/interconversion							
4	4	PWY-6303	Yes	Yes	2	1	Interconversion // HORMONE-SYN	methyl indole-3-acetate interconversion // MeIAA interconversion // Methyl IAA biosynthesis // methyl indole-3-acetic acid interconversion	Picea glauca,Populus trichocarpa,Arabidopsis thaliana	Non-Bacteria	Biosynthesis	Metabolite activation/inactivation/interconversion			Hormone, neurotransmitter, and signaling molecule biosynthesis			
5	5	PWY-5083	Yes	No	3	1	Interconversion // Cofactor-Biosynthesis	NAD(P)/NADPH interconversion	Avena sativa,Solanum tuberosum,Spinacia oleracea,Zea mays,Arabidopsis thaliana	Non-Bacteria	Biosynthesis	Metabolite activation/inactivation/interconversion			Cofactor, carrier, and vitamin biosynthesis			
6	6	PWY-8138	Yes	Yes	1	1	Noncarbon-Nutrients	polyphosphate metabolism	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
7	7	PWY-5441	Yes	Yes	1	1	Interconversion	S-methyl-L-methionine cycle // SMM cycle	Arabidopsis thaliana	Non-Bacteria	Metabolite activation/inactivation/interconversion							
8	8	PWY-5114	Yes	Yes	8	1	Super-Pathways // Interconversion // Carbohydrates-Biosynthesis	UDP-sugars interconversion	Vicia faba,Petroselinum crispum,Triticum aestivum,Glycine max,Nicotiana tabacum,Arabidopsis thaliana	Non-Bacteria	Biosynthesis	Metabolite activation/inactivation/interconversion	Superpathways		Carbohydrate biosynthesis			
9	9	BETSYN-PWY	Yes	Yes	2	1	Polyamine-Biosynthesis // Metabolic-Regulators	glycine betaine biosynthesis I (Gram-negative bacteria)	Chromohalobacter israelensis,Escherichia coli	Bacteria	Biosynthesis	Biosynthesis			Amide, amidine, amine, and polyamine biosynthesis	Metabolic regulator biosynthesis		
10	10	PWY-3722	Yes	Yes	1	1	Polyamine-Biosynthesis // Metabolic-Regulators	glycine betaine biosynthesis II (Gram-positive bacteria)	Bacillus subtilis	Bacteria	Biosynthesis	Biosynthesis			Amide, amidine, amine, and polyamine biosynthesis	Metabolic regulator biosynthesis		
11	11	PWY1F-353	Yes	Yes	1	1	Polyamine-Biosynthesis // Metabolic-Regulators	glycine betaine biosynthesis III (plants) // glycine betaine biosynthesis	Spinacia oleracea,Arabidopsis thaliana	Non-Bacteria	Biosynthesis	Biosynthesis			Amide, amidine, amine, and polyamine biosynthesis	Metabolic regulator biosynthesis		
