	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
0	PWY-6012-1	Yes	Yes	1	1	Protein-Modification	acyl carrier protein activation // [acp] metabolism // ACP metabolism // ACP activation	Escherichia coli,Homo sapiens
1	PWY-5143	Yes	Yes	1	1	Activation // Lipid-Biosynthesis	long-chain fatty acid activation // long-chain acyl-CoA synthetase pathway	Escherichia coli,Arabidopsis thaliana
2	PWY-6012	Yes	Yes	1	1	Protein-Modification	acyl carrier protein metabolism // [acp] metabolism // ACP metabolism // ACP metab	Escherichia coli
3	PWY-6303	Yes	Yes	2	1			
4	PWY-5083	Yes	Yes	3	1			
5	PWY-8138	Yes	Yes	1	1	Noncarbon-Nutrients	polyphosphate metabolism	Escherichia coli
6	PWY-5441	Yes	Yes	1	1			
7	PWY-40	Yes	Yes	2	2	Polyamine-Biosynthesis	putrescine biosynthesis I	Homo sapiens,Bacillus subtilis,Escherichia coli,Mycolicibacterium phlei,Mycolicibacterium smegmatis
8	PWY-43	Yes	No	3	1	Polyamine-Biosynthesis	putrescine biosynthesis II	Aeromonas caviae,Campylobacter jejuni,Pseudomonas aeruginosa,Arabidopsis thaliana
9	PWY-6305	Yes	No	3	1			
10	BSUBPOLYAMSYN-PWY	Yes	Yes	2	1	Polyamine-Biosynthesis	spermidine biosynthesis I // arginine degradation to spermidine // spermidine biosynthesis	Solanum tuberosum,Archaea,Bacillus subtilis,Escherichia coli,Eukaryota,Homo sapiens,Saccharomyces cerevisiae,Thermococcus kodakarensis,Arabidopsis thaliana
11	PWY0-1303	Yes	Yes	2	1	Polyamine-Biosynthesis	aminopropylcadaverine biosynthesis	Escherichia coli
12	PWY0-1601	Yes	Yes	1	1	Acid-Resistance // Polyamine-Biosynthesis	cadaverine biosynthesis // acid resistance system 4 // L-lysine-dependent acid resistance	Anaerovibrio lipolyticus,Escherichia coli,Pseudomonas aeruginosa,Selenomonas ruminantium,Veillonella parvula
13	P101-PWY	Yes	No	4	1	Polyamine-Biosynthesis	ectoine biosynthesis	Halomonas elongata,Chromohalobacter israelensis
14	PWY-6562	Yes	Yes	4	2	Polyamine-Biosynthesis	norspermidine biosynthesis // <i>sym</i>-norspermidine biosynthesis	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
15	POLYAMSYN-PWY	Yes	Yes	6	3	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis I // spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis	Escherichia coli
16	POLYAMINSYN3-PWY	Yes	Yes	7	2	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis II // polyamn	Bos taurus,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Arabidopsis thaliana
17	PWY-6565	Yes	No	5	2	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis III	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
18	PWY-8072	Yes	Yes	1	1	Amino-Acid-Biosynthesis	alanine racemization	Escherichia coli,Pseudomonas putida
19	PWY-5344	Yes	Yes	2	1	Amino-Acid-Biosynthesis	L-homocysteine biosynthesis	Corynebacterium glutamicum,Agrobacterium fabrum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum
20	HOMOSERSYN-PWY	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-homoserine biosynthesis	Escherichia coli,Methanocaldococcus jannaschii
21	PWY-6936	Yes	Yes	2	1			
22	PWY-6395	Yes	No	5	1	Seleno-Amino-Acid-Detoxification // Noncarbon-Nutrients // Super-Pathways // Amino-Acid-Biosynthesis	superpathway of seleno-compound metabolism // superpathway of seleno-compound detoxification // superpathway of selenium uptake and metabolism // superpathway of seleno-amino acid biosynthesis and detoxification	Astragalus,Astragalus bisulcatus,Brassica juncea,Brassica oleracea,Neptunia,Pisum sativum,Saccharomyces cerevisiae,Spartina,Sporobolus alterniflorus,Spinacia oleracea,Arabidopsis thaliana
23	COMPLETE-ARO-PWY	Yes	Yes	18	9	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of aromatic amino acid biosynthesis (from phospho<i>enol</i>pyruvate and D-erythrose 4-phosphate) // superpathway of L-phenylalanine, L-tyrosine, and L-tryptophan biosynthesis	Escherichia coli
24	BRANCHED-CHAIN-AA-SYN-PWY	Yes	Yes	7	5	Super-Pathways // Metabolic-Clusters // Amino-Acid-Biosynthesis	superpathway of branched chain amino acid biosynthesis // superpathway of L-leucine, L-valine, and L-isoleucine biosynthesis	Escherichia coli
25	ASPASN-PWY	Yes	No	3	1	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-aspartate and L-asparagine biosynthesis // Interconversion of L-aspartate and L-asparagine	Escherichia coli
26	P4-PWY	Yes	Yes	17	13	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	Escherichia coli
27	PWY-724	Yes	Yes	7	4			
28	PWY-3481	Yes	Yes	2	1			
29	SER-GLYSYN-PWY	Yes	Yes	4	2	Super-Pathways // Amino-Acid-Biosynthesis	superpathway of L-serine and glycine biosynthesis I	Escherichia coli,Glycine max,Homo sapiens
30	PWY-821	Yes	No	9	2			
31	PWY-5921	Yes	Yes	3	1	Aminoacyl-tRNAs-Charging	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	Bacillus subtilis,Deinococcus radiodurans,Geobacillus stearothermophilus,Helicobacter pylori,Methanothermobacter thermautotrophicus,Arabidopsis thaliana
32	TRNA-CHARGING-PWY	Yes	Yes	20	20	Aminoacyl-tRNAs-Charging // Metabolic-Clusters	tRNA charging	Deinococcus radiodurans,Escherichia coli
33	PWY-6164	Yes	Yes	2	2	Carboxylate-Biosynthesis	3-dehydroquinate biosynthesis I	Bacillus subtilis,Escherichia coli,Haemophilus influenzae,Petunia x hybrida,Saccharomyces cerevisiae,Salmonella enterica
34	PWY-6160	Yes	No	5	2			
35	PWY-6163	Yes	Yes	5	4	Carboxylate-Biosynthesis	chorismate biosynthesis from 3-dehydroquinate	Bacillus subtilis,Escherichia coli,Haemophilus influenzae,Methanocaldococcus jannaschii,Petunia x hybrida,Saccharomyces cerevisiae,Salmonella enterica,Saccharolobus solfataricus
36	ARO-PWY	Yes	Yes	7	6	Super-Pathways // Carboxylate-Biosynthesis	chorismate biosynthesis I // aromatic amino acid biosynthesis // shikimate pathway	Bacillus subtilis,Escherichia coli,Haemophilus influenzae,Petunia x hybrida,Saccharomyces cerevisiae,Salmonella enterica,Toxoplasma gondii,Arabidopsis thaliana
37	PWY-6165	Yes	Yes	8	4			
38	PWY-8088	Yes	Yes	4	3	AROMATIC-COMPOUNDS-BIOSYN	dipicolinate biosynthesis // dipicolinic acid biosynthesis	Priestia megaterium,Bacillus subtilis
39	PWY-6707	Yes	Yes	2	1	AROMATIC-COMPOUNDS-BIOSYN	gallate biosynthesis	Escherichia coli,Juglans regia,Arabidopsis thaliana
40	PWY-6981	Yes	No	9	4			
41	CALVIN-PWY	Yes	Yes	11	7	C1-COMPOUNDS // Carbohydrates-Biosynthesis	Calvin-Benson-Bassham cycle // photosynthetic dark reactions // photosynthetic CO<SUB>2</SUB> fixation // reductive pentose phosphate pathway // Calvin cycle // photosynthesis - dark reaction // carbon fixation // Calvin-Benson cycle	Chlamydomonas reinhardtii,Nicotiana tabacum,Synechococcus elongatus,Synechocystis sp. PCC 6803,Arabidopsis thaliana
42	COLANSYN-PWY	Yes	Yes	9	3	Super-Pathways // Carbohydrates-Biosynthesis	colanic acid building blocks biosynthesis	Escherichia coli
43	PWY-6397	Yes	Yes	12	2	Glycan-Pathways // Cell-Structure-Biosynthesis	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis // arabinogalactan biosynthesis // mAGP	Mycobacterium avium,Mycobacterium leprae,Mycobacterium tuberculosis,Mycolicibacterium smegmatis
44	PWY-6404	Yes	No	16	2	Super-Pathways // Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	Mycobacterium avium,Mycobacterium leprae,Mycobacterium tuberculosis,Mycolicibacterium smegmatis
45	ECASYN-PWY	Yes	No	9	2	Glycan-Pathways // Carbohydrates-Biosynthesis	enterobacterial common antigen biosynthesis // ECA biosynthesis	Escherichia coli
46	PWY-6733	Yes	No	7	1			
47	PWY-1121	Yes	No	13	1			
48	P2-PWY	Yes	Yes	3	3	Cofactor-Biosynthesis	citrate lyase activation	Escherichia coli,Klebsiella aerogenes,Klebsiella pneumoniae,Rubrivivax gelatinosus
49	PWY-7250	Yes	Yes	3	1			
50	PANTOSYN-PWY	Yes	Yes	8	6	Super-Pathways // Cofactor-Biosynthesis	superpathway of coenzyme A biosynthesis I (bacteria)	Escherichia coli
51	PWY-8051	Yes	No	9	2			
52	PWY-8053	Yes	No	7	1			
53	FASYN-ELONG-PWY	Yes	Yes	5	3	Lipid-Biosynthesis	fatty acid elongation -- saturated	Bacillus subtilis,Brassica napus,Escherichia coli,Spinacia oleracea,Streptococcus pneumoniae,Vibrio cholerae,Arabidopsis thaliana
54	PWY-7094	Yes	No	6	2	Lipid-Biosynthesis	fatty acid salvage // &beta;-oxidation degradation - de novo fatty acid biosynthesis shunt	Pseudomonas aeruginosa
55	PWYG-321	Yes	No	23	3	Lipid-Biosynthesis	mycolate biosynthesis	Mycobacterium tuberculosis
56	PWY-7388	Yes	Yes	3	2			
57	PWY0-881	Yes	Yes	9	6			
58	PWY-5156	Yes	Yes	9	5			
59	FASYN-INITIAL-PWY	Yes	Yes	4	3	Super-Pathways // Lipid-Biosynthesis	superpathway of fatty acid biosynthesis initiation	Escherichia coli
60	PWY-6285	Yes	Yes	11	8	Super-Pathways // Lipid-Biosynthesis	superpathway of fatty acids biosynthesis (<i>E. coli</i>)	Escherichia coli
61	PWY-6113	Yes	No	26	6	Super-Pathways // Lipid-Biosynthesis	superpathway of mycolate biosynthesis	Mycobacterium tuberculosis
62	PWY66-430	Yes	Yes	4	2			
63	PWY-7902	Yes	Yes	3	1	Lipid-Biosynthesis	glucosylglycerol biosynthesis	Synechocystis sp. PCC 6803
64	PWY-7411	Yes	No	5	2			
65	PWY-7417	Yes	Yes	1	1			
66	PWY-7782	Yes	No	11	1			
67	PHOSLIPSYN-PWY	Yes	No	9	4	Super-Pathways // Lipid-Biosynthesis	superpathway of phospholipid biosynthesis III (<i>E. coli</i>)	Escherichia coli
68	PHOSLIPSYN2-PWY	Yes	Yes	14	4			
69	PWY66-5	Yes	No	19	2			
70	PWY0-1264	Yes	Yes	3	2	Energy-Metabolism	malonyl-CoA biosynthesis via biotin-carboxyl carrier protein // BCCP assembly // [biotin-carboxyl carrier protein]	Aquifex aeolicus,Bacillus subtilis,Corynebacterium glutamicum,Escherichia coli,Mycobacterium leprae,Mycobacterium tuberculosis,Myxococcus xanthus,Nicotiana tabacum,Pisum sativum,Propionibacterium freudenreichii,Pseudomonas aeruginosa,Ricinus communis,Arabidopsis thaliana
71	PWY-321	Yes	No	4	1			
72	TRIGLSYN-PWY	Yes	No	6	2			
73	PWY-4983	Yes	Yes	3	2			
74	PPGPPMET-PWY	Yes	Yes	3	1	Metabolic-Regulators	ppGpp metabolism // guanosine 3'-diphosphate 5'-diphosphate biosynthesis // ppGpp biosynthesis	Escherichia coli
75	PWY-6519	Yes	Yes	6	3	Other-biosynthesis	8-amino-7-oxononanoate biosynthesis I // 7-keto-8-aminopelargonate biosynthesis I	Mycobacterium tuberculosis,Candidatus Nitrososphaera gargensis Ga9.2,Escherichia coli,Francisella tularensis,Haemophilus influenzae,Helicobacter pylori,Prochlorococcus marinus
