	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
0	PWY-6012-1	Yes	Yes	1	1	Protein-Modification	acyl carrier protein activation // [acp] metabolism // ACP metabolism // ACP activation	Escherichia coli,Homo sapiens
1	PWY-6012	Yes	Yes	1	1	Protein-Modification	acyl carrier protein metabolism // [acp] metabolism // ACP metabolism // ACP metab	Escherichia coli
2	PWY-5083	Yes	No	3	1			
3	PWY-40	Yes	Yes	2	2	Polyamine-Biosynthesis	putrescine biosynthesis I	Homo sapiens,Bacillus subtilis,Escherichia coli,Mycolicibacterium phlei,Mycolicibacterium smegmatis
4	PWY-43	Yes	Yes	3	1	Polyamine-Biosynthesis	putrescine biosynthesis II	Aeromonas caviae,Campylobacter jejuni,Pseudomonas aeruginosa,Arabidopsis thaliana
5	PWY-46	Yes	Yes	2	1	Polyamine-Biosynthesis	putrescine biosynthesis III // ODC pathway	Escherichia coli,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Saccharomyces cerevisiae,Arabidopsis thaliana
6	PWY-6305	Yes	Yes	3	2			
7	BSUBPOLYAMSYN-PWY	Yes	Yes	2	2	Polyamine-Biosynthesis	spermidine biosynthesis I // arginine degradation to spermidine // spermidine biosynthesis	Solanum tuberosum,Archaea,Bacillus subtilis,Escherichia coli,Eukaryota,Homo sapiens,Saccharomyces cerevisiae,Thermococcus kodakarensis,Arabidopsis thaliana
8	PWY0-1303	Yes	Yes	2	1	Polyamine-Biosynthesis	aminopropylcadaverine biosynthesis	Escherichia coli
9	PWY0-1601	Yes	Yes	1	1	Acid-Resistance // Polyamine-Biosynthesis	cadaverine biosynthesis // acid resistance system 4 // L-lysine-dependent acid resistance	Anaerovibrio lipolyticus,Escherichia coli,Pseudomonas aeruginosa,Selenomonas ruminantium,Veillonella parvula
10	P101-PWY	Yes	No	4	1	Polyamine-Biosynthesis	ectoine biosynthesis	Halomonas elongata,Chromohalobacter israelensis
11	PWY-6173	Yes	Yes	1	1	Polyamine-Biosynthesis	histamine biosynthesis	Clostridium perfringens,Drosophila <flies,genus>,Homo sapiens,Klebsiella aerogenes,Lactobacillus sp. 30A,Morganella morganii,Mus musculus,Oenococcus oeni,Pediococcus parvulus,Photobacterium damselae,Raoultella planticola,Rattus norvegicus,Staphylococcus capitis,Tetragenococcus muriaticus
12	PWY-6562	Yes	No	4	1	Polyamine-Biosynthesis	norspermidine biosynthesis // <i>sym</i>-norspermidine biosynthesis	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
13	ARGSPECAT-PWY	Yes	Yes	2	1	Polyamine-Biosynthesis	spermine biosynthesis // Spermine Syn	Archaea,Aves,Bacillus subtilis,Bos taurus,Geobacillus stearothermophilus,Homo sapiens,Mammalia,Physarum polycephalum,Pseudomonas aeruginosa,Saccharolobus solfataricus,Saccharomyces cerevisiae,Salmonella enterica,Teleostei,Arabidopsis thaliana
14	POLYAMSYN-PWY	Yes	Yes	6	5	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis I // spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis	Escherichia coli
15	POLYAMINSYN3-PWY	Yes	No	7	3	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis II // polyamn	Bos taurus,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Arabidopsis thaliana
16	PWY-6565	Yes	No	5	1	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis III	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
17	PWY-8072	Yes	Yes	1	1	Amino-Acid-Biosynthesis	alanine racemization	Escherichia coli,Pseudomonas putida
18	HOMOSERSYN-PWY	Yes	Yes	3	2	Amino-Acid-Biosynthesis	L-homoserine biosynthesis	Escherichia coli,Methanocaldococcus jannaschii
19	PWY-6936	Yes	Yes	2	1			
