	Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
0	0	PWY-5143	Yes	Yes	1	1	Activation // Lipid-Biosynthesis	long-chain fatty acid activation // long-chain acyl-CoA synthetase pathway	Escherichia coli,Arabidopsis thaliana	Bacteria	Biosynthesis	Metabolite activation/inactivation/interconversion			Fatty acid and lipid biosynthesis			
1	1	PWY-5083	Yes	Yes	3	1	Interconversion // Cofactor-Biosynthesis	NAD(P)/NADPH interconversion	Avena sativa,Solanum tuberosum,Spinacia oleracea,Zea mays,Arabidopsis thaliana	Non-Bacteria	Biosynthesis	Metabolite activation/inactivation/interconversion			Cofactor, carrier, and vitamin biosynthesis			
2	2	PWY-5114	Yes	No	8	2	Super-Pathways // Interconversion // Carbohydrates-Biosynthesis	UDP-sugars interconversion	Vicia faba,Petroselinum crispum,Triticum aestivum,Glycine max,Nicotiana tabacum,Arabidopsis thaliana	Non-Bacteria	Biosynthesis	Metabolite activation/inactivation/interconversion	Superpathways		Carbohydrate biosynthesis			
3	3	PWY-7723	Yes	Yes	7	1	Bioluminescence	bacterial bioluminescence	Aliivibrio fischeri,Photobacterium leiognathi,Photobacterium phosphoreum,Vibrio harveyi	Bacteria	Bioluminescence/fluorescence/chromoprotein biosynthesis							
4	4	PWY-40	Yes	Yes	2	2	Polyamine-Biosynthesis	putrescine biosynthesis I	Homo sapiens,Bacillus subtilis,Escherichia coli,Mycolicibacterium phlei,Mycolicibacterium smegmatis	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
5	5	PWY-43	Yes	No	3	1	Polyamine-Biosynthesis	putrescine biosynthesis II	Aeromonas caviae,Campylobacter jejuni,Pseudomonas aeruginosa,Arabidopsis thaliana	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
6	6	PWY-46	Yes	Yes	2	1	Polyamine-Biosynthesis	putrescine biosynthesis III // ODC pathway	Escherichia coli,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Saccharomyces cerevisiae,Arabidopsis thaliana	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
7	7	PWY-6305	Yes	Yes	3	2	Super-Pathways // Polyamine-Biosynthesis	superpathway of putrescine biosynthesis // putrescine biosynthesis in plants // ODC and ADC putrescine biosynthesis	Avena sativa,Brassica juncea,Capsicum annuum,Datura stramonium,Dianthus caryophyllus,Glycine max,Malus domestica,Nicotiana tabacum,Oryza sativa,Pisum sativum,Solanum lycopersicum,Theobroma cacao,Arabidopsis thaliana	Non-Bacteria	Biosynthesis	Superpathways			Amide, amidine, amine, and polyamine biosynthesis			
8	8	P101-PWY	Yes	No	4	1	Polyamine-Biosynthesis	ectoine biosynthesis	Halomonas elongata,Chromohalobacter israelensis	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
9	9	PWY-6562	Yes	Yes	4	2	Polyamine-Biosynthesis	norspermidine biosynthesis // <i>sym</i>-norspermidine biosynthesis	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
10	10	POLYAMSYN-PWY	Yes	No	6	1	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis I // spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis	Escherichia coli	Bacteria	Biosynthesis	Superpathways			Amide, amidine, amine, and polyamine biosynthesis			
