	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa
0	PWYQT-4477	Yes	No	4	1			
1	PWY-6012-1	Yes	Yes	1	1	Protein-Modification	acyl carrier protein activation // [acp] metabolism // ACP metabolism // ACP activation	Escherichia coli,Homo sapiens
2	PWY-5143	Yes	Yes	1	1	Activation // Lipid-Biosynthesis	long-chain fatty acid activation // long-chain acyl-CoA synthetase pathway	Escherichia coli,Arabidopsis thaliana
3	PWY-5340	Yes	Yes	2	2	Noncarbon-Nutrients // Activation	sulfate activation for sulfonation // sulfation pathway	Escherichia coli,Glycine max,Homo sapiens,Saccharomyces cerevisiae,Arabidopsis thaliana
4	PWY-6012	Yes	Yes	1	1	Protein-Modification	acyl carrier protein metabolism // [acp] metabolism // ACP metabolism // ACP metab	Escherichia coli
5	PWY-801	Yes	No	3	1			
6	PWY-5083	Yes	Yes	3	1			
7	PWY-8138	Yes	Yes	1	1	Noncarbon-Nutrients	polyphosphate metabolism	Escherichia coli
8	PWY-5441	Yes	Yes	1	1			
9	PWY-5114	Yes	No	8	1			
10	PWY-7723	Yes	Yes	7	1	Bioluminescence	bacterial bioluminescence	Aliivibrio fischeri,Photobacterium leiognathi,Photobacterium phosphoreum,Vibrio harveyi
11	BETSYN-PWY	Yes	Yes	2	2	Polyamine-Biosynthesis // Metabolic-Regulators	glycine betaine biosynthesis I (Gram-negative bacteria)	Chromohalobacter israelensis,Escherichia coli
12	PWY-3722	Yes	Yes	1	1	Polyamine-Biosynthesis // Metabolic-Regulators	glycine betaine biosynthesis II (Gram-positive bacteria)	Bacillus subtilis
13	PWY1F-353	Yes	Yes	1	1			
14	PWY-40	Yes	Yes	2	2	Polyamine-Biosynthesis	putrescine biosynthesis I	Homo sapiens,Bacillus subtilis,Escherichia coli,Mycolicibacterium phlei,Mycolicibacterium smegmatis
15	PWY-43	Yes	Yes	3	1	Polyamine-Biosynthesis	putrescine biosynthesis II	Aeromonas caviae,Campylobacter jejuni,Pseudomonas aeruginosa,Arabidopsis thaliana
16	PWY-46	Yes	Yes	2	1	Polyamine-Biosynthesis	putrescine biosynthesis III // ODC pathway	Escherichia coli,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Saccharomyces cerevisiae,Arabidopsis thaliana
17	PWY-6305	Yes	Yes	3	2			
18	BSUBPOLYAMSYN-PWY	Yes	Yes	2	2	Polyamine-Biosynthesis	spermidine biosynthesis I // arginine degradation to spermidine // spermidine biosynthesis	Solanum tuberosum,Archaea,Bacillus subtilis,Escherichia coli,Eukaryota,Homo sapiens,Saccharomyces cerevisiae,Thermococcus kodakarensis,Arabidopsis thaliana
19	PWY0-1303	Yes	Yes	2	1	Polyamine-Biosynthesis	aminopropylcadaverine biosynthesis	Escherichia coli
20	PWY0-1601	Yes	Yes	1	1	Acid-Resistance // Polyamine-Biosynthesis	cadaverine biosynthesis // acid resistance system 4 // L-lysine-dependent acid resistance	Anaerovibrio lipolyticus,Escherichia coli,Pseudomonas aeruginosa,Selenomonas ruminantium,Veillonella parvula
21	P101-PWY	Yes	No	4	1	Polyamine-Biosynthesis	ectoine biosynthesis	Halomonas elongata,Chromohalobacter israelensis
22	PWY-6562	Yes	No	4	1	Polyamine-Biosynthesis	norspermidine biosynthesis // <i>sym</i>-norspermidine biosynthesis	Vibrio vulnificus,Vibrio alginolyticus,Vibrio parahaemolyticus,Vibrio cholerae
23	ARGSPECAT-PWY	Yes	Yes	2	1	Polyamine-Biosynthesis	spermine biosynthesis // Spermine Syn	Archaea,Aves,Bacillus subtilis,Bos taurus,Geobacillus stearothermophilus,Homo sapiens,Mammalia,Physarum polycephalum,Pseudomonas aeruginosa,Saccharolobus solfataricus,Saccharomyces cerevisiae,Salmonella enterica,Teleostei,Arabidopsis thaliana
24	POLYAMSYN-PWY	Yes	Yes	6	5	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis I // spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis	Escherichia coli
25	POLYAMINSYN3-PWY	Yes	No	7	3	Super-Pathways // Polyamine-Biosynthesis	superpathway of polyamine biosynthesis II // polyamn	Bos taurus,Homo sapiens,Nicotiana tabacum,Pseudomonas aeruginosa,Arabidopsis thaliana
