	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
0	PWY-7371	Week_and_consortia	S2_w5w6	-1.13245160220053	0.0811477131780316	98	98	7.83988060399754e-25	1.14854250848564e-22	PWY-7371	5,8-dihydroxy-2-naphthoate biosynthesis II // modified futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis II	Biosynthesis						
1	PWY-7374	Week_and_consortia	S2_w5w6	-1.11850945741064	0.0796082402927009	98	98	5.05837396557944e-25	1.14854250848564e-22	PWY-7374	5,8-dihydroxy-2-naphthoate biosynthesis I // futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis I	Biosynthesis						
2	PWY-6263	Week_and_consortia	S2_w5w6	-0.890253289432596	0.0743094575426551	98	98	1.06565797455954e-20	1.04079262181982e-18	PWY-6263	superpathway of menaquinol-8 biosynthesis II // vitamin K<sub>2</sub> biosynthesis II // superpathway of menaquinone-8 biosynthesis II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
3	PWY-6396	Week_and_consortia	S2_w5w6	0.893871133046966	0.0831114455577486	98	98	4.05515808628495e-18	2.97040329820373e-16	PWY-6396	superpathway of 2,3-butanediol biosynthesis (from pyruvate) // butylene glycol fermentation // butanediol fermentation	Superpathways	Biosynthesis	Other biosynthesis				
4	HEMESYN2-PWY	Week_and_consortia	S2_w5w6	0.92691939273219	0.0878008455201688	98	98	1.07003016124199e-17	6.27037674487807e-16	HEMESYN2-PWY	heme <i>b</i> biosynthesis II (oxygen-independent)	Biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis				
5	PWY-6891	Week_and_consortia	S2_w5w6	0.894935370953006	0.0878884034357575	98	98	6.71971882352134e-17	3.28145034483119e-15	PWY-6891	thiazole component of thiamine diphosphate biosynthesis II // 2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate biosynthesis	Biosynthesis						
6	PWY0-1533	Week_and_consortia	S2_w5w6	0.946476399836923	0.0932372655836085	98	98	7.839642462054031e-17	3.28145034483119e-15	PWY0-1533	methylphosphonate degradation I // carbon-phosphorus lyase pathway	Degradation/utilization/assimilation						
7	PWY-6895	Week_and_consortia	S2_w5w6	0.673348632610373	0.0672175739822203	98	98	1.5146468564548499e-16	5.5473941117659105e-15	PWY-6895	superpathway of thiamine diphosphate biosynthesis II // superpathway of thiamine diphosphate biosynthesis (Bacillus) // superpathway of vitamin B<sub>1</sub> biosynthesis (Bacillus)	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
8	P23-PWY	Week_and_consortia	S2_w5w6	0.755545737496608	0.0758586290066458	98	98	2.00797677808248e-16	6.274299682473021e-15	P23-PWY	reductive TCA cycle I // reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle	Degradation/utilization/assimilation						
9	PWY-7446	Week_and_consortia	S2_w5w6	1.00310969844888	0.100845888824698	98	98	2.14139920903516e-16	6.274299682473021e-15	PWY-7446	sulfoquinovose degradation I // sulphoglycolysis // sulfoglycolysis // sulfo-EMP pathway	Degradation/utilization/assimilation						
10	PWY0-1338	Week_and_consortia	S2_w5w6	0.954534051419344	0.0962184712218294	98	98	2.43912964460394e-16	6.496954416990491e-15	PWY0-1338	polymyxin resistance // L-Ara4N-modified lipid A biosynthesis // 4-amino-4-deoxy-L-arabinose-modified lipid A biosynthesis	Detoxification	Glycan pathways		Biosynthesis	Cell structure biosynthesis		
11	PWY0-1479	Week_and_consortia	S2_w5w6	0.918082334171406	0.0931511002118376	98	98	3.3525711574762697e-16	8.1858612428379e-15	PWY0-1479	tRNA processing	Macromolecule modification						
12	PWY-6148	Week_and_consortia	S2_w5w6	0.903782918919743	0.0920010894069225	98	98	3.92887675309087e-16	8.85508375888942e-15	PWY-6148	tetrahydromethanopterin biosynthesis // H<sub>4</sub>MPT biosynthesis	Biosynthesis						
13	GLYCOCAT-PWY	Week_and_consortia	S2_w5w6	-0.0677901553172693	0.0069303688765894	98	98	4.83569597446089e-16	1.0120420860836e-14	GLYCOCAT-PWY	glycogen degradation I // glycogen catabolism I	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Glycan pathways			
14	METHGLYUT-PWY	Week_and_consortia	S2_w5w6	0.9744839412024	0.0998456103146081	98	98	5.37633347459523e-16	1.05017713870427e-14	METHGLYUT-PWY	superpathway of methylglyoxal degradation	Degradation/utilization/assimilation	Superpathways					
15	GLYCOL-GLYOXDEG-PWY	Week_and_consortia	S2_w5w6	0.941306999304958	0.0968968436941966	98	98	6.72131361319422e-16	1.11075423628544e-14	GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	Degradation/utilization/assimilation	Superpathways					
16	HEME-BIOSYNTHESIS-II	Week_and_consortia	S2_w5w6	0.987482035558469	0.101612842059712	98	98	6.605197951661929e-16	1.11075423628544e-14	HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	Biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis				
17	KETOGLUCONMET-PWY	Week_and_consortia	S2_w5w6	0.993112270401443	0.102526596131387	98	98	7.721802109774901e-16	1.11075423628544e-14	KETOGLUCONMET-PWY	ketogluconate metabolism	Degradation/utilization/assimilation	Superpathways					
18	LPSSYN-PWY	Week_and_consortia	S2_w5w6	0.913644173871951	0.0941610798926381	98	98	7.11575015455781e-16	1.11075423628544e-14	LPSSYN-PWY	superpathway of Kdo<sub>2</sub>-lipid A biosynthesis	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
