pathway	plate1_1002R_0_M_NS6_week10_S69_	plate1_1002R_L_M_NS6_week10_S70_	plate1_1075R_0_M_NS6_week9_S72_L	plate1_184R_0_F_NS6_week10_S65_L	plate1_184R_L_F_NS6_week10_S66_L	plate1_2403R_L_F_NS6_week10_S67_	plate1_2506R_0_F_NS6_week10_S68_	plate1_3894R_0_M_NS6_week10_S71_	plate1_T1D_NS6_defined_mouse_ino	plate2_016R_0_F_NS6_week9_S79_L0	plate2_1075R_L_M_NS6_week9_S84_L	plate2_1184R_0_M_NS6_week9_S85_L	plate2_1186R_0_M_NS6_week9_S86_L	plate2_1186R_RR_M_NS6_week9_S87_	plate2_184R_0_M_NS6_week9_S88_L0	plate2_2403R_0_F_NS6_week9_S80_L	plate2_2476R_R_F_NS6_week9_S81_L	plate2_2562R_0_F_NS6_week9_S82_L	plate2_2562R_RL_F_NS6_week9_S83_	plate3_016R_0_F_NS6_week5_S1_L00	plate3_016R_R_F_NS6_Pellet_week9	plate3_1075R_RL_M_NS6_Pellet_wee	plate3_NS6_defined_inocula_S86_L	plate4_016R_R_F_NS6_week5_S1_L00	plate4_1075R_0_M_NS6_week5_S2_L0	plate4_1075R_RL_M_NS6_week5_S3_L	plate4_1184R_0_M_NS6_week5_S4_L0	plate4_1186R_0_M_NS6_week5_S5_L0	plate4_1186R_RR_M_NS6_week5_S6_L	plate4_184R_0_M_NS6_week5_S7_L00	plate4_2403R_0_F_NS6_week5_S8_L0	plate4_2476R_R_F_NS6_week5_S9_L0	plate4_2562R_0_F_NS6_week5_S10_L	plate4_2562R_RL_F_NS6_week5_S11_	plate4_NS6_defined_inocula_S86_L
1CMET2-PWY	20137.904121580174	18163.622542632806	16451.478062200957	17310.104306833517	19186.267623604468	20278.480977180716	14823.074771193718	17780.952002208323	15653.064611704083	20327.601223776222	18959.870080358236	20986.00081401055	20105.70700895595	20741.08867194209	22623.317789841738	19192.97454668139	19149.666280824436	18299.633584222796	18138.180766777074	13900.360673536987	15017.280148448042	15099.577135320817	19128.685994356518	11120.36926082689	9178.201239725186	12480.000107348791	9686.6736155073	9740.638178137651	10990.803762115074	9484.148147466565	11292.302767145136	10252.915222672063	10380.947970187704	9542.126117040854	11926.62690344743
AEROBACTINSYN-PWY	187.57	84.43	80.43	64.43	86.14	58.29	502.0	97.86	647.5799999999999	80.43	56.29	24.29	70.0	60.71	60.57	91.0	114.57	66.43	62.86	423.0	44.86	45.14	539.0	200.57	58.57	136.43	272.14	206.28	134.57	26.0	124.57	112.14	240.57	54.0	366.86
ALL-CHORISMATE-PWY	217.55330855018585	97.92624535315986	93.28684014869889	74.72921933085503	99.90959107806691	67.60773234200744	582.2453531598513	113.50304832713755	751.0965055762081	93.28684014869889	65.28802973977695	28.172788104089218	81.18959107806691	70.41457249070632	70.25219330855019	105.54646840148699	132.88416356877323	77.04892193308551	72.90825278810408	490.6171003717472	52.03092936802974	52.355687732342005	625.1598513011152	232.63137546468403	67.9324907063197	158.2385130111524	315.6419330855019	239.25412639405204	156.08118959107807	30.156133828996282	144.48267657992562	130.06572490706318	279.0254275092937	62.63197026022305	425.5030483271375
ANAEROFRUCAT-PWY	3810.19161122991	3585.2651835688907	2085.631269940145	2253.9048279244385	3313.366796467062	3521.44440483061	3060.4276023651896	3953.5811554185752	4997.663280267835	4901.618718067626	2642.4686420516714	3265.931530072723	6089.686118921585	6403.6454369855255	5016.8007903763955	2849.354830223507	3092.539937495414	2791.7038526330025	2067.5561548437527	2856.884086597299	1734.2533643327315	2918.329683463832	7714.131700081028	1351.628826040893	1537.7974850142111	2003.1470941284997	2077.86485470918	1913.1578499580098	1915.8425164019952	1064.2432617462375	2169.90618319226	1558.741216122745	1836.117281362435	1492.5367970128318	5010.297121552639
ANAGLYCOLYSIS-PWY	25187.93068641168	22493.1995745121	18297.966898655493	20788.729512063826	22294.943506274318	24331.560225572586	19353.115970448853	20417.860774829358	19878.88118961419	24078.43832471798	22128.542434228086	24457.471836521454	24777.913024469646	25651.443549778356	25590.280251314703	24477.90952631841	23899.31462888786	22904.509689646915	21800.293779249834	16950.196949916488	17486.10655554828	16969.238491396434	26499.300812880207	13201.043276457074	10574.845637323173	14810.98513499547	11343.297233190666	12192.633274857955	13575.691322957766	11287.037211991252	13909.085253628116	11728.634981248168	12098.467645450382	10664.717365093953	16917.54933067344
ARG+POLYAMINE-SYN	221.39409836065573	99.65508196721312	94.93377049180329	76.04852459016394	101.67344262295082	68.80131147540983	592.5245901639344	115.50688524590164	764.3567213114753	94.93377049180329	66.44065573770492	28.670163934426228	82.62295081967213	71.65770491803279	71.49245901639344	107.40983606557377	135.23016393442623	78.40918032786885	74.19540983606556	499.2786885245902	52.94950819672131	53.28	636.1967213114754	236.7383606557377	69.13180327868852	161.03213114754098	321.2144262295082	243.47803278688525	158.83672131147543	30.688524590163933	147.03344262295082	132.36196721311475	283.95147540983606	63.73770491803278	433.0150819672131
ARGDEG-PWY	250.0933333333333	112.57333333333334	107.24000000000001	85.90666666666667	114.85333333333332	77.72	669.3333333333333	130.48	863.4399999999999	107.24000000000001	75.05333333333333	32.38666666666666	93.33333333333333	80.94666666666666	80.75999999999999	121.33333333333333	152.76	88.57333333333334	83.81333333333333	564.0	59.81333333333333	60.18666666666667	718.6666666666666	267.4266666666667	78.09333333333333	181.90666666666664	362.85333333333335	275.04	179.42666666666668	34.666666666666664	166.0933333333333	149.51999999999998	320.76	72.0	489.14666666666665
ARGORNPROST-PWY	22.545454545454547	13.818181818181818	6.909090909090909	4.0	0.0	4.7272727272727275	44.0	8.727272727272727	1321.4545454545455	4.7272727272727275	2.909090909090909	8.363636363636363	4.0	6.181818181818182	12.363636363636363	5.818181818181818	7.636363636363637	8.727272727272727	0.0	107.63636363636364	5.090909090909091	4.7272727272727275	4205.454545454546	77.45454545454545	42.54545454545455	42.54545454545455	27.272727272727273	35.63636363636364	41.09090909090909	17.81818181818182	21.09090909090909	41.09090909090909	28.727272727272727	13.454545454545455	2813.454545454545
ARGSYN-PWY	8695.38171309238	7689.114437935464	6221.5702415700825	8398.008294941748	6721.530472202876	7308.780578905054	7637.244703117342	7700.49049133939	7893.195603039683	8159.685423994492	5477.8060604339835	5826.512999302725	7513.515154391263	7638.903386677057	8468.771866887662	7425.097060030686	5557.625130250008	7337.546654370306	6738.123517503861	6925.7901932646755	5142.702188122895	5488.125245534084	7772.412723654357	3886.6573564688238	4101.790283024958	4909.563682323892	4894.090848062364	4000.1705420102444	3682.4562200731425	4645.003854034826	4954.526294519816	3889.6845881907243	4782.112768358415	3864.094770802559	5014.673654483455
ARGSYNBSUB-PWY	9707.88711821392	8645.27661391404	6883.421060181968	9388.974962598515	7382.686635483837	8124.7285803406085	8663.291984995658	8605.92742561543	8008.828777676529	9198.38148622353	6085.115093427039	6392.136077121	8513.255167482343	8685.634983152142	9389.514105283262	8332.453672602827	6238.752158291041	8311.721470226265	7500.736382915394	7759.176428400185	5732.826538397299	6148.512452169934	7112.109802094551	4332.320035751142	4599.293068779347	5462.398006319275	5468.596339601231	4546.475443160989	4169.293489380102	5189.704259963635	5553.049210768863	4276.88073601644	5348.838264977962	4265.618112080559	4549.043253722386
ARO-PWY	8879.47951923077	7927.787435897435	6334.341698717949	8852.689503205127	6786.7475684731935	7255.121025641027	9062.87516025641	7931.187852564102	8370.148078379954	8259.67844551282	5630.422115384614	5984.478830128205	7679.115961538461	7839.703953962704	8651.769817890445	8923.553461538459	6260.432756410255	7910.648655303031	6883.592625291374	7069.6639583333335	5260.8825	5693.579583333333	10374.51765151515	4037.25983974359	4460.504172494173	5139.998226981353	5082.417198426573	4405.943921911422	4053.3384455128203	5002.312740384616	5153.870256410256	3847.539635780886	5144.729841200467	3851.8533639277393	6787.258608682983
ASPASN-PWY	18630.847575091575	16946.347364361136	17180.423234216763	14320.771856496449	19902.26653436759	19489.304950226244	13276.238842921783	17757.797312217193	15485.937538461532	19166.383760827408	20185.527893557417	23238.085003663	20881.417610859728	21660.2697254902	23317.30918810601	19144.85394957983	20971.125527688	17808.024985994398	17350.559996983404	11840.422157724626	14758.23697996121	15453.844867054513	22550.468172807585	11089.742101702217	9116.716019392376	12403.700636069812	8910.059359189829	9524.70633182504	11405.53259857789	8463.339574229693	10364.830357250592	10769.318226244346	10493.047616031025	9896.352776556772	14154.21724369748
AST-PWY	208.41111111111113	93.81111111111112	89.36666666666667	71.5888888888889	95.71111111111112	64.76666666666667	557.7777777777778	108.73333333333333	719.5333333333333	89.36666666666667	62.544444444444444	26.98888888888889	77.77777777777779	67.45555555555556	67.3	101.11111111111111	127.3	73.81111111111112	69.84444444444445	470.00000000000006	49.84444444444445	50.15555555555556	598.8888888888889	222.85555555555555	65.07777777777778	151.5888888888889	302.3777777777778	229.20000000000002	149.52222222222224	28.88888888888889	138.4111111111111	124.60000000000001	267.3	60.0	407.62222222222226
